Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																
Дата голосования: 07.12.2003 0:00:00																																
																																
Наименование Избирательной комиссии:    Кинельская																																
																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																
																																
		Сумма	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261					
1	"Число избирателей, внесенных в списки"	23036	812	1005	1144	1063	315	2854	298	140	514	144	1843	419	1263	266	2751	182	210	153	1226	1728	1004	584	687	1681	750					
2	"Число бюллетеней, полученных участковыми комиссиями"	21352	770	860	1110	990	280	2670	280	142	480	146	1690	390	1190	240	2550	182	190	152	1090	1600	940	530	630	1560	690					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	12008	483	586	644	518	172	1111	209	91	292	65	948	215	631	138	1141	87	130	75	820	1196	584	304	339	894	335					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1204	49	22	123	84	27	48	0	0	35	7	78	14	56	56	93	6	18	6	144	142	28	48	30	43	47					
6	Число погашенных бюллетеней	8140	238	252	343	388	81	1511	71	51	153	74	664	161	503	46	1316	89	42	71	126	262	328	178	261	623	308					
7	Число бюллетеней в переносных ящиках для голосования	1204	49	22	123	84	27	48	0	0	35	7	78	14	56	56	93	6	18	6	144	142	28	48	30	43	47					
8	Число бюллетеней в стационарных ящиках для голосования	12008	483	586	644	518	172	1111	209	91	292	65	948	215	631	138	1141	87	130	75	820	1196	584	304	339	894	335					
9	Число недействительных бюллетеней	329	22	8	8	12	5	35	8	9	7	9	39	12	16	1	36	4	1	5	5	20	36	11	2	8	10					
10	Число действительных бюллетеней	12883	510	600	759	590	194	1124	201	82	320	63	987	217	671	193	1198	89	147	76	959	1318	576	341	367	929	372					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	220	8	7	28	8	3	15	4	4	6	4	10	5	10	4	15	4	4	4	12	12	12	8	8	15	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	133	1	7	28	8	0	12	0	0	0	0	5	0	10	4	15	3	3	0	8	12	9	0	0	6	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	86	1	4	6	5	3	7	0	1	2	0	4	2	0	2	9	1	5	3	4	10	1	1	4	9	2					
14	Число погашенных открепительных удостоверений	87	7	0	0	0	3	3	4	4	6	4	5	5	0	0	0	1	1	4	4	0	3	8	8	9	8					
15	Число открепительных удостоверений выданных ТИК	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	"1. ""ЕДИНЕНИЕ"""	202	13	10	18	8	3	19	1	1	0	1	15	2	8	0	14	1	1	3	17	25	11	4	8	13	6					
		1.52%	2.44%	1.64%	2.34%	1.32%	1.50%	1.63%	0.47%	1.09%	0.0%	1.38%	1.46%	0.87%	1.16%	0.0%	1.13%	1.07%	0.67%	3.70%	1.76%	1.86%	1.79%	1.13%	2.16%	1.38%	1.57%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	178	10	18	8	10	5	17	2	1	3	1	13	5	11	4	12	1	4	2	0	20	4	2	3	15	7					
		1.34%	1.87%	2.96%	1.04%	1.66%	2.51%	1.46%	0.95%	1.09%	0.91%	1.38%	1.26%	2.18%	1.60%	2.06%	0.97%	1.07%	2.70%	2.46%	0.0%	1.49%	0.65%	0.56%	0.81%	1.60%	1.83%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	432	17	17	32	19	10	37	10	5	10	5	45	12	38	1	44	2	3	3	19	37	4	8	7	30	17					
		3.26%	3.19%	2.79%	4.17%	3.15%	5.02%	3.19%	4.78%	5.49%	3.05%	6.94%	4.38%	5.24%	5.53%	0.51%	3.56%	2.15%	2.02%	3.70%	1.97%	2.76%	0.65%	2.27%	1.89%	3.20%	4.45%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	176	6	14	13	7	0	15	6	1	5	1	20	4	15	4	9	0	1	0	5	15	8	4	5	15	3					
		1.33%	1.12%	2.30%	1.69%	1.16%	0.0%	1.29%	2.87%	1.09%	1.52%	1.38%	1.94%	1.74%	2.18%	2.06%	0.72%	0.0%	0.67%	0.0%	0.51%	1.12%	1.30%	1.13%	1.35%	1.60%	0.78%					
22	"5. ""За Русь Святую"""	73	3	1	7	5	0	4	0	1	2	0	9	2	3	0	10	1	0	1	3	5	7	1	3	3	2					
		0.55%	0.56%	0.16%	0.91%	0.83%	0.0%	0.34%	0.0%	1.09%	0.61%	0.0%	0.87%	0.87%	0.43%	0.0%	0.81%	1.07%	0.0%	1.23%	0.31%	0.37%	1.14%	0.28%	0.81%	0.32%	0.52%					
23	"6. ""Объединенная Российская партия ""Русь"""	31	5	1	3	1	0	6	0	2	0	0	1	2	2	0	2	1	0	0	1	2	0	1	0	0	1					
		0.23%	0.93%	0.16%	0.39%	0.16%	0.0%	0.51%	0.0%	2.19%	0.0%	0.0%	0.09%	0.87%	0.29%	0.0%	0.16%	1.07%	0.0%	0.0%	0.10%	0.14%	0.0%	0.28%	0.0%	0.0%	0.26%					
24	"7. ""Новый курс - Автомобильная Россия"""	50	3	2	0	1	5	3	0	0	1	0	3	1	1	0	3	0	1	0	7	6	1	4	0	6	2					
		0.37%	0.56%	0.32%	0.0%	0.16%	2.51%	0.25%	0.0%	0.0%	0.30%	0.0%	0.29%	0.43%	0.14%	0.0%	0.24%	0.0%	0.67%	0.0%	0.72%	0.44%	0.16%	1.13%	0.0%	0.64%	0.52%					
25	"8. ""Народно-республиканская партия России"""	23	1	0	1	2	0	3	0	0	0	0	1	2	1	0	4	0	0	0	4	1	0	0	0	3	0					
		0.17%	0.18%	0.0%	0.13%	0.33%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.09%	0.87%	0.14%	0.0%	0.32%	0.0%	0.0%	0.0%	0.41%	0.07%	0.0%	0.0%	0.0%	0.32%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	41	0	2	3	0	1	2	0	0	0	0	6	0	6	0	8	1	1	0	3	4	1	0	0	1	2					
		0.31%	0.0%	0.32%	0.39%	0.0%	0.50%	0.17%	0.0%	0.0%	0.0%	0.0%	0.58%	0.0%	0.87%	0.0%	0.64%	1.07%	0.67%	0.0%	0.31%	0.29%	0.16%	0.0%	0.0%	0.10%	0.52%					
27	"10. ""Аграрная партия России"""	546	17	6	35	23	9	36	7	3	11	0	65	31	24	8	39	4	2	2	52	52	39	26	18	27	10					
		4.13%	3.19%	0.98%	4.56%	3.82%	4.52%	3.10%	3.34%	3.29%	3.36%	0.0%	6.33%	13.53%	3.49%	4.12%	3.16%	4.30%	1.35%	2.46%	5.39%	3.88%	6.37%	7.38%	4.87%	2.88%	2.61%					
28	"11. ""Истинные патриоты России"""	21	4	1	2	0	1	2	0	0	1	0	1	5	0	0	0	0	0	0	1	0	0	3	0	0	0					
		0.15%	0.75%	0.16%	0.26%	0.0%	0.50%	0.17%	0.0%	0.0%	0.30%	0.0%	0.09%	2.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.85%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	150	4	8	4	9	1	11	4	1	2	0	12	2	10	1	8	1	0	1	23	13	3	4	13	12	3					
		1.13%	0.75%	1.31%	0.52%	1.49%	0.50%	0.94%	1.91%	1.09%	0.61%	0.0%	1.16%	0.87%	1.45%	0.51%	0.64%	1.07%	0.0%	1.23%	2.38%	0.97%	0.49%	1.13%	3.52%	1.28%	0.78%					
30	"13. ""Демократическая партия России"""	37	4	0	0	1	1	6	0	0	1	0	6	1	4	0	2	0	0	0	2	0	2	1	2	4	0					
		0.28%	0.75%	0.0%	0.0%	0.16%	0.50%	0.51%	0.0%	0.0%	0.30%	0.0%	0.58%	0.43%	0.58%	0.0%	0.16%	0.0%	0.0%	0.0%	0.20%	0.0%	0.32%	0.28%	0.54%	0.42%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	69	3	3	2	10	7	2	0	2	3	0	7	1	11	2	2	1	0	1	0	5	2	1	1	2	1					
		0.52%	0.56%	0.49%	0.26%	1.66%	3.51%	0.17%	0.0%	2.19%	0.91%	0.0%	0.68%	0.43%	1.60%	1.03%	0.16%	1.07%	0.0%	1.23%	0.0%	0.37%	0.32%	0.28%	0.27%	0.21%	0.26%					
32	"15. ""Партия СЛОН"""	19	2	0	0	1	0	3	0	1	0	0	1	0	0	0	3	1	0	0	1	1	1	4	0	0	0					
		0.14%	0.37%	0.0%	0.0%	0.16%	0.0%	0.25%	0.0%	1.09%	0.0%	0.0%	0.09%	0.0%	0.0%	0.0%	0.24%	1.07%	0.0%	0.0%	0.10%	0.07%	0.16%	1.13%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	518	16	41	42	5	13	68	5	2	7	2	44	12	20	4	39	5	9	2	21	45	10	11	32	48	15					
		3.92%	3.00%	6.74%	5.47%	0.83%	6.53%	5.86%	2.39%	2.19%	2.14%	2.77%	4.28%	5.24%	2.91%	2.06%	3.16%	5.37%	6.08%	2.46%	2.17%	3.36%	1.63%	3.12%	8.67%	5.12%	3.92%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	45	4	1	2	2	1	5	0	0	0	1	4	1	2	0	5	0	0	0	4	7	1	2	1	2	0					
		0.34%	0.75%	0.16%	0.26%	0.33%	0.50%	0.43%	0.0%	0.0%	0.0%	1.38%	0.38%	0.43%	0.29%	0.0%	0.40%	0.0%	0.0%	0.0%	0.41%	0.52%	0.16%	0.56%	0.27%	0.21%	0.0%					
35	"18. ""ЛДПР"""	1664	42	160	130	54	14	156	16	9	30	5	125	22	87	19	127	20	26	13	101	176	87	41	48	107	49					
		12.59%	7.89%	26.31%	16.94%	8.97%	7.03%	13.45%	7.65%	9.89%	9.17%	6.94%	12.18%	9.60%	12.66%	9.79%	10.29%	21.50%	17.56%	16.04%	10.47%	13.15%	14.21%	11.64%	13.00%	11.41%	12.82%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	231	5	5	14	16	1	29	0	2	5	4	41	4	13	1	16	0	3	1	21	14	8	9	5	11	3					
		1.74%	0.93%	0.82%	1.82%	2.65%	0.50%	2.50%	0.0%	2.19%	1.52%	5.55%	3.99%	1.74%	1.89%	0.51%	1.29%	0.0%	2.02%	1.23%	2.17%	1.04%	1.30%	2.55%	1.35%	1.17%	0.78%					
37	"20. ""Политическая партия ""Единая Россия"""	4869	205	207	239	248	66	366	100	37	124	23	347	60	227	83	444	16	59	16	493	627	147	131	125	340	139					
		36.85%	38.53%	34.04%	31.16%	41.19%	33.16%	31.57%	47.84%	40.65%	37.92%	31.94%	33.82%	26.20%	33.04%	42.78%	35.98%	17.20%	39.86%	19.75%	51.14%	46.86%	24.01%	37.21%	33.87%	36.28%	36.38%					
38	"21. ""Российская Конституционно-демократическая партия"""	33	1	0	0	3	1	4	2	0	0	0	4	0	0	0	2	1	0	1	3	3	1	1	1	3	2					
		0.24%	0.18%	0.0%	0.0%	0.49%	0.50%	0.34%	0.95%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	0.16%	1.07%	0.0%	1.23%	0.31%	0.22%	0.16%	0.28%	0.27%	0.32%	0.52%					
39	"22. ""Развитие предпринимательства"""	44	1	4	0	2	3	3	1	0	3	0	2	1	6	1	2	2	1	1	2	2	2	0	2	2	1					
		0.33%	0.18%	0.65%	0.0%	0.33%	1.50%	0.25%	0.47%	0.0%	0.91%	0.0%	0.19%	0.43%	0.87%	0.51%	0.16%	2.15%	0.67%	1.23%	0.20%	0.14%	0.32%	0.0%	0.54%	0.21%	0.26%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2856	124	59	146	145	42	284	42	11	101	11	174	30	147	54	356	29	30	27	151	200	210	68	77	241	97					
		21.61%	23.30%	9.70%	19.03%	24.08%	21.10%	24.50%	20.09%	12.08%	30.88%	15.27%	16.95%	13.10%	21.39%	27.83%	28.84%	31.18%	20.27%	33.33%	15.66%	14.94%	34.31%	19.31%	20.86%	25.72%	25.39%					
																																
41	Против всех	575	20	40	58	18	10	43	5	3	11	9	41	17	35	11	47	2	6	2	25	58	27	15	16	44	12					
		4.35%	3.75%	6.57%	7.56%	2.99%	5.02%	3.71%	2.39%	3.29%	3.36%	12.5%	3.99%	7.42%	5.09%	5.67%	3.80%	2.15%	4.05%	2.46%	2.59%	4.33%	4.41%	4.26%	4.33%	4.69%	3.14%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
