Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																							
Дата голосования: 07.12.2003 0:00:00																							
																							
Наименование Избирательной комиссии:    Холм-Жирковская																							
																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																							
																							
		Сумма	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384					
1	"Число избирателей, внесенных в списки"	9912	291	311	736	269	1709	365	228	438	266	335	337	321	323	666	409	2908					
2	"Число бюллетеней, полученных участковыми комиссиями"	9972	297	312	743	268	1672	364	228	446	290	336	340	320	324	681	412	2939					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	4646	200	157	353	135	671	222	117	168	147	113	131	120	166	329	120	1497					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1277	36	111	67	61	68	21	77	104	16	115	143	128	76	53	151	50					
6	Число погашенных бюллетеней	4049	61	44	323	72	933	121	34	174	127	108	66	72	82	299	141	1392					
7	Число бюллетеней в переносных ящиках для голосования	1277	36	111	67	61	68	21	77	104	16	115	143	128	76	53	151	50					
8	Число бюллетеней в стационарных ящиках для голосования	4646	200	157	353	135	671	222	117	168	147	113	131	120	166	329	120	1497					
9	Число недействительных бюллетеней	74	6	1	7	3	8	4	0	0	4	0	0	1	1	3	1	35					
10	Число действительных бюллетеней	5849	230	267	413	193	731	239	194	272	159	228	274	247	241	379	270	1512					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	184	6	6	15	5	33	7	5	9	6	7	7	6	6	14	5	47					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	31	0	0	3	0	6	2	0	2	0	0	0	0	0	0	2	16					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	31	2	2	1	1	6	1	2	1	1	0	1	3	2	0	2	6					
14	Число погашенных открепительных удостоверений	153	6	6	12	5	27	5	5	7	6	7	7	6	6	14	3	31					
15	Число открепительных удостоверений выданных ТИК	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
18	"1. ""ЕДИНЕНИЕ"""	67	1	2	3	2	8	5	1	8	2	6	4	2	3	2	4	14					
		1.13%	0.42%	0.74%	0.71%	1.02%	1.08%	2.05%	0.51%	2.94%	1.22%	2.63%	1.45%	0.80%	1.23%	0.52%	1.47%	0.90%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	50	1	4	1	1	12	3	0	1	0	0	1	0	1	2	2	21					
		0.84%	0.42%	1.49%	0.23%	0.51%	1.62%	1.23%	0.0%	0.36%	0.0%	0.0%	0.36%	0.0%	0.41%	0.52%	0.73%	1.35%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	352	4	26	24	15	43	16	2	10	6	17	9	9	23	31	34	83					
		5.94%	1.69%	9.70%	5.71%	7.65%	5.81%	6.58%	1.03%	3.67%	3.68%	7.45%	3.28%	3.62%	9.50%	8.11%	12.54%	5.36%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	69	1	1	4	2	11	0	1	1	0	3	6	4	2	7	6	20					
		1.16%	0.42%	0.37%	0.95%	1.02%	1.48%	0.0%	0.51%	0.36%	0.0%	1.31%	2.18%	1.61%	0.82%	1.83%	2.21%	1.29%					
22	"5. ""За Русь Святую"""	34	0	1	0	0	4	0	0	1	1	6	2	1	2	5	0	11					
		0.57%	0.0%	0.37%	0.0%	0.0%	0.54%	0.0%	0.0%	0.36%	0.61%	2.63%	0.72%	0.40%	0.82%	1.30%	0.0%	0.71%					
23	"6. ""Объединенная Российская партия ""Русь"""	15	0	2	1	0	1	0	0	0	3	0	0	1	0	0	0	7					
		0.25%	0.0%	0.74%	0.23%	0.0%	0.13%	0.0%	0.0%	0.0%	1.84%	0.0%	0.0%	0.40%	0.0%	0.0%	0.0%	0.45%					
24	"7. ""Новый курс - Автомобильная Россия"""	18	0	2	3	0	2	0	0	1	0	2	0	1	0	0	0	7					
		0.30%	0.0%	0.74%	0.71%	0.0%	0.27%	0.0%	0.0%	0.36%	0.0%	0.87%	0.0%	0.40%	0.0%	0.0%	0.0%	0.45%					
25	"8. ""Народно-республиканская партия России"""	10	0	0	2	0	0	1	0	4	0	3	0	0	0	0	0	0					
		0.16%	0.0%	0.0%	0.47%	0.0%	0.0%	0.41%	0.0%	1.47%	0.0%	1.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2					
		0.03%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%					
27	"10. ""Аграрная партия России"""	217	12	9	21	9	9	4	4	21	0	13	26	11	26	8	4	40					
		3.66%	5.08%	3.35%	5.0%	4.59%	1.21%	1.64%	2.06%	7.72%	0.0%	5.70%	9.48%	4.43%	10.74%	2.09%	1.47%	2.58%					
28	"11. ""Истинные патриоты России"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	113	6	1	8	0	8	2	5	5	0	7	7	3	4	3	5	49					
