Выборы Президента Российской Федерации																																																																					
Дата голосования: 02.03.2008																																																																					
																																																																					
Наименование Избирательной комиссии:    Приморская N28																																																																					
																																																																					
Сводная таблица результатов выборов																																																																					
																																																																					
	Число участковых избирательных комиссий	62																																																																			
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	62																																																																			
																																																																					
		Сумма	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1807	УИК №1808	УИК №1809					
1	"Число избирателей, включенных в списки избирателей"	139978	2681	2695	2644	2577	2043	1998	2572	2488	1979	1990	2243	2570	2702	2576	2596	2678	2512	2416	2632	2619	2594	2650	2446	2052	2244	1984	2073	2271	1981	2347	2722	2557	2703	2618	2048	2290	2158	2380	2130	2481	2419	2263	2321	2003	2378	2225	2347	2693	2266	1906	1311	211	2226	2174	2370	2171	2078	2462	2568	2697	413	536					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	128250	2500	2500	2500	2500	2000	2000	2500	2000	2000	2000	2000	2000	2500	2000	2000	2500	2500	2000	2500	2500	2500	2500	2000	2000	2000	2000	2000	2000	2000	2000	2500	2500	2500	2500	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2500	2000	2000	1000	200	2000	2000	2000	2000	2000	2500	2500	2500	400	650					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	84805	1376	1390	1443	1375	1025	1057	1440	1447	1458	1783	1581	1237	1472	1516	1464	1725	1735	1350	1363	1279	1442	1823	1625	1554	1570	1464	1376	1317	1216	1430	1664	1568	1437	1405	976	1240	1148	1571	1140	1362	1297	1430	1423	1188	1430	1829	1695	1995	1655	1093	474	144	1278	1436	1433	1281	1159	1474	1653	1851	388	355					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2138	22	37	31	43	22	37	41	27	33	62	29	27	27	36	22	31	132	48	17	40	16	35	28	13	85	67	8	12	38	11	29	40	26	11	5	7	18	28	38	24	21	32	27	14	23	30	18	39	117	31	26	8	58	23	68	8	10	15	42	44	0	181					
6	Число погашенных избирательных бюллетеней	41307	1102	1073	1026	1082	953	906	1019	526	509	155	390	736	1001	448	514	744	633	602	1120	1181	1042	642	347	433	345	469	616	671	746	559	807	892	1037	1084	1019	753	834	401	822	614	682	538	550	798	547	141	287	466	228	876	500	48	664	541	499	711	831	1011	805	605	12	114					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2122	22	37	31	43	22	36	41	27	33	62	29	27	27	36	22	31	132	48	17	40	16	35	28	13	85	67	8	12	38	11	29	40	26	11	5	7	18	28	38	24	21	32	27	14	23	30	18	24	117	31	26	8	58	23	68	8	10	15	42	44	0	181					
8	Число бюллетеней в стационарных ящиках для голосования	84287	1351	1386	1436	1368	1017	1052	1432	1441	1458	1783	1581	1229	1457	1503	1464	1710	1630	1348	1356	1271	1440	1823	1625	1554	1570	1356	1372	1312	1216	1427	1644	1568	1437	1405	976	1240	1143	1566	1137	1362	1297	1396	1418	1188	1430	1829	1688	1993	1651	1090	474	144	1278	1436	1433	1279	1155	1474	1653	1796	384	355					
9	Число недействительных избирательных бюллетеней	1541	30	20	34	15	28	22	33	54	23	26	35	39	24	29	29	35	27	23	30	21	25	29	33	19	36	12	23	23	20	21	23	31	19	30	30	26	25	29	26	25	25	12	21	18	25	26	27	35	23	28	12	3	17	19	34	24	24	26	22	32	3	3					
10	Число действительных избирательных бюллетеней	84868	1343	1403	1433	1396	1011	1066	1440	1414	1468	1819	1575	1217	1460	1510	1457	1706	1735	1373	1343	1290	1431	1829	1620	1548	1619	1411	1357	1301	1234	1417	1650	1577	1444	1386	951	1221	1136	1565	1149	1361	1293	1416	1424	1184	1428	1833	1679	1982	1745	1093	488	149	1319	1440	1467	1263	1141	1463	1673	1808	381	533					
