Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																					
Дата голосования: 04.12.2011																																																					
																																																					
Наименование Избирательной комиссии:    Ужурская																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №2003	УИК №2004	УИК №2005	УИК №2006	УИК №2007	УИК №2008	УИК №2009	УИК №2010	УИК №2011	УИК №2012	УИК №2013	УИК №2014	УИК №2015	УИК №2016	УИК №2017	УИК №2018	УИК №2019	УИК №2020	УИК №2021	УИК №2022	УИК №2023	УИК №2024	УИК №2025	УИК №2026	УИК №2027	УИК №2028	УИК №2029	УИК №2030	УИК №2031	УИК №2032	УИК №2033	УИК №2034	УИК №2035	УИК №2036	УИК №2037	УИК №2038	УИК №2039	УИК №2040	УИК №2041	УИК №2042	УИК №2043	УИК №2044	УИК №2147	УИК №2148	УИК №2149	УИК №2150					
1	"Число избирателей, внесенных в список избирателей"	25168	2740	1380	813	1098	995	1656	1239	1271	1560	1007	286	607	159	635	1051	186	153	253	160	104	180	148	233	1013	176	98	263	777	117	212	641	183	255	386	121	110	345	268	881	197	117	672	129	88	126	79					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	25024	2704	1305	805	1071	969	1638	1208	1243	1536	1001	281	614	160	643	1066	174	145	242	152	99	196	144	256	1053	195	97	253	791	117	209	669	179	256	417	128	103	355	268	864	193	119	692	125	88	124	77					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	11853	1136	436	244	453	451	677	431	447	470	480	127	304	94	474	453	118	96	168	111	58	116	114	131	654	127	70	97	418	88	112	325	77	144	251	92	76	212	192	460	144	81	344	90	81	79	50					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1075	74	74	20	16	34	29	13	31	22	40	63	50	6	42	71	0	12	13	0	20	24	0	49	37	17	1	35	48	0	9	12	41	12	16	4	0	10	4	78	5	3	37	0	0	0	3					
6	Число погашенных избирательных бюллетеней	12096	1494	795	541	602	484	932	764	765	1044	481	91	260	60	127	542	56	37	61	41	21	56	30	76	362	51	26	121	325	29	88	332	61	100	150	32	27	133	72	326	44	35	311	35	7	45	24					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1075	74	74	20	16	34	29	13	31	22	40	63	50	6	42	71	0	12	13	0	20	24	0	49	37	17	1	35	48	0	9	12	41	12	16	4	0	10	4	78	5	3	37	0	0	0	3					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11852	1136	436	244	453	451	677	431	447	470	480	127	304	94	474	453	118	96	168	111	58	116	114	131	653	127	70	97	418	88	112	325	77	144	251	92	76	212	192	460	144	81	344	90	81	79	50					
9	Число недействительных избирательных бюллетеней	180	17	5	5	8	5	7	5	3	7	6	1	8	3	4	16	2	0	8	0	0	0	1	2	9	2	1	3	14	0	0	4	2	2	7	2	1	3	0	8	2	0	5	0	0	1	1					
10	Число действительных избирательных бюллетеней	12747	1193	505	259	461	480	699	439	475	485	514	189	346	97	512	508	116	108	173	111	78	140	113	178	681	142	70	129	452	88	121	333	116	154	260	94	75	219	196	530	147	84	376	90	81	78	52					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	475	30	20	20	20	20	20	20	20	20	10	6	6	6	6	10	6	6	6	6	6	6	6	6	20	6	6	6	10	6	6	10	6	6	10	7	7	10	6	15	6	6	20	6	6	6	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	127	17	7	3	3	14	12	6	7	5	3	1	1	2	3	6	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0	0	0	0	7	7	0	1	0	5	0	0	5	0	2	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	99	9	7	5	4	4	3	0	3	4	2	1	0	1	0	1	1	4	1	1	2	1	2	1	1	3	1	2	0	0	2	5	1	1	0	8	2	1	3	4	1	1	2	1	2	1	0					
14	Число погашенных неиспользованных открепительных удостоверений	348	13	13	17	17	6	8	14	13	15	7	5	5	4	3	4	6	6	6	6	6	6	6	0	16	6	6	6	10	6	6	10	6	6	3	0	7	9	6	10	6	6	15	6	4	6	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1216	157	43	31	57	59	83	44	67	53	31	7	40	4	26	59	6	10	11	4	8	13	3	10	40	17	2	4	39	4	3	25	4	17	30	9	5	16	14	61	16	16	41	7	5	11	4					
