Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																	
Дата голосования: 02.12.2007																																																	
																																																	
Наименование Избирательной комиссии:    Кинешемская городская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254					
1	"Число избирателей, внесенных в списки избирателей"	73391	2159	1866	1639	1743	1845	1848	1900	1884	1645	1738	1815	1417	1816	1849	1585	1832	1031	2388	1349	2023	1804	2121	2577	1000	2421	1375	952	2994	1392	2448	1902	2059	1283	977	1469	2458	1148	1807	1985	1678	2002	167					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	72042	2030	1860	1680	1700	1810	1830	1900	1870	1600	1700	1790	1430	1770	1830	1610	1770	1025	2340	1340	1985	1800	2100	2530	1000	2380	1330	930	2935	1340	2380	1830	1970	1210	961	1370	2380	1120	1800	1980	1670	1980	176					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	33026	899	794	668	832	716	906	808	788	755	630	896	624	921	909	795	846	536	1089	540	1004	865	1010	1224	493	1059	685	473	1470	590	1075	809	858	674	413	679	1050	365	800	882	738	704	154					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1908	50	47	67	42	46	24	56	44	38	32	41	56	31	29	42	50	26	53	50	45	102	30	41	40	60	25	12	59	36	36	35	50	41	44	46	78	83	31	55	58	64	13					
6	Число погашенных избирательных бюллетеней	37108	1081	1019	945	826	1048	900	1036	1038	807	1038	853	750	818	892	773	874	463	1198	750	936	833	1060	1265	467	1261	620	445	1406	714	1269	986	1062	495	504	645	1252	672	969	1043	874	1212	9					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1908	50	47	67	42	46	24	56	44	38	32	41	56	31	29	42	50	26	53	50	45	102	30	41	40	60	25	12	59	36	36	35	50	41	44	46	78	83	31	55	58	64	13					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	33023	899	794	667	832	716	906	808	788	755	629	896	624	921	909	795	846	536	1089	540	1004	865	1010	1224	493	1059	685	473	1469	590	1075	809	858	674	413	679	1050	365	800	882	738	704	154					
9	Число недействительных избирательных бюллетеней	298	3	6	6	4	8	3	5	10	3	2	8	3	11	8	4	12	2	11	4	11	7	20	15	8	14	3	6	12	9	9	10	9	7	3	2	7	3	1	5	10	10	4					
10	Число действительных избирательных бюллетеней	34633	946	835	728	870	754	927	859	822	790	659	929	677	941	930	833	884	560	1131	586	1038	960	1020	1250	525	1105	707	479	1516	617	1102	834	899	708	454	723	1121	445	830	932	786	758	163					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1159	30	30	25	25	30	30	30	30	25	25	30	39	25	30	25	25	25	35	25	30	25	40	35	30	30	20	15	45	20	35	25	30	20	20	30	35	20	30	30	25	30	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	779	14	18	16	19	9	18	24	22	2	21	26	38	20	17	19	22	11	25	16	23	18	34	25	22	25	13	7	38	9	30	13	22	13	8	20	20	7	16	23	15	21	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	558	6	12	9	4	6	12	8	6	6	2	9	4	4	9	10	5	13	10	15	13	16	14	12	19	16	20	12	14	10	23	7	6	23	13	72	20	3	9	13	2	8	63					
14	Число погашенных неиспользованных открепительных удостоверений	380	16	12	9	6	21	12	6	8	23	4	4	1	5	13	6	3	14	10	9	7	7	6	10	8	5	7	8	7	11	5	12	8	7	12	10	15	13	14	7	10	9	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
18	1.Политическая партия «Аграрная партия России»	1289	30	22	25	29	28	41	42	28	30	26	32	16	43	42	28	32	25	54	18	48	23	47	46	18	57	37	20	64	15	35	33	24	25	13	28	40	16	27	38	20	22	2					
		3.69%	3.16%	2.62%	3.41%	3.32%	3.67%	4.41%	4.86%	3.37%	3.78%	3.93%	3.42%	2.35%	4.52%	4.48%	3.35%	3.57%	4.45%	4.73%	3.05%	4.58%	2.38%	4.52%	3.64%	3.38%	5.09%	5.21%	4.12%	4.19%	2.40%	3.15%	3.91%	2.64%	3.50%	2.84%	3.86%	3.55%	3.57%	3.25%	4.06%	2.51%	2.86%	1.20%					
19	2.Всероссийская политическая партия «Гражданская Сила»	333	8	6	5	9	5	10	4	13	4	7	3	9	8	13	6	12	7	10	14	9	11	12	24	4	4	7	7	9	3	11	4	2	14	4	15	6	3	6	15	5	2	3					
		0.95%	0.84%	0.71%	0.68%	1.03%	0.66%	1.08%	0.46%	1.56%	0.50%	1.06%	0.32%	1.32%	0.84%	1.39%	0.72%	1.34%	1.25%	0.88%	2.37%	0.86%	1.14%	1.15%	1.90%	0.75%	0.36%	0.99%	1.44%	0.59%	0.48%	0.99%	0.47%	0.22%	1.96%	0.88%	2.07%	0.53%	0.67%	0.72%	1.60%	0.63%	0.26%	1.80%					
20	3.Политическая партия «Демократическая партия России»	27	0	0	2	1	0	1	2	0	1	0	1	0	1	0	1	1	0	1	0	1	0	1	1	0	1	0	0	0	1	2	0	0	1	2	0	2	0	0	0	2	0	1					
		0.08%	0.00%	0.00%	0.27%	0.11%	0.00%	0.11%	0.23%	0.00%	0.13%	0.00%	0.11%	0.00%	0.11%	0.00%	0.12%	0.11%	0.00%	0.09%	0.00%	0.10%	0.00%	0.10%	0.08%	0.00%	0.09%	0.00%	0.00%	0.00%	0.16%	0.18%	0.00%	0.00%	0.14%	0.44%	0.00%	0.18%	0.00%	0.00%	0.00%	0.25%	0.00%	0.60%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5186	164	151	97	111	74	142	161	123	75	72	142	96	129	135	133	102	82	190	89	170	189	184	190	105	143	143	77	245	72	179	93	124	186	77	101	126	70	110	142	110	77	5					
		14.85%	17.28%	17.95%	13.22%	12.70%	9.71%	15.27%	18.63%	14.78%	9.46%	10.89%	15.15%	14.12%	13.55%	14.39%	15.89%	11.38%	14.59%	16.64%	15.08%	16.21%	19.54%	17.69%	15.02%	19.70%	12.78%	20.14%	15.88%	16.03%	11.50%	16.11%	11.02%	13.66%	26.01%	16.85%	13.93%	11.17%	15.63%	13.24%	15.15%	13.82%	10.03%	2.99%					
