Выборы Президента Российской Федерации																																																												
Дата голосования: 18.03.2018																																																												
																																																												
"Наименование Избирательной комиссии:    Набережные Челны, Комсомольская"																																																												
																																																												
Сводная таблица итогов голосования																																																												
																																																												
	Число участковых избирательных комиссий	49																																																										
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	49																																																										
																																																												
		Сумма	УИК №2015	УИК №2016	УИК №2017	УИК №2018	УИК №2019	УИК №2020	УИК №2021	УИК №2022	УИК №2023	УИК №2024	УИК №2025	УИК №2026	УИК №2027	УИК №2028	УИК №2029	УИК №2030	УИК №2031	УИК №2032	УИК №2033	УИК №2034	УИК №2035	УИК №2036	УИК №2037	УИК №2038	УИК №2039	УИК №2040	УИК №2041	УИК №2042	УИК №2043	УИК №2044	УИК №2045	УИК №2046	УИК №2047	УИК №2048	УИК №2049	УИК №2050	УИК №2051	УИК №2052	УИК №2053	УИК №2054	УИК №2055	УИК №2056	УИК №2057	УИК №2058	УИК №2059	УИК №2824	УИК №2825	УИК №2826	УИК №2833									
1	"Число избирателей, включенных в список избирателей"	103846	693	2345	2171	1321	1964	2372	2600	2678	2209	2355	2553	2644	2648	2608	1761	1816	2654	2100	2087	2170	2578	2542	1284	2095	2608	2653	2477	2388	2578	2279	2338	1936	2079	1912	2539	1388	1169	2597	2583	1170	2285	2193	1305	2692	2688	2656	1510	768	807									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	100630	630	2400	2100	1300	1900	2300	2500	2600	2200	2400	2600	2500	2400	2300	1650	1700	2400	2100	2000	2200	2500	2500	1200	2100	2500	2400	2500	2200	2500	2300	2300	2000	1900	1900	2400	1500	1200	2600	2600	1300	2300	2200	1100	2600	2500	2400	1500	700	750									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	80734	557	1825	1650	1028	1718	1794	2053	2081	1832	1765	2022	1650	1991	2113	1448	1555	2267	1591	1439	1423	1985	2120	1078	1593	1974	2052	1379	1900	1962	1849	1881	1506	1548	1496	1943	1002	904	2107	2112	857	1694	1605	775	2381	2391	2150	1362	647	679									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	3823	15	168	195	56	54	282	79	88	56	121	154	98	128	155	14	110	89	95	50	86	82	40	6	103	104	130	47	11	128	90	36	139	57	18	37	330	32	22	26	80	21	29	3	15	28	28	80	6	2									
6	Число погашенных избирательных бюллетеней	16073	58	407	255	216	128	224	368	431	312	514	424	752	281	32	188	35	44	414	511	691	433	340	116	404	422	218	1074	289	410	361	383	355	295	386	420	168	264	471	462	363	585	566	322	204	81	222	58	47	69									
7	Число избирательных бюллетеней в переносных ящиках для голосования	3823	15	168	195	56	54	282	79	88	56	121	154	98	128	155	14	110	89	95	50	86	82	40	6	103	104	130	47	11	128	90	36	139	57	18	37	330	32	22	26	80	21	29	3	15	28	28	80	6	2									
8	Число бюллетеней в стационарных ящиках для голосования	80622	542	1825	1650	1026	1718	1794	2051	2079	1830	1765	2020	1649	1989	2113	1447	1555	2267	1589	1439	1423	1984	2120	1077	1592	1974	2052	1379	1898	1961	1849	1881	1506	1548	1496	1943	1002	904	2106	2111	857	1694	1605	775	2381	2390	2150	1292	647	677									
9	Число недействительных избирательных бюллетеней	536	3	0	0	3	28	28	15	9	30	20	20	8	15	7	10	2	3	31	12	23	0	17	6	10	24	17	34	4	8	5	2	5	1	28	0	4	7	6	1	2	22	11	6	11	12	19	0	2	5									
10	Число действительных избирательных бюллетеней	83909	554	1993	1845	1079	1744	2048	2115	2158	1856	1866	2154	1739	2102	2261	1451	1663	2353	1653	1477	1486	2066	2143	1077	1685	2054	2165	1392	1905	2081	1934	1915	1640	1604	1486	1980	1328	929	2122	2136	935	1693	1623	772	2385	2406	2159	1372	651	674									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																												
13	Бабурин Сергей Николаевич	387	1	3	12	0	7	6	5	4	9	13	29	1	9	4	5	9	41	6	8	9	18	1	1	2	6	12	3	3	3	4	8	13	7	4	3	2	15	27	11	2	12	7	4	23	0	9	3	1	2									
		0.46%	0.18%	0.15%	0.65%	0.00%	0.40%	0.29%	0.23%	0.18%	0.48%	0.69%	1.33%	0.06%	0.43%	0.18%	0.34%	0.54%	1.74%	0.36%	0.54%	0.60%	0.87%	0.05%	0.09%	0.12%	0.29%	0.55%	0.21%	0.16%	0.14%	0.21%	0.42%	0.79%	0.44%	0.26%	0.15%	0.15%	1.60%	1.27%	0.51%	0.21%	0.70%	0.43%	0.51%	0.96%	0.00%	0.41%	0.22%	0.15%	0.29%									
14	Грудинин Павел Николаевич	6233	27	121	95	78	247	110	106	119	227	310	303	88	101	134	87	81	148	258	108	167	103	107	54	98	153	112	250	110	160	97	249	82	80	91	202	66	56	104	107	55	85	242	178	57	133	124	96	35	32									
