Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																	
Дата голосования: 07.12.2003 0:00:00																	
																	
Наименование Избирательной комиссии:    Муравленковская городская																	
																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																	
																	
		Сумма	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37					
1	"Число избирателей, внесенных в списки"	24194	2300	2306	2300	2314	2350	2135	2522	2692	2569	2706					
2	"Число бюллетеней, полученных участковыми комиссиями"	22000	2100	2100	2100	2100	2100	2000	2300	2400	2300	2500					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	13067	1092	1137	1239	1325	1227	1195	1423	1414	1486	1529					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	107	3	10	10	19	7	12	7	18	15	6					
6	Число погашенных бюллетеней	8826	1005	953	851	756	866	793	870	968	799	965					
7	Число бюллетеней в переносных ящиках для голосования	107	3	10	10	19	7	12	7	18	15	6					
8	Число бюллетеней в стационарных ящиках для голосования	13062	1090	1137	1238	1325	1226	1194	1423	1414	1486	1529					
9	Число недействительных бюллетеней	109	11	15	8	13	14	14	12	8	3	11					
10	Число действительных бюллетеней	13060	1082	1132	1240	1331	1219	1192	1418	1424	1498	1524					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	150	15	15	15	15	15	15	15	15	15	15					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	39	1	1	5	7	5	1	6	3	8	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	49	5	1	4	3	5	4	2	5	12	8					
14	Число погашенных открепительных удостоверений	111	14	14	10	8	10	14	9	12	7	13					
15	Число открепительных удостоверений выданных ТИК	7	0	0	2	2	0	0	0	0	3	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0					
																	
18	"1. ""ЕДИНЕНИЕ"""	177	14	21	9	17	16	23	25	15	15	22					
		1.34%	1.28%	1.83%	0.72%	1.26%	1.29%	1.90%	1.74%	1.04%	0.99%	1.43%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	588	32	44	49	67	58	55	64	70	55	94					
		4.46%	2.92%	3.83%	3.92%	4.98%	4.70%	4.56%	4.47%	4.88%	3.66%	6.12%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	271	21	20	30	28	34	22	22	25	28	41					
		2.05%	1.92%	1.74%	2.40%	2.08%	2.75%	1.82%	1.53%	1.74%	1.86%	2.67%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	745	43	48	84	87	58	61	80	94	97	93					
		5.65%	3.93%	4.18%	6.73%	6.47%	4.70%	5.05%	5.59%	6.56%	6.46%	6.05%					
22	"5. ""За Русь Святую"""	56	3	9	3	9	6	4	7	8	4	3					
		0.42%	0.27%	0.78%	0.24%	0.66%	0.48%	0.33%	0.48%	0.55%	0.26%	0.19%					
23	"6. ""Объединенная Российская партия ""Русь"""	21	1	3	3	2	2	0	2	4	0	4					
		0.15%	0.09%	0.26%	0.24%	0.14%	0.16%	0.0%	0.13%	0.27%	0.0%	0.26%					
24	"7. ""Новый курс - Автомобильная Россия"""	91	9	2	6	8	5	13	8	11	22	7					
		0.69%	0.82%	0.17%	0.48%	0.59%	0.40%	1.07%	0.55%	0.76%	1.46%	0.45%					
25	"8. ""Народно-республиканская партия России"""	16	1	0	1	0	3	1	5	1	2	2					
		0.12%	0.09%	0.0%	0.08%	0.0%	0.24%	0.08%	0.34%	0.06%	0.13%	0.13%					
26	"9. ""Российская экологическая партия ""Зеленые"""	47	5	1	10	6	4	2	0	5	0	14					
		0.35%	0.45%	0.08%	0.80%	0.44%	0.32%	0.16%	0.0%	0.34%	0.0%	0.91%					
27	"10. ""Аграрная партия России"""	197	7	14	7	24	16	22	24	27	34	22					
		1.49%	0.64%	1.22%	0.56%	1.78%	1.29%	1.82%	1.67%	1.88%	2.26%	1.43%					
28	"11. ""Истинные патриоты России"""	27	1	4	2	4	7	0	3	4	1	1					
		0.20%	0.09%	0.34%	0.16%	0.29%	0.56%	0.0%	0.20%	0.27%	0.06%	0.06%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	78	7	8	10	7	13	10	8	5	5	5					
		0.59%	0.64%	0.69%	0.80%	0.52%	1.05%	0.82%	0.55%	0.34%	0.33%	0.32%					
30	"13. ""Демократическая партия России"""	25	1	2	1	1	5	0	2	7	1	5					
		0.18%	0.09%	0.17%	0.08%	0.07%	0.40%	0.0%	0.13%	0.48%	0.06%	0.32%					
31	"14. ""Великая Россия - Евразийский Союз"""	29	2	4	5	5	1	2	1	5	1	3					
		0.22%	0.18%	0.34%	0.40%	0.37%	0.08%	0.16%	0.06%	0.34%	0.06%	0.19%					
32	"15. ""Партия СЛОН"""	21	3	1	2	2	1	3	3	4	1	1					
		0.15%	0.27%	0.08%	0.16%	0.14%	0.08%	0.24%	0.20%	0.27%	0.06%	0.06%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1376	82	85	111	161	118	144	148	160	178	189					
		10.44%	7.50%	7.41%	8.89%	11.97%	9.57%	11.94%	10.34%	11.17%	11.85%	12.31%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	31	7	3	0	1	1	4	7	3	2	3					
		0.23%	0.64%	0.26%	0.0%	0.07%	0.08%	0.33%	0.48%	0.20%	0.13%	0.19%					
35	"18. ""ЛДПР"""	2046	217	191	208	190	182	175	213	226	210	234					
		15.53%	19.85%	16.65%	16.66%	14.13%	14.76%	14.51%	14.89%	15.78%	13.99%	15.24%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	114	2	12	21	6	7	7	19	14	7	19					
		0.86%	0.18%	1.04%	1.68%	0.44%	0.56%	0.58%	1.32%	0.97%	0.46%	1.23%					
37	"20. ""Политическая партия ""Единая Россия"""	4824	421	459	478	486	446	450	529	496	549	510					
		36.63%	38.51%	40.01%	38.30%	36.16%	36.17%	37.31%	36.99%	34.63%	36.57%	33.22%					
38	"21. ""Российская Конституционно-демократическая партия"""	18	1	2	4	7	0	0	1	2	0	1					
		0.13%	0.09%	0.17%	0.32%	0.52%	0.0%	0.0%	0.06%	0.13%	0.0%	0.06%					
39	"22. ""Развитие предпринимательства"""	38	4	1	6	3	3	4	3	4	6	4					
		0.28%	0.36%	0.08%	0.48%	0.22%	0.24%	0.33%	0.20%	0.27%	0.39%	0.26%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1334	126	118	117	121	153	116	137	123	174	149					
		10.12%	11.52%	10.28%	9.37%	9.00%	12.40%	9.61%	9.58%	8.58%	11.59%	9.70%					
																	
41	Против всех	890	72	80	73	89	80	74	107	111	106	98					
		6.75%	6.58%	6.97%	5.84%	6.62%	6.48%	6.13%	7.48%	7.75%	7.06%	6.38%					
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
