Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																
Дата голосования: 07.12.2003 0:00:00																																																
																																																
Наименование Избирательной комиссии:    Черемховская																																																
																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																
																																																
		Сумма	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1577					
1	"Число избирателей, внесенных в списки"	23624	1148	157	468	383	632	267	366	168	1066	2873	1994	1408	280	812	388	126	572	240	193	209	164	152	796	266	341	220	1092	213	1720	329	592	144	747	206	781	679	102	112	614	311	293					
2	"Число бюллетеней, полученных участковыми комиссиями"	23653	1174	163	463	378	641	264	371	200	1122	2797	1945	1365	272	820	389	127	580	243	195	209	166	154	804	270	365	225	1097	210	1700	326	606	148	745	204	787	680	107	115	623	307	296					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11251	474	105	211	265	224	130	207	109	503	1236	754	540	150	538	217	87	277	137	134	105	123	116	345	123	162	142	436	131	692	162	295	108	435	165	345	265	68	49	320	225	141					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	459	29	0	22	8	23	0	17	0	35	21	19	35	0	0	0	0	18	0	0	0	0	0	19	25	14	11	16	8	0	0	15	0	9	0	28	26	0	12	0	36	13					
6	Число погашенных бюллетеней	11943	671	58	230	105	394	134	147	91	584	1540	1172	790	122	282	172	40	285	106	61	104	43	38	440	122	189	72	645	71	1008	164	296	40	301	39	414	389	39	54	303	46	142					
7	Число бюллетеней в переносных ящиках для голосования	459	29	0	22	8	23	0	17	0	35	21	19	35	0	0	0	0	18	0	0	0	0	0	19	25	14	11	16	8	0	0	15	0	9	0	28	26	0	12	0	36	13					
8	Число бюллетеней в стационарных ящиках для голосования	11189	474	105	211	265	224	130	207	109	503	1209	754	505	150	538	217	87	277	137	134	105	123	116	345	123	162	142	436	131	692	162	295	108	435	165	345	265	68	49	320	225	141					
9	Число недействительных бюллетеней	123	9	1	1	5	3	0	5	0	2	0	10	0	0	9	0	5	7	0	0	7	0	0	7	1	3	0	6	0	4	5	8	2	0	1	1	15	1	0	1	2	2					
10	Число действительных бюллетеней	11525	494	104	232	268	244	130	219	109	536	1230	763	540	150	529	217	82	288	137	134	98	123	116	357	147	173	153	446	139	688	157	302	106	444	164	372	276	67	61	319	259	152					
