Выборы Президента Российской Федерации																																		
Дата голосования: 18.03.2018																																		
																																		
Наименование Избирательной комиссии:    Можгинская городская																																		
																																		
Сводная таблица итогов голосования																																		
																																		
	Число участковых избирательных комиссий	23																																
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	23																																
																																		
		Сумма	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823									
1	"Число избирателей, включенных в список избирателей"	35562	1586	1242	2521	1617	1328	1113	2337	1151	1679	1343	1594	1591	1404	1277	1129	1250	1394	2518	1102	2510	2253	1450	173									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	35300	1600	1200	2600	1600	1300	1100	2300	1100	1700	1300	1600	1500	1400	1300	1100	1200	1400	2500	1100	2500	2300	1400	200									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	20925	961	658	1328	974	809	604	1452	632	877	782	975	914	842	773	664	764	841	1512	627	1672	1423	841	0									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1002	31	26	65	61	41	47	45	34	41	32	24	28	34	33	32	21	21	65	28	29	50	49	165									
6	Число погашенных избирательных бюллетеней	13373	608	516	1207	565	450	449	803	434	782	486	601	558	524	494	404	415	538	923	445	799	827	510	35									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1003	31	27	65	61	41	47	45	34	41	32	24	28	34	33	32	21	21	65	28	29	50	49	165									
8	Число бюллетеней в стационарных ящиках для голосования	20924	961	657	1328	974	809	604	1452	632	877	782	975	914	842	773	664	764	841	1512	627	1672	1423	841	0									
9	Число недействительных избирательных бюллетеней	318	13	19	16	10	10	7	19	13	16	7	12	17	12	13	11	12	5	26	10	28	27	11	4									
