Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																										
Дата голосования: 04.12.2011																																										
																																										
Наименование Избирательной комиссии:    Костромская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210					
1	"Число избирателей, внесенных в список избирателей"	34127	480	1209	621	427	1765	1413	622	1616	2142	2313	546	173	469	218	748	2097	584	587	1700	1691	1156	612	1233	220	1079	360	894	284	361	1185	688	655	1934	545	1500					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	33851	475	1225	620	435	1730	1420	630	1600	2110	2120	551	210	470	253	740	2050	590	580	1630	1690	1160	610	1240	266	1095	362	910	291	383	1185	695	655	1835	535	1500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	17554	230	644	360	247	679	687	250	916	1316	1483	285	92	209	104	373	1138	165	305	840	894	534	242	678	115	604	245	445	104	205	720	259	336	869	294	687					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1807	28	148	45	26	112	71	54	33	31	23	39	9	16	50	70	87	59	44	80	17	30	46	38	20	45	23	24	91	25	47	87	46	187	14	42					
6	Число погашенных избирательных бюллетеней	14490	217	433	215	162	939	662	326	651	763	614	227	109	245	99	297	825	366	231	710	779	596	322	524	131	446	94	441	96	153	418	349	273	779	227	771					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1807	28	148	45	26	112	71	54	33	31	23	39	9	16	50	70	87	59	44	80	17	30	46	38	20	45	23	24	91	25	47	87	46	187	14	42					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17549	230	644	360	247	679	687	250	916	1316	1483	285	92	209	104	373	1138	165	305	840	892	534	242	678	115	604	245	445	104	205	720	258	334	869	294	687					
9	Число недействительных избирательных бюллетеней	209	2	8	5	4	6	5	7	12	20	15	2	0	1	2	4	10	2	7	14	10	7	3	8	0	4	0	5	0	1	6	3	3	18	4	11					
10	Число действительных избирательных бюллетеней	19147	256	784	400	269	785	753	297	937	1327	1491	322	101	224	152	439	1215	222	342	906	899	557	285	708	135	645	268	464	195	229	761	342	377	1038	304	718					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	693	5	21	10	7	11	18	7	17	28	243	12	3	8	6	10	25	16	10	25	25	20	10	20	3	17	5	10	5	5	15	10	10	25	11	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	533	3	21	2	7	11	18	7	7	27	229	11	1	8	6	6	25	15	1	14	12	6	2	14	1	14	5	10	4	2	4	5	4	17	0	14					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	400	6	7	3	1	11	5	1	14	9	32	5	5	10	32	8	8	5	8	13	9	4	1	12	0	2	25	1	2	60	4	8	9	69	4	7					
14	Число погашенных неиспользованных открепительных удостоверений	160	2	0	8	0	0	0	0	10	1	14	1	2	0	0	4	0	1	9	11	13	14	8	6	2	3	0	0	1	3	11	5	6	8	11	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
