Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																									
Дата голосования: 04.12.2011																									
																									
Наименование Избирательной комиссии:    Гаврилово-Посадская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425					
1	"Число избирателей, внесенных в список избирателей"	14350	1742	2471	2047	849	2773	356	338	498	276	332	348	751	176	223	192	368	322	288					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13087	1571	2214	1862	770	2550	330	311	450	250	300	312	693	162	200	222	340	300	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6576	802	1054	807	385	1199	160	116	288	176	248	185	345	103	130	84	150	188	156					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1177	55	143	134	50	100	44	89	49	25	25	33	128	19	46	74	59	84	20					
6	Число погашенных избирательных бюллетеней	5334	714	1017	921	335	1251	126	106	113	49	27	94	220	40	24	64	131	28	74					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1177	55	143	134	50	100	44	89	49	25	25	33	128	19	46	74	59	84	20					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6575	802	1053	807	385	1199	160	116	288	176	248	185	345	103	130	84	150	188	156					
9	Число недействительных избирательных бюллетеней	164	13	16	16	10	42	3	3	5	0	11	4	11	1	7	4	8	5	5					
10	Число действительных избирательных бюллетеней	7588	844	1180	925	425	1257	201	202	332	201	262	214	462	121	169	154	201	267	171					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	267	20	30	30	10	60	10	10	10	6	6	6	20	6	5	13	10	10	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	259	20	30	30	10	56	10	10	10	6	6	2	20	6	5	13	10	10	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	125	18	31	7	4	12	8	5	3	4	4	3	5	5	3	3	5	1	4					
14	Число погашенных неиспользованных открепительных удостоверений	8	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1531	170	203	189	108	332	25	32	47	20	36	46	104	22	29	48	35	32	53					
		19.75%	19.84%	16.97%	20.09%	24.83%	25.56%	12.25%	15.61%	13.95%	9.95%	13.19%	21.10%	21.99%	18.03%	16.48%	30.38%	16.75%	11.76%	30.11%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1124	146	202	142	66	214	34	28	40	13	17	26	55	15	23	21	33	28	21					
		14.50%	17.04%	16.89%	15.09%	15.17%	16.47%	16.67%	13.66%	11.87%	6.47%	6.23%	11.93%	11.63%	12.30%	13.07%	13.29%	15.79%	10.29%	11.93%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	78	8	13	17	4	11	0	2	1	1	3	1	5	1	2	0	2	4	3					
		1.01%	0.93%	1.09%	1.81%	0.92%	0.85%	0.00%	0.98%	0.30%	0.50%	1.10%	0.46%	1.06%	0.82%	1.14%	0.00%	0.96%	1.47%	1.70%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1453	209	237	187	78	332	32	55	51	19	62	32	27	13	33	26	18	24	18					
		18.74%	24.39%	19.82%	19.87%	17.93%	25.56%	15.69%	26.83%	15.13%	9.45%	22.71%	14.68%	5.71%	10.66%	18.75%	16.46%	8.61%	8.82%	10.23%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	153	12	35	19	13	34	7	2	1	3	3	2	6	1	0	6	0	3	6					
		1.97%	1.40%	2.93%	2.02%	2.99%	2.62%	3.43%	0.98%	0.30%	1.49%	1.10%	0.92%	1.27%	0.82%	0.00%	3.80%	0.00%	1.10%	3.41%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3217	297	485	361	155	328	101	83	192	145	140	107	264	69	82	53	113	175	67					
		41.50%	34.66%	40.55%	38.36%	35.63%	25.25%	49.51%	40.49%	56.97%	72.14%	51.28%	49.08%	55.81%	56.56%	46.59%	33.54%	54.07%	64.34%	38.07%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	32	2	5	10	1	6	2	0	0	0	1	0	1	0	0	0	0	1	3					
		0.41%	0.23%	0.42%	1.06%	0.23%	0.46%	0.98%	0.00%	0.00%	0.00%	0.37%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.37%	1.70%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
