Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																														
Дата голосования: 07.12.2003 0:00:00																																														
																																														
Наименование Избирательной комиссии:    Грозненская																																														
																																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																														
																																														
		Сумма	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96					
1	"Число избирателей, внесенных в списки"	65762	2101	2221	1593	2464	730	1294	812	1064	1005	1870	786	1934	1814	2181	2051	2172	1275	2950	950	2650	2020	1339	746	912	835	2154	2076	2719	387	2900	2520	1065	1581	1769	1760	2162	2432	1693	775					
2	"Число бюллетеней, полученных участковыми комиссиями"	58410	1871	2025	1405	2187	634	1141	697	938	886	1649	710	1702	1600	1910	1871	1980	1124	2602	835	2337	1768	1163	658	804	736	1900	1831	2399	341	2558	2223	913	1442	1540	1552	1907	2218	1675	678					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	51019	1795	1954	1405	2033	634	971	660	900	886	1473	705	1035	881	1341	1871	1980	923	2500	835	1603	1634	754	642	457	417	1078	1676	1989	325	2349	2108	902	1442	1387	1411	1642	2210	1545	666					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	326	72	64	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	16	0	0	11	0	0	0	0	0	19	0					
6	Число погашенных бюллетеней	7065	4	7	0	154	0	170	37	38	0	149	5	667	719	569	0	0	201	102	0	734	134	409	16	347	202	822	155	410	0	209	115	0	0	153	141	265	8	111	12					
7	Число бюллетеней в переносных ящиках для голосования	326	72	64	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	16	0	0	11	0	0	0	0	0	19	0					
8	Число бюллетеней в стационарных ящиках для голосования	51019	1795	1954	1405	2033	634	971	660	900	886	1473	705	1035	881	1341	1871	1980	923	2500	835	1603	1634	754	642	457	417	1078	1676	1989	325	2349	2108	902	1442	1387	1411	1642	2210	1545	666					
9	Число недействительных бюллетеней	405	3	14	3	2	0	0	0	3	2	11	25	11	10	17	3	0	60	0	6	14	16	2	0	15	7	6	0	10	0	8	28	21	0	52	8	34	12	2	0					
10	Число действительных бюллетеней	50940	1864	2004	1402	2031	634	971	660	897	884	1489	680	1024	871	1324	1868	1980	863	2500	829	1589	1618	752	642	442	527	1072	1676	1979	341	2341	2080	892	1442	1335	1403	1608	2198	1562	666					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	200	5	5	5	5	5	5	5	5	5	5	5	6	6	6	5	5	5	5	5	5	5	5	5	5	5	5	6	6	3	6	6	5	5	5	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	190	1	5	5	5	5	5	5	5	5	5	5	6	6	6	5	5	5	5	5	5	5	5	5	5	5	5	6	6	3	4	3	5	5	5	5	5	5	5	4					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
18	"1. ""ЕДИНЕНИЕ"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
