Выборы Президента Российской Федерации																					
																					
Наименование Избирательной комиссии:    Сусанинская																					
																					
Итоги голосования 																					
																					
		Сумма	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614					
1	"Число избирателей, внесенных в список"	7138	519	263	185	234	221	120	347	392	269	427	1707	1744	440	270					
2	Число полученных избирательных бюллетеней	7045	515	269	183	231	221	118	352	397	265	426	1665	1702	431	270					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	3829	274	132	109	142	144	83	169	230	168	264	735	1012	218	149					
5	"Число избирательных бюллетеней, выданных вне помещения"	654	84	43	28	31	26	6	85	26	51	35	95	34	68	42					
6	Число погашенных избирательных бюллетеней	2562	157	94	46	58	51	29	98	141	46	127	835	656	145	79					
7	Число избирательных бюллетеней в переносных ящиках	654	84	43	28	31	26	6	85	26	51	35	95	34	68	42					
8	Число бюллетеней в стационарных ящиках для голосования	3829	274	132	109	142	144	83	169	230	168	264	735	1012	218	149					
9	Число недействительных избирательных бюллетеней	42	0	1	1	1	2	1	2	1	3	3	14	6	4	3					
10	Число действительных избирательных бюллетеней	4441	358	174	136	172	168	88	252	255	216	296	816	1040	282	188					
11	Число полученных открепительных  удостоверений	102	9	6	4	6	6	3	7	8	6	8	12	14	8	5					
12	Число выданных открепительных удостоверений	36	5	4	0	2	0	0	0	7	0	5	0	5	3	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	18	2	0	0	1	0	0	0	3	2	0	0	6	1	3					
14	Число неиспользованных открепительных удостоверений	66	4	2	4	4	6	3	7	1	6	3	12	9	5	0					
15	"Число открепительных удостоверений, выданных в ТИК"	3	0	0	0	0	0	0	0	0	0	0	0	2	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																					
18	. Глазьев Сергей Юрьевич	107	7	2	1	2	1	2	3	11	3	13	19	39	4	0					
		2.39%	1.96%	1.14%	0.73%	1.16%	0.59%	2.25%	1.18%	4.30%	1.37%	4.35%	2.29%	3.73%	1.40%	0.00%					
19	. Малышкин Олег Александрович	83	3	4	6	7	3	1	5	7	3	4	12	16	7	5					
		1.85%	0.84%	2.29%	4.38%	4.05%	1.76%	1.12%	1.97%	2.73%	1.37%	1.34%	1.45%	1.53%	2.45%	2.62%					
20	. Миронов Сергей Михайлович	44	2	1	2	6	1	0	2	6	1	4	6	9	2	2					
		0.98%	0.56%	0.57%	1.46%	3.47%	0.59%	0.00%	0.79%	2.34%	0.46%	1.34%	0.72%	0.86%	0.70%	1.05%					
21	. Путин Владимир Владимирович	3109	285	121	111	114	123	63	176	205	164	206	531	654	208	148					
		69.35%	79.61%	69.14%	81.02%	65.90%	72.35%	70.79%	69.29%	80.08%	74.89%	68.90%	63.98%	62.52%	72.73%	77.49%					
22	. Хакамада Ирина Муцуовна	84	8	1	0	6	1	1	4	3	6	5	15	28	5	1					
		1.87%	2.23%	0.57%	0.00%	3.47%	0.59%	1.12%	1.57%	1.17%	2.74%	1.67%	1.81%	2.68%	1.75%	0.52%					
23	. Харитонов Николай Михайлович	922	52	43	13	36	36	15	52	20	35	56	219	267	52	26					
		20.57%	14.53%	24.57%	9.49%	20.81%	21.18%	16.85%	20.47%	7.81%	15.98%	18.73%	26.39%	25.53%	18.18%	13.61%					
																					
24	Против всех	92	1	2	3	1	3	6	10	3	4	8	14	27	4	6					
		2.05%	0.28%	1.14%	2.19%	0.58%	1.76%	6.74%	3.94%	1.17%	1.83%	2.68%	1.69%	2.58%	1.40%	3.14%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
