Выборы Президента Российской Федерации																																							
																																							
Наименование Избирательной комиссии:    Пронская																																							
																																							
Итоги голосования 																																							
																																							
		Сумма	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388					
1	"Число избирателей, внесенных в список"	27853	421	341	713	190	307	130	306	416	807	195	201	700	157	443	559	527	350	147	134	719	1115	1175	483	1881	1674	1829	1952	1913	2028	2050	1950	2040					
2	Число полученных избирательных бюллетеней	27769	418	345	724	195	306	129	313	418	806	198	209	719	158	450	563	515	352	145	133	721	1100	1171	471	1858	1654	1816	1966	1880	1999	2044	1952	2041					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	17069	257	173	369	64	177	64	177	228	451	139	137	348	86	261	319	295	181	88	79	416	662	735	283	1082	968	1157	1314	1283	1478	1271	1185	1342					
5	"Число избирательных бюллетеней, выданных вне помещения"	953	25	31	45	37	44	31	32	81	55	20	4	29	8	9	28	46	35	6	17	64	74	38	44	10	12	29	30	25	15	9	6	14					
6	Число погашенных избирательных бюллетеней	9747	136	141	310	94	85	34	104	109	300	39	68	342	64	180	216	174	136	51	37	241	364	398	144	766	674	630	622	572	506	764	761	685					
7	Число избирательных бюллетеней в переносных ящиках	953	25	31	45	37	44	31	32	81	55	20	4	29	8	9	28	46	35	6	17	64	74	38	44	10	12	29	30	25	15	9	6	14					
8	Число бюллетеней в стационарных ящиках для голосования	17064	257	173	368	64	177	64	177	228	451	139	137	348	86	261	319	295	181	88	79	416	662	735	283	1082	966	1157	1314	1282	1478	1271	1184	1342					
9	Число недействительных избирательных бюллетеней	197	5	2	6	2	5	2	0	4	9	8	3	6	2	9	3	4	1	1	5	7	9	9	6	14	9	11	11	7	7	13	11	6					
10	Число действительных избирательных бюллетеней	17820	277	202	407	99	216	93	209	305	497	151	138	371	92	261	344	337	215	93	91	473	727	764	321	1078	969	1175	1333	1300	1486	1267	1179	1350					
11	Число полученных открепительных  удостоверений	480	10	5	10	5	5	5	5	5	10	5	5	10	5	10	10	5	5	5	5	10	15	15	10	30	35	30	35	35	35	35	35	35					
12	Число выданных открепительных удостоверений	128	0	0	0	0	0	0	0	2	5	0	2	3	0	4	2	3	0	0	0	4	7	10	2	8	11	6	14	12	9	9	4	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	102	0	0	1	1	5	6	0	1	11	0	0	1	1	3	2	10	0	3	3	7	0	2	6	2	2	5	5	4	5	4	4	8					
14	Число неиспользованных открепительных удостоверений	352	10	5	10	5	5	5	5	3	5	5	3	7	5	6	8	2	5	5	5	6	8	5	8	22	24	24	21	23	26	26	31	24					
15	"Число открепительных удостоверений, выданных в ТИК"	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	0	1	0	1	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																							
18	. Глазьев Сергей Юрьевич	746	4	0	9	0	9	5	5	5	8	1	1	8	2	6	1	7	12	3	1	9	20	40	6	49	47	57	74	69	84	72	51	81					
		4.14%	1.42%	0.00%	2.18%	0.00%	4.07%	5.26%	2.39%	1.62%	1.58%	0.63%	0.71%	2.12%	2.13%	2.22%	0.29%	2.05%	5.56%	3.19%	1.04%	1.88%	2.72%	5.17%	1.83%	4.49%	4.81%	4.81%	5.51%	5.28%	5.63%	5.62%	4.29%	5.97%					
19	. Малышкин Олег Александрович	467	3	3	9	2	0	1	8	5	6	3	10	7	5	11	7	8	2	3	5	13	14	21	12	26	39	34	34	39	28	40	33	36					
		2.59%	1.06%	1.47%	2.18%	1.98%	0.00%	1.05%	3.83%	1.62%	1.19%	1.89%	7.09%	1.86%	5.32%	4.07%	2.02%	2.35%	0.93%	3.19%	5.21%	2.71%	1.90%	2.72%	3.67%	2.38%	3.99%	2.87%	2.53%	2.98%	1.88%	3.12%	2.77%	2.65%					
20	. Миронов Сергей Михайлович	89	1	0	2	2	1	0	1	0	1	0	0	2	0	2	2	2	1	0	1	6	1	4	1	7	4	5	8	6	8	7	7	7					
		0.49%	0.35%	0.00%	0.48%	1.98%	0.45%	0.00%	0.48%	0.00%	0.20%	0.00%	0.00%	0.53%	0.00%	0.74%	0.58%	0.59%	0.46%	0.00%	1.04%	1.25%	0.14%	0.52%	0.31%	0.64%	0.41%	0.42%	0.60%	0.46%	0.54%	0.55%	0.59%	0.52%					
21	. Путин Владимир Владимирович	13414	236	176	337	67	162	79	176	257	424	122	104	276	68	205	289	274	154	53	79	358	570	560	253	832	702	827	982	923	1109	915	850	995					
		74.45%	83.69%	86.27%	81.60%	66.34%	73.30%	83.16%	84.21%	83.17%	83.79%	76.73%	73.76%	73.21%	72.34%	75.93%	83.29%	80.35%	71.30%	56.38%	82.29%	74.58%	77.45%	72.45%	77.37%	76.19%	71.78%	69.73%	73.07%	70.62%	74.28%	71.48%	71.43%	73.38%					
22	. Хакамада Ирина Муцуовна	360	3	2	7	2	1	0	3	1	2	1	3	12	1	4	3	2	6	1	0	9	16	13	3	21	21	15	34	25	46	34	33	36					
		2.00%	1.06%	0.98%	1.69%	1.98%	0.45%	0.00%	1.44%	0.32%	0.40%	0.63%	2.13%	3.18%	1.06%	1.48%	0.86%	0.59%	2.78%	1.06%	0.00%	1.88%	2.17%	1.68%	0.92%	1.92%	2.15%	1.26%	2.53%	1.91%	3.08%	2.66%	2.77%	2.65%					
23	. Харитонов Николай Михайлович	2212	24	20	41	23	38	5	16	31	42	24	17	61	16	30	36	39	37	33	5	63	95	112	41	99	119	193	159	191	167	145	146	144					
		12.28%	8.51%	9.80%	9.93%	22.77%	17.19%	5.26%	7.66%	10.03%	8.30%	15.09%	12.06%	16.18%	17.02%	11.11%	10.37%	11.44%	17.13%	35.11%	5.21%	13.12%	12.91%	14.49%	12.54%	9.07%	12.17%	16.27%	11.83%	14.61%	11.19%	11.33%	12.27%	10.62%					
																																							
24	Против всех	532	6	1	2	3	5	3	0	6	14	0	3	5	0	3	6	5	3	0	0	15	11	14	5	44	37	44	42	47	44	54	59	51					
		2.95%	2.13%	0.49%	0.48%	2.97%	2.26%	3.16%	0.00%	1.94%	2.77%	0.00%	2.13%	1.33%	0.00%	1.11%	1.73%	1.47%	1.39%	0.00%	0.00%	3.12%	1.49%	1.81%	1.53%	4.03%	3.78%	3.71%	3.12%	3.60%	2.95%	4.22%	4.96%	3.76%					
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
