Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																					
Дата голосования: 04.12.2011																																																					
																																																					
"Наименование Избирательной комиссии:    Иркутск, Правобережная"																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751					
1	"Число избирателей, внесенных в список избирателей"	83096	1789	1160	1898	1915	2039	1641	982	1426	1831	1389	2311	1910	2064	992	1314	2541	1455	2763	2115	2576	1816	1679	1999	1704	1503	2265	2712	1294	1717	833	1455	892	1978	1410	1447	2335	1970	2233	2369	445	1895	1859	2344	2488	3357	986					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	76232	1670	1000	1700	1700	1970	1610	800	1000	1600	1200	2190	1700	2060	800	1200	2520	1300	2730	2070	2400	1700	1500	1990	1500	1000	2000	2690	1100	1500	700	1300	700	1800	1200	1300	2280	1600	2100	2100	400	1860	1700	2320	2480	3142	1050					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	33758	884	499	940	909	1078	737	245	864	781	756	822	803	990	370	635	1086	627	1154	735	831	583	448	693	615	696	745	953	370	494	252	487	224	656	429	449	615	570	626	765	171	845	793	1201	1239	2133	960					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1847	71	76	42	76	61	36	125	69	10	12	162	24	27	15	20	21	45	22	72	38	16	24	29	16	19	47	30	9	21	17	14	7	9	79	10	19	168	88	14	19	8	14	5	9	132	0					
6	Число погашенных избирательных бюллетеней	40627	715	425	718	715	831	837	430	67	809	432	1206	873	1043	415	545	1413	628	1554	1263	1531	1101	1028	1268	869	285	1208	1707	721	985	431	799	469	1135	692	841	1646	862	1386	1321	210	1007	893	1114	1232	877	90					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1846	71	76	42	76	61	36	124	69	10	12	162	24	27	15	20	21	45	22	72	38	16	24	29	16	19	47	30	9	21	17	14	7	9	79	10	19	168	88	14	19	8	14	5	9	132	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	33739	883	499	940	907	1078	737	245	864	781	756	822	803	990	370	635	1086	627	1154	735	831	583	448	693	615	696	743	953	370	494	252	487	224	656	429	449	615	570	626	765	171	845	779	1201	1239	2133	960					
9	Число недействительных избирательных бюллетеней	422	6	6	10	16	12	11	5	11	16	7	9	7	11	6	5	17	5	14	6	8	7	7	3	5	18	11	11	1	5	2	6	1	6	8	7	7	7	9	8	4	8	8	15	11	23	36					
10	Число действительных избирательных бюллетеней	35163	948	569	972	967	1127	762	364	922	775	761	975	820	1006	379	650	1090	667	1162	801	861	592	465	719	626	697	779	972	378	510	267	495	230	659	500	452	627	731	705	771	186	845	785	1191	1237	2242	924					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	4100	80	50	90	80	80	80	50	50	80	50	100	100	100	50	50	100	100	100	100	100	80	80	100	100	150	100	100	80	80	50	80	50	100	100	80	100	80	100	100	50	100	100	150	150	250	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1140	20	14	19	53	18	12	8	11	22	17	24	30	35	7	16	27	16	50	25	19	17	16	29	23	64	26	21	13	21	7	19	11	18	11	12	22	12	19	34	6	16	14	42	52	172	0					
