Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																									
Дата голосования: 02.12.2007																																									
																																									
Наименование Избирательной комиссии:    Бабаевская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34					
1	"Число избирателей, внесенных в списки избирателей"	19569	1193	1198	1131	1147	1106	1138	1040	1219	1229	222	1811	157	204	333	131	267	172	284	226	436	425	122	557	345	104	71	663	425	221	478	239	575	515	185					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	18146	1000	1000	1000	1000	1000	1000	1000	1000	1000	210	1600	178	210	350	148	270	170	300	220	450	450	136	600	350	117	77	650	450	210	500	200	600	500	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	10352	644	659	604	668	646	592	476	584	606	95	883	54	120	233	77	165	88	140	83	238	243	61	244	217	64	51	388	249	148	242	132	294	264	100					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2064	100	26	30	45	33	26	51	68	38	73	212	68	64	20	14	49	45	73	91	75	76	15	144	17	13	13	40	105	32	114	33	91	124	46					
6	Число погашенных избирательных бюллетеней	5730	256	315	366	287	321	382	473	348	356	42	505	56	26	97	57	56	37	87	46	137	131	60	212	116	40	13	222	96	30	144	35	215	112	54					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2064	100	26	30	45	33	26	51	68	38	73	212	68	64	20	14	49	45	73	91	75	76	15	144	17	13	13	40	105	32	114	33	91	124	46					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10352	644	659	604	668	646	592	476	584	606	95	883	54	120	233	77	165	88	140	83	238	243	61	244	217	64	51	388	249	148	242	132	294	264	100					
9	Число недействительных избирательных бюллетеней	75	2	2	3	5	4	3	2	2	5	3	8	2	2	4	0	2	0	1	0	5	0	0	2	4	2	0	5	1	1	1	1	0	2	1					
10	Число действительных избирательных бюллетеней	12341	742	683	631	708	675	615	525	650	639	165	1087	120	182	249	91	212	133	212	174	308	319	76	386	230	75	64	423	353	179	355	164	385	386	145					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	920	20	40	25	40	20	30	15	40	20	10	50	20	25	22	10	20	10	25	20	45	55	10	50	35	10	10	30	38	20	65	10	25	25	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	676	20	22	13	13	13	11	8	3	11	6	45	17	24	22	9	12	7	22	11	36	55	10	47	35	6	4	25	38	3	65	5	20	20	18					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	380	39	20	18	39	14	23	17	8	23	15	28	3	12	10	1	7	8	3	2	12	11	1	6	4	3	1	10	4	10	4	7	7	8	2					
14	Число погашенных неиспользованных открепительных удостоверений	244	0	18	12	27	7	19	7	37	9	4	5	3	1	0	1	8	3	3	9	9	0	0	3	0	4	6	5	0	17	0	5	5	5	12					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	62	1	3	1	2	2	2	2	2	2	0	0	1	1	0	2	0	1	0	0	3	2	0	4	2	1	0	2	9	0	4	0	0	0	13					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
18	1.Политическая партия «Аграрная партия России»	514	20	27	27	30	23	29	19	17	13	6	78	4	0	5	0	4	2	9	6	31	21	2	36	6	0	3	9	35	5	19	2	9	8	9					
		4.14%	2.69%	3.94%	4.26%	4.21%	3.39%	4.69%	3.61%	2.61%	2.02%	3.57%	7.12%	3.28%	0.00%	1.98%	0.00%	1.87%	1.50%	4.23%	3.45%	9.90%	6.58%	2.63%	9.28%	2.56%	0.00%	4.69%	2.10%	9.89%	2.78%	5.34%	1.21%	2.34%	2.06%	6.16%					
19	2.Всероссийская политическая партия «Гражданская Сила»	51	5	7	6	3	8	4	1	3	6	0	3	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1					
