Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																								
Дата голосования: 04.12.2011																																								
																																								
Наименование Избирательной комиссии:    Бабаевская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33					
1	"Число избирателей, внесенных в список избирателей"	18947	1183	1209	1109	1047	1045	1149	1092	1231	1280	195	1755	132	196	349	138	357	190	188	394	403	90	550	316	75	53	622	461	175	464	256	569	485	189					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17294	1000	1000	1000	1000	1000	1000	1000	1000	1000	200	1500	143	200	300	134	350	250	200	400	400	111	550	300	87	59	600	450	160	500	200	550	450	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9001	564	607	541	599	615	570	424	552	610	60	758	41	84	213	73	174	123	76	146	203	52	225	129	32	38	299	218	109	173	114	261	236	82					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1761	54	26	15	33	23	21	26	71	41	69	216	53	58	8	18	79	67	62	95	64	10	79	28	6	7	58	69	35	146	35	61	96	32					
6	Число погашенных избирательных бюллетеней	6532	382	367	444	368	362	409	550	377	349	71	526	49	58	79	43	97	60	62	159	133	49	246	143	49	14	243	163	16	181	51	228	118	86					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1761	54	26	15	33	23	21	26	71	41	69	216	53	58	8	18	79	67	62	95	64	10	79	28	6	7	58	69	35	146	35	61	96	32					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8995	564	607	540	599	615	570	424	552	605	60	758	41	84	213	73	174	123	76	146	203	52	225	129	32	38	299	218	109	173	114	261	236	82					
9	Число недействительных избирательных бюллетеней	201	13	9	14	18	15	6	12	14	10	1	17	3	2	6	2	0	2	2	1	4	1	8	3	0	2	9	7	3	4	0	8	5	0					
10	Число действительных избирательных бюллетеней	10555	605	624	541	614	623	585	438	609	636	128	957	91	140	215	89	253	188	136	240	263	61	296	154	38	43	348	280	141	315	149	314	327	114					
