Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																														
Дата голосования: 07.12.2003 0:00:00																														
																														
Наименование Избирательной комиссии:    Первомайская 																														
																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																														
																														
		Сумма	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524					
1	"Число избирателей, внесенных в списки"	10389	680	340	168	174	337	145	148	302	554	159	336	301	563	434	360	174	284	120	727	812	1653	802	816					
2	"Число бюллетеней, полученных участковыми комиссиями"	10272	680	330	167	179	330	150	147	300	560	161	343	300	560	440	350	167	280	118	730	790	1600	790	800					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5460	447	227	96	109	104	78	89	159	259	85	119	187	244	193	139	67	169	50	315	417	1050	478	379					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1619	47	42	31	48	132	42	22	65	113	29	127	79	101	132	95	50	38	33	219	58	42	30	44					
6	Число погашенных бюллетеней	3193	186	61	40	22	94	30	36	76	188	47	97	34	215	115	116	50	73	35	196	315	508	282	377					
7	Число бюллетеней в переносных ящиках для голосования	1618	47	42	31	48	132	42	22	65	113	29	127	79	100	132	95	50	38	33	219	58	42	30	44					
8	Число бюллетеней в стационарных ящиках для голосования	5456	447	227	96	109	104	78	89	159	259	85	119	187	244	193	138	67	169	50	315	416	1048	478	379					
9	Число недействительных бюллетеней	120	7	2	3	0	3	2	0	4	14	2	3	4	2	5	2	6	4	0	13	6	13	15	10					
10	Число действительных бюллетеней	6954	487	267	124	157	233	118	111	220	358	112	243	262	342	320	231	111	203	83	521	468	1077	493	413					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	298	20	9	5	5	10	5	5	10	15	5	10	10	15	12	10	5	8	5	20	22	46	23	23					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	38	2	3	0	0	0	2	0	0	7	3	0	1	1	1	1	0	0	0	0	2	14	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	26	2	0	0	0	0	0	0	0	4	0	0	0	2	0	3	0	0	1	0	1	7	3	3					
14	Число погашенных открепительных удостоверений	260	18	6	5	5	10	3	5	10	8	2	10	9	14	11	9	5	8	5	20	20	32	22	23					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
18	"1. ""ЕДИНЕНИЕ"""	102	5	5	1	2	5	0	6	3	9	0	3	5	7	5	3	3	3	0	5	5	16	9	2					
		1.44%	1.01%	1.85%	0.78%	1.27%	2.11%	0.0%	5.40%	1.33%	2.41%	0.0%	1.21%	1.87%	2.03%	1.53%	1.28%	2.56%	1.44%	0.0%	0.93%	1.05%	1.46%	1.77%	0.47%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	71	6	6	0	1	0	0	0	1	1	0	4	1	1	4	0	6	1	0	3	4	19	7	6					
		1.00%	1.21%	2.23%	0.0%	0.63%	0.0%	0.0%	0.0%	0.44%	0.26%	0.0%	1.62%	0.37%	0.29%	1.23%	0.0%	5.12%	0.48%	0.0%	0.56%	0.84%	1.74%	1.37%	1.41%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	158	11	4	0	1	3	2	3	20	11	0	5	1	10	6	2	5	5	9	14	7	16	10	13					
		2.23%	2.22%	1.48%	0.0%	0.63%	1.27%	1.66%	2.70%	8.92%	2.95%	0.0%	2.03%	0.37%	2.90%	1.84%	0.85%	4.27%	2.41%	10.84%	2.62%	1.47%	1.46%	1.96%	3.07%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	67	8	6	0	0	1	1	0	1	2	1	0	2	5	0	1	1	0	1	4	2	24	2	5					
		0.94%	1.61%	2.23%	0.0%	0.0%	0.42%	0.83%	0.0%	0.44%	0.53%	0.87%	0.0%	0.75%	1.45%	0.0%	0.42%	0.85%	0.0%	1.20%	0.74%	0.42%	2.20%	0.39%	1.18%					
22	"5. ""За Русь Святую"""	54	9	0	1	3	1	2	1	2	3	0	3	0	3	3	2	0	1	0	5	3	6	2	4					
		0.76%	1.82%	0.0%	0.78%	1.91%	0.42%	1.66%	0.90%	0.89%	0.80%	0.0%	1.21%	0.0%	0.87%	0.92%	0.85%	0.0%	0.48%	0.0%	0.93%	0.63%	0.55%	0.39%	0.94%					
23	"6. ""Объединенная Российская партия ""Русь"""	19	1	0	0	1	1	1	0	1	0	0	0	0	1	3	2	0	1	0	1	1	2	3	0					
		0.26%	0.20%	0.0%	0.0%	0.63%	0.42%	0.83%	0.0%	0.44%	0.0%	0.0%	0.0%	0.0%	0.29%	0.92%	0.85%	0.0%	0.48%	0.0%	0.18%	0.21%	0.18%	0.59%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	31	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	4	1	15	3	3					
		0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.40%	0.37%	0.29%	0.30%	0.0%	0.0%	0.0%	0.0%	0.74%	0.21%	1.37%	0.59%	0.70%					
25	"8. ""Народно-республиканская партия России"""	10	0	0	0	0	1	1	0	0	0	1	1	1	0	0	1	0	0	0	3	0	0	0	1					
		0.14%	0.0%	0.0%	0.0%	0.0%	0.42%	0.83%	0.0%	0.0%	0.0%	0.87%	0.40%	0.37%	0.0%	0.0%	0.42%	0.0%	0.0%	0.0%	0.56%	0.0%	0.0%	0.0%	0.23%					
26	"9. ""Российская экологическая партия ""Зеленые"""	8	0	0	1	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	1	2	0	0					
		0.11%	0.0%	0.0%	0.78%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.37%	0.0%	0.61%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.18%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	1156	54	20	53	52	77	42	31	86	63	43	39	97	57	52	8	6	37	2	152	33	83	51	18					
