Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																			
Дата голосования: 07.12.2003 0:00:00																																			
																																			
Наименование Избирательной комиссии:    Чебаркульская городская																																			
																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																			
																																			
		Сумма	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464					
1	"Число избирателей, внесенных в списки"	38268	518	386	355	222	459	2883	682	1735	1665	1126	1355	913	1524	1459	1406	1377	1372	1434	1266	1603	1441	1548	970	1347	2708	2974	2772	768					
2	"Число бюллетеней, полученных участковыми комиссиями"	33680	380	290	290	185	395	2300	595	1530	1490	985	1190	795	1380	1295	1240	1170	1230	1270	1140	1415	1320	1375	710	1150	2700	2520	2720	620					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	20032	298	209	209	116	146	1894	269	1004	760	540	656	349	804	801	735	695	674	762	675	820	794	727	398	586	1373	1940	1454	344					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	709	16	10	8	15	32	11	27	14	32	27	21	27	31	55	37	82	13	24	35	43	26	22	20	11	9	10	10	41					
6	Число погашенных бюллетеней	12939	66	71	73	54	217	395	299	512	698	418	513	419	545	439	468	393	543	484	430	552	500	626	292	553	1318	570	1256	235					
7	Число бюллетеней в переносных ящиках для голосования	709	16	10	8	15	32	11	27	14	32	27	21	27	31	55	37	82	13	24	35	43	26	22	20	11	9	10	10	41					
8	Число бюллетеней в стационарных ящиках для голосования	19966	298	209	209	116	146	1894	269	998	760	537	656	349	804	799	685	692	673	762	675	820	794	727	398	586	1372	1940	1454	344					
9	Число недействительных бюллетеней	340	2	10	4	3	1	18	1	10	11	28	14	9	8	14	13	15	13	17	19	12	19	11	13	18	20	24	6	7					
10	Число действительных бюллетеней	20335	312	209	213	128	177	1887	295	1002	781	536	663	367	827	840	709	759	673	769	691	851	801	738	405	579	1361	1926	1458	378					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	570	10	10	10	10	10	50	10	20	20	20	20	10	20	30	20	20	20	20	20	20	20	20	10	20	40	40	40	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	216	6	3	1	1	1	26	0	8	4	5	4	6	10	3	6	5	4	10	6	4	8	10	1	1	25	24	27	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	406	126	60	33	11	7	13	3	23	2	9	5	4	2	6	8	7	2	11	3	11	5	8	0	4	23	1	14	5					
14	Число погашенных открепительных удостоверений	354	4	7	9	9	9	24	10	12	16	15	16	4	10	27	14	15	16	10	14	16	12	10	9	19	15	16	13	3					
15	Число открепительных удостоверений выданных ТИК	35	0	0	0	0	2	0	1	0	1	0	5	2	2	2	0	1	1	0	0	0	1	7	4	2	2	0	2	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
18	"1. ""ЕДИНЕНИЕ"""	230	0	0	0	1	2	31	2	9	7	5	6	10	9	9	8	4	2	2	7	11	6	4	4	2	23	46	16	4					
		1.11%	0.0%	0.0%	0.0%	0.76%	1.12%	1.62%	0.67%	0.88%	0.88%	0.88%	0.88%	2.65%	1.07%	1.05%	1.10%	0.51%	0.29%	0.25%	0.98%	1.27%	0.73%	0.53%	0.95%	0.33%	1.66%	2.35%	1.09%	1.03%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	682	15	7	10	8	6	80	10	37	27	21	25	12	28	31	19	25	20	21	24	31	34	36	2	14	28	67	34	10					
		3.29%	4.77%	3.19%	4.60%	6.10%	3.37%	4.19%	3.37%	3.65%	3.40%	3.72%	3.69%	3.19%	3.35%	3.62%	2.63%	3.22%	2.91%	2.67%	3.38%	3.59%	4.14%	4.80%	0.47%	2.34%	2.02%	3.43%	2.32%	2.59%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1035	23	14	15	9	18	48	24	56	39	30	49	14	46	34	46	45	32	44	39	47	65	60	25	27	66	29	57	34					
