Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																							
Дата голосования: 02.12.2007																																							
																																							
Наименование Избирательной комиссии:    Ютазинская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №2874	УИК №2875	УИК №2876	УИК №2877	УИК №2878	УИК №2879	УИК №2880	УИК №2881	УИК №2882	УИК №2883	УИК №2884	УИК №2885	УИК №2886	УИК №2887	УИК №2888	УИК №2889	УИК №2890	УИК №2891	УИК №2892	УИК №2893	УИК №2894	УИК №2895	УИК №2896	УИК №2897	УИК №2898	УИК №2899	УИК №2900	УИК №2901	УИК №2902	УИК №2903	УИК №2904	УИК №2905					
1	"Число избирателей, внесенных в списки избирателей"	17596	674	370	392	267	257	1078	384	351	752	158	561	603	433	546	1125	608	126	639	544	528	533	579	593	528	566	593	639	582	612	627	631	717					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	17455	673	368	392	265	257	1078	385	354	751	158	561	603	433	549	1121	611	128	605	546	527	525	577	593	525	557	586	621	578	602	607	608	711					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	16646	659	357	377	254	257	1052	384	351	737	158	560	589	427	545	1114	603	126	559	490	472	476	542	553	469	523	538	559	528	562	585	568	672					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	511	8	11	15	11	0	24	0	0	10	0	0	10	3	0	2	3	0	43	33	27	24	21	15	29	17	25	43	25	31	21	35	25					
6	Число погашенных избирательных бюллетеней	298	6	0	0	0	0	2	1	3	4	0	1	4	3	4	5	5	2	3	23	28	25	14	25	27	17	23	19	25	9	1	5	14					
7	Число избирательных бюллетеней в переносных ящиках для голосования	511	8	11	15	11	0	24	0	0	10	0	0	10	3	0	2	3	0	43	33	27	24	21	15	29	17	25	43	25	31	21	35	25					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16646	659	357	377	254	257	1052	384	351	737	158	560	589	427	545	1114	603	126	559	490	472	476	542	553	469	523	538	559	528	562	585	568	672					
9	Число недействительных избирательных бюллетеней	48	3	0	2	1	1	3	6	0	2	0	0	3	1	2	0	0	0	0	0	0	1	3	3	2	0	0	6	2	0	0	3	4					
10	Число действительных избирательных бюллетеней	17109	664	368	390	264	256	1073	378	351	745	158	560	596	429	543	1116	606	126	602	523	499	499	560	565	496	540	563	596	551	593	606	600	693					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	189	4	3	3	2	2	5	3	3	4	1	4	4	3	4	5	4	1	9	9	9	9	7	11	9	9	8	9	9	9	9	9	9					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	127	2	2	3	2	2	5	2	2	4	0	4	4	3	4	5	3	0	2	7	7	3	7	11	3	8	2	5	9	0	2	9	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	53	1	0	1	2	0	0	1	0	4	0	4	0	1	0	6	3	0	3	3	1	0	2	0	1	1	1	8	5	1	0	3	1					
14	Число погашенных неиспользованных открепительных удостоверений	62	2	1	0	0	0	0	1	1	0	1	0	0	0	0	0	1	1	7	2	2	6	0	0	6	1	6	4	0	9	7	0	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	1	2	0	0	0	1	1	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
18	1.Политическая партия «Аграрная партия России»	39	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	4	1	0	0	3	2	0	3	2	0	1	7	3	0					
		0.23%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.83%	0.76%	0.20%	0.00%	0.00%	0.53%	0.40%	0.00%	0.53%	0.33%	0.00%	0.17%	1.16%	0.50%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	1	0	0	1	3	0	1	1	2	2					
		0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.20%	0.00%	0.18%	0.00%	0.00%	0.18%	0.50%	0.00%	0.17%	0.17%	0.33%	0.29%					
20	3.Политическая партия «Демократическая партия России»	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1					
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.33%	0.00%	0.14%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	392	4	2	1	2	4	11	2	1	4	0	4	5	4	2	15	3	1	20	20	21	20	51	15	18	22	18	21	32	20	12	12	25					
		2.28%	0.60%	0.54%	0.26%	0.75%	1.56%	1.02%	0.52%	0.28%	0.54%	0.00%	0.71%	0.83%	0.93%	0.37%	1.34%	0.50%	0.79%	3.32%	3.82%	4.21%	4.00%	9.06%	2.64%	3.61%	4.07%	3.20%	3.49%	5.79%	3.37%	1.98%	1.99%	3.59%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	4	0	1	0	2	1	2	0	1	0	2	0					
