Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Новозыбковская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	8485	536	460	210	384	979	143	182	215	141	743	435	255	421	320	664	249	504	349	329	664	302									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	7770	490	420	170	350	910	130	170	200	130	680	400	230	390	290	610	230	460	320	300	610	280									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	4525	344	345	125	212	452	92	108	102	87	327	258	149	226	178	253	125	269	210	197	290	176									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	790	50	30	16	40	72	14	22	53	30	53	50	31	33	20	57	16	70	40	44	23	26									
6	Число погашенных избирательных бюллетеней	2455	96	45	29	98	386	24	40	45	13	300	92	50	131	92	300	89	121	70	59	297	78									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	790	50	30	16	40	72	14	22	53	30	53	50	31	33	20	57	16	70	40	44	23	26									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	4525	344	345	125	212	452	92	108	102	87	327	258	149	226	178	253	125	269	210	197	290	176									
9	Число недействительных избирательных бюллетеней	92	6	3	4	5	11	3	1	2	4	5	4	1	5	1	2	1	6	1	10	11	6									
10	Число действительных избирательных бюллетеней	5223	388	372	137	247	513	103	129	153	113	375	304	179	254	197	308	140	333	249	231	302	196									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	178	11	10	4	8	21	2	4	4	3	16	9	5	9	7	14	5	11	8	7	14	6									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	87	5	0	4	1	21	2	4	4	3	7	2	5	7	0	4	2	4	1	5	0	6									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	20	1	0	0	1	0	5	2	0	2	1	0	1	1	0	1	0	1	1	3	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	91	6	10	0	7	0	0	0	0	0	9	7	0	2	7	10	3	7	7	2	14	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	12	0	2	0	1	2	0	0	1	0	2	0	0	0	0	2	0	0	0	0	2	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	42	1	0	1	5	5	1	0	1	2	1	2	0	2	2	4	1	4	5	2	3	0									
		0.79%	0.25%	0.00%	0.71%	1.98%	0.95%	0.94%	0.00%	0.65%	1.71%	0.26%	0.65%	0.00%	0.77%	1.01%	1.29%	0.71%	1.18%	2.00%	0.83%	0.96%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	144	6	8	2	9	19	4	5	3	1	15	7	2	13	6	6	2	4	9	5	13	5									
		2.71%	1.52%	2.13%	1.42%	3.57%	3.63%	3.77%	3.85%	1.94%	0.85%	3.95%	2.27%	1.11%	5.02%	3.03%	1.94%	1.42%	1.18%	3.60%	2.07%	4.15%	2.48%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	79	5	5	0	3	8	0	3	4	1	7	3	3	9	1	5	2	2	9	1	4	4									
		1.49%	1.27%	1.33%	0.00%	1.19%	1.53%	0.00%	2.31%	2.58%	0.85%	1.84%	0.97%	1.67%	3.47%	0.51%	1.61%	1.42%	0.59%	3.60%	0.41%	1.28%	1.98%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3345	251	303	113	162	306	57	100	92	73	211	209	138	141	114	179	84	242	160	121	175	114									
		62.94%	63.71%	80.80%	80.14%	64.29%	58.40%	53.77%	76.92%	59.35%	62.39%	55.53%	67.86%	76.67%	54.44%	57.58%	57.74%	59.57%	71.39%	64.00%	50.21%	55.91%	56.44%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	25	1	0	0	1	3	2	1	4	0	0	0	2	1	1	1	2	1	2	1	2	0									
		0.47%	0.25%	0.00%	0.00%	0.40%	0.57%	1.89%	0.77%	2.58%	0.00%	0.00%	0.00%	1.11%	0.39%	0.51%	0.32%	1.42%	0.29%	0.80%	0.41%	0.64%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	7	0	0	0	0	0	1	0	2	0	1	0	0	2	0	0	0	0	1	0	0	0									
		0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.94%	0.00%	1.29%	0.00%	0.26%	0.00%	0.00%	0.77%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	579	34	31	6	32	61	21	11	22	8	46	21	12	26	22	47	23	27	22	35	41	31									
		10.89%	8.63%	8.27%	4.26%	12.70%	11.64%	19.81%	8.46%	14.19%	6.84%	12.11%	6.82%	6.67%	10.04%	11.11%	15.16%	16.31%	7.96%	8.80%	14.52%	13.10%	15.35%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	9	1	0	0	0	2	0	0	1	0	2	0	0	1	0	0	0	0	0	1	0	1									
		0.17%	0.25%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.65%	0.00%	0.53%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.50%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	21	2	1	0	0	2	0	0	0	1	0	1	0	1	0	4	0	3	1	2	1	2									
		0.40%	0.51%	0.27%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.85%	0.00%	0.32%	0.00%	0.39%	0.00%	1.29%	0.00%	0.88%	0.40%	0.83%	0.32%	0.99%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1									
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.50%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	30	3	0	0	3	7	3	1	3	0	1	3	0	1	1	1	0	0	0	0	3	0									
		0.56%	0.76%	0.00%	0.00%	1.19%	1.34%	2.83%	0.77%	1.94%	0.00%	0.26%	0.97%	0.00%	0.39%	0.51%	0.32%	0.00%	0.00%	0.00%	0.00%	0.96%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	744	75	23	10	24	78	12	6	13	25	69	52	16	52	47	43	16	31	27	49	44	32									
		13.99%	19.04%	6.13%	7.09%	9.52%	14.89%	11.32%	4.62%	8.39%	21.37%	18.16%	16.88%	8.89%	20.08%	23.74%	13.87%	11.35%	9.14%	10.80%	20.33%	14.06%	15.84%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	14	1	0	0	1	2	0	0	0	0	2	0	0	1	0	1	3	0	2	0	1	0									
		0.26%	0.25%	0.00%	0.00%	0.40%	0.38%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.39%	0.00%	0.32%	2.13%	0.00%	0.80%	0.00%	0.32%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	182	8	1	5	7	20	2	2	8	2	20	6	6	4	3	17	7	19	11	14	14	6									
		3.42%	2.03%	0.27%	3.55%	2.78%	3.82%	1.89%	1.54%	5.16%	1.71%	5.26%	1.95%	3.33%	1.54%	1.52%	5.48%	4.96%	5.60%	4.40%	5.81%	4.47%	2.97%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
