Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																												
Дата голосования: 07.12.2003 0:00:00																												
																												
Наименование Избирательной комиссии:    Каспийская городская																												
																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																												
																												
		Сумма	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429					
1	"Число избирателей, внесенных в списки"	45819	2631	2150	2760	1821	2145	2480	963	2402	2634	2270	2350	2296	2073	2209	2094	2929	1500	2548	2394	1415	1755					
2	"Число бюллетеней, полученных участковыми комиссиями"	45557	2600	2300	2700	1765	2125	2400	945	2400	2600	2000	2400	2296	2039	1800	2000	2900	1500	2548	2339	2000	1900					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	27837	976	1121	1490	952	1705	1330	523	1831	2097	1320	1375	837	735	1446	722	2100	1300	1703	1232	1415	1627					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	215	97	5	3	3	0	4	0	0	6	4	8	9	0	39	5	0	0	0	0	0	32					
6	Число погашенных бюллетеней	17505	1527	1174	1207	810	420	1066	422	569	497	676	1017	1450	1304	315	1273	800	200	845	1107	585	241					
7	Число бюллетеней в переносных ящиках для голосования	215	97	5	3	3	0	4	0	0	6	4	8	9	0	39	5	0	0	0	0	0	32					
8	Число бюллетеней в стационарных ящиках для голосования	27815	976	1121	1490	952	1705	1315	523	1831	2097	1316	1375	839	735	1446	722	2100	1300	1703	1232	1415	1622					
9	Число недействительных бюллетеней	176	12	3	12	12	0	3	3	5	11	5	9	9	30	10	19	0	10	2	3	3	15					
10	Число действительных бюллетеней	27854	1061	1123	1481	943	1705	1316	520	1826	2092	1315	1374	839	705	1475	708	2100	1290	1701	1229	1412	1639					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	200	3	0	5	5	0	5	0	4	3	5	5	0	0	40	0	0	0	0	0	0	125					
