Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																
Дата голосования: 02.12.2007																																
																																
Наименование Избирательной комиссии:    Пестовская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408					
1	"Число избирателей, внесенных в списки избирателей"	17728	379	227	177	330	461	184	172	505	200	304	312	779	182	225	258	434	301	1225	1281	1278	1821	1606	2161	1479	1447					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	16800	375	229	174	332	448	178	171	520	202	303	331	753	176	220	280	425	296	1100	1200	1160	1727	1500	2000	1350	1350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	10706	213	179	131	212	258	111	118	324	119	223	235	510	124	157	175	278	214	656	772	743	1223	839	1343	730	819					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1362	80	16	13	63	66	44	33	83	45	32	37	43	20	18	41	97	44	51	60	93	43	62	94	139	45					
6	Число погашенных избирательных бюллетеней	4731	82	34	30	57	124	23	20	113	38	48	59	200	32	45	64	50	38	393	368	324	461	599	563	480	486					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1362	80	16	13	63	66	44	33	83	45	32	37	43	20	18	41	97	44	51	60	93	43	62	94	139	45					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10706	213	179	131	212	258	111	118	324	119	223	235	510	124	157	175	278	214	656	772	743	1223	839	1343	730	819					
9	Число недействительных избирательных бюллетеней	74	0	3	0	0	1	0	0	2	0	0	0	4	1	2	5	4	2	5	5	8	6	8	13	4	1					
10	Число действительных избирательных бюллетеней	11994	293	192	144	275	323	155	151	405	164	255	272	549	143	173	211	371	256	702	827	828	1260	893	1424	865	863					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	194	8	8	3	7	5	3	3	20	3	5	13	7	3	8	23	6	3	9	7	7	12	8	15	4	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	142	7	6	2	5	0	2	0	13	2	5	11	1	0	6	21	6	1	7	5	4	10	7	15	3	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	102	5	1	0	1	5	1	2	2	1	2	2	8	1	1	3	3	4	3	7	8	10	3	10	6	13					
14	Число погашенных неиспользованных открепительных удостоверений	52	1	2	1	2	5	1	3	7	1	0	2	6	3	2	2	0	2	2	2	3	2	1	0	1	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	2	0	0					
16	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	1.Политическая партия «Аграрная партия России»	366	6	12	3	14	9	4	0	25	1	11	13	20	8	16	16	17	20	5	17	17	44	15	30	14	29					
		3.03%	2.05%	6.15%	2.08%	5.09%	2.78%	2.58%	0.00%	6.14%	0.61%	4.31%	4.78%	3.62%	5.56%	9.14%	7.41%	4.53%	7.75%	0.71%	2.04%	2.03%	3.48%	1.66%	2.09%	1.61%	3.36%					
19	2.Всероссийская политическая партия «Гражданская Сила»	70	5	0	0	2	1	0	0	1	0	1	0	3	0	2	0	0	1	8	8	1	15	7	11	2	2					
		0.58%	1.71%	0.00%	0.00%	0.73%	0.31%	0.00%	0.00%	0.25%	0.00%	0.39%	0.00%	0.54%	0.00%	1.14%	0.00%	0.00%	0.39%	1.13%	0.96%	0.12%	1.18%	0.78%	0.77%	0.23%	0.23%					
20	3.Политическая партия «Демократическая партия России»	13	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	3	1	0	0	2	2	1					
		0.11%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.66%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.36%	0.12%	0.00%	0.00%	0.14%	0.23%	0.12%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	906	31	12	11	24	16	11	10	27	9	45	22	34	7	8	15	34	26	48	60	51	122	57	108	48	70					
