Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																													
Дата голосования: 07.12.2003 0:00:00																																													
																																													
Наименование Избирательной комиссии:    Викуловская																																													
																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																													
																																													
		Сумма	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224					
1	"Число избирателей, внесенных в списки"	13555	465	216	98	179	302	302	1730	1121	1253	1358	184	404	470	105	46	634	50	559	166	143	325	112	61	626	189	431	117	98	285	142	320	94	42	60	222	364	151	131					
2	"Число бюллетеней, полученных участковыми комиссиями"	13608	462	201	98	181	300	305	1754	1136	1248	1367	184	406	469	106	57	639	49	561	168	143	330	111	63	632	190	436	119	100	279	141	316	94	44	61	223	355	152	128					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8127	290	118	64	111	231	226	995	547	609	750	120	254	301	81	42	376	40	285	66	88	241	81	56	384	121	261	69	64	206	95	192	73	30	55	145	255	108	97					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1071	31	31	11	22	35	40	68	29	41	32	27	40	62	14	4	69	8	82	22	25	27	17	5	56	40	63	10	8	19	6	35	3	4	1	34	25	16	9					
6	Число погашенных бюллетеней	4410	141	52	23	48	34	39	691	560	598	585	37	112	106	11	11	194	1	194	80	30	62	13	2	192	29	112	40	28	54	40	89	18	10	5	44	75	28	22					
7	Число бюллетеней в переносных ящиках для голосования	1071	31	31	11	22	35	40	68	29	41	32	27	40	62	14	4	69	8	82	22	25	27	17	5	56	40	63	10	8	19	6	35	3	4	1	34	25	16	9					
8	Число бюллетеней в стационарных ящиках для голосования	8127	290	118	64	111	231	226	995	547	609	750	120	254	301	81	42	376	40	285	66	88	241	81	56	384	121	261	69	64	206	95	192	73	30	55	145	255	108	97					
9	Число недействительных бюллетеней	79	5	1	1	0	2	1	15	5	5	2	1	2	0	0	0	2	0	4	0	0	4	0	0	0	0	2	4	1	7	0	4	1	1	0	2	4	0	3					
10	Число действительных бюллетеней	9119	316	148	74	133	264	265	1048	571	645	780	146	292	363	95	46	443	48	363	88	113	264	98	61	440	161	322	75	71	218	101	223	75	33	56	177	276	124	103					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	213	6	3	2	2	5	5	25	20	15	20	2	10	7	2	2	10	2	10	2	2	10	0	2	10	2	5	2	2	4	2	5	2	2	2	5	2	2	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	73	1	0	0	0	0	2	18	7	3	10	1	3	2	0	0	2	0	4	0	0	8	0	1	0	0	5	1	0	2	0	0	0	1	0	1	0	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	46	0	1	1	0	1	2	7	1	0	3	3	2	2	1	1	1	1	1	0	1	3	1	1	0	0	1	2	1	2	1	1	0	0	0	1	1	1	1					
14	Число погашенных открепительных удостоверений	140	5	3	2	2	5	3	7	13	12	10	1	7	5	2	2	8	2	6	2	2	2	0	1	10	2	0	1	2	2	2	5	2	1	2	4	2	1	2					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																													
18	"1. ""ЕДИНЕНИЕ"""	156	6	1	0	2	7	4	14	8	11	17	1	7	9	0	0	10	0	13	1	1	3	2	0	6	2	8	0	0	5	4	3	1	0	1	3	4	1	1					
		1.69%	1.86%	0.67%	0.0%	1.50%	2.63%	1.50%	1.31%	1.38%	1.69%	2.17%	0.68%	2.38%	2.47%	0.0%	0.0%	2.24%	0.0%	3.54%	1.13%	0.88%	1.11%	2.04%	0.0%	1.36%	1.24%	2.46%	0.0%	0.0%	2.22%	3.96%	1.32%	1.31%	0.0%	1.78%	1.67%	1.42%	0.80%	0.94%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	95	2	2	0	0	1	1	22	12	11	19	1	2	3	0	0	0	0	1	3	1	2	0	0	0	0	1	0	0	4	3	0	2	0	0	1	0	0	1					
		1.03%	0.62%	1.34%	0.0%	0.0%	0.37%	0.37%	2.06%	2.08%	1.69%	2.42%	0.68%	0.68%	0.82%	0.0%	0.0%	0.0%	0.0%	0.27%	3.40%	0.88%	0.74%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	1.77%	2.97%	0.0%	2.63%	0.0%	0.0%	0.55%	0.0%	0.0%	0.94%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	164	10	6	0	4	0	5	24	8	9	15	1	4	5	0	2	10	1	4	4	3	6	0	0	4	6	8	0	1	3	6	1	1	1	0	0	8	3	1					
		1.78%	3.11%	4.02%	0.0%	3.00%	0.0%	1.87%	2.25%	1.38%	1.38%	1.91%	0.68%	1.36%	1.37%	0.0%	4.34%	2.24%	2.08%	1.08%	4.54%	2.65%	2.23%	0.0%	0.0%	0.90%	3.72%	2.46%	0.0%	1.38%	1.33%	5.94%	0.44%	1.31%	2.94%	0.0%	0.0%	2.85%	2.41%	0.94%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	124	3	1	0	1	0	0	29	17	10	15	6	0	5	0	1	5	0	7	3	3	3	0	0	2	0	1	6	1	2	0	0	1	0	1	0	0	0	1					
		1.34%	0.93%	0.67%	0.0%	0.75%	0.0%	0.0%	2.72%	2.95%	1.53%	1.91%	4.08%	0.0%	1.37%	0.0%	2.17%	1.12%	0.0%	1.90%	3.40%	2.65%	1.11%	0.0%	0.0%	0.45%	0.0%	0.30%	7.59%	1.38%	0.88%	0.0%	0.0%	1.31%	0.0%	1.78%	0.0%	0.0%	0.0%	0.94%					
22	"5. ""За Русь Святую"""	32	0	0	0	0	0	2	4	6	2	0	1	0	0	0	0	1	0	2	1	0	0	0	0	3	0	3	0	0	3	2	0	0	0	0	2	0	0	0					
		0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.75%	0.37%	1.04%	0.30%	0.0%	0.68%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.54%	1.13%	0.0%	0.0%	0.0%	0.0%	0.68%	0.0%	0.92%	0.0%	0.0%	1.33%	1.98%	0.0%	0.0%	0.0%	0.0%	1.11%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	32	3	3	0	0	0	0	3	2	0	3	0	0	1	1	0	2	0	0	0	0	0	0	1	3	0	1	1	0	0	2	0	1	1	0	1	2	0	1					
		0.34%	0.93%	2.01%	0.0%	0.0%	0.0%	0.0%	0.28%	0.34%	0.0%	0.38%	0.0%	0.0%	0.27%	1.05%	0.0%	0.44%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.63%	0.68%	0.0%	0.30%	1.26%	0.0%	0.0%	1.98%	0.0%	1.31%	2.94%	0.0%	0.55%	0.71%	0.0%	0.94%					
