Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																												
Дата голосования: 07.12.2003 0:00:00																																												
																																												
"Наименование Избирательной комиссии:    Пенза, Ленинская"																																												
																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																												
																																												
		Сумма	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676					
1	"Число избирателей, внесенных в списки"	81182	2800	2852	2532	2748	2450	2435	2429	2297	1768	2299	207	2328	2437	2424	2540	2811	114	2453	2064	2272	2116	2299	2530	1908	2500	1671	2040	1945	2155	2602	2578	1840	2339	1820	2828	1734	2017					
2	"Число бюллетеней, полученных участковыми комиссиями"	81340	2794	2867	2547	2765	2481	2460	2441	2309	1759	2310	185	2348	2456	2419	2552	2838	100	2479	2054	2295	2127	2305	2544	1920	2489	1673	2050	1957	2163	2511	2589	1838	2350	1735	2874	1736	2020					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	42862	1133	1081	1460	1566	1315	1430	1384	1342	963	1177	150	1351	1342	1414	1007	1033	87	1352	1178	1269	1175	1326	1406	1051	1316	938	1262	1253	1285	1048	1178	1135	1345	870	1256	930	1054					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1574	131	65	23	22	36	25	44	36	21	31	32	19	52	29	32	42	0	21	45	42	31	34	47	32	23	36	28	22	29	118	40	31	49	170	64	34	38					
6	Число погашенных бюллетеней	36904	1530	1721	1064	1177	1130	1005	1013	931	775	1102	3	978	1062	976	1513	1763	13	1106	831	984	921	945	1091	837	1150	699	760	682	849	1345	1371	672	956	695	1554	772	928					
7	Число бюллетеней в переносных ящиках для голосования	1561	131	65	23	22	36	25	44	36	21	31	32	19	52	29	32	42	0	21	45	42	31	34	47	32	23	36	28	9	29	118	40	31	49	170	64	34	38					
8	Число бюллетеней в стационарных ящиках для голосования	42768	1133	1081	1460	1566	1315	1429	1381	1342	963	1177	150	1347	1341	1411	1007	1021	87	1352	1171	1264	1172	1326	1405	1051	1316	931	1262	1266	1284	1047	1177	1133	1294	867	1256	930	1053					
9	Число недействительных бюллетеней	459	10	18	10	18	15	27	12	23	17	11	1	11	10	14	13	13	2	13	0	11	15	14	15	10	18	4	15	25	11	5	6	14	15	13	14	10	6					
10	Число действительных бюллетеней	43870	1254	1128	1473	1570	1336	1427	1413	1355	967	1197	181	1355	1383	1426	1026	1050	85	1360	1216	1295	1188	1346	1437	1073	1321	963	1275	1250	1302	1160	1211	1150	1328	1024	1306	954	1085					
