Выборы Президента Российской Федерации																																				
																																				
Наименование Избирательной комиссии:    Волосовская																																				
																																				
Итоги голосования 																																				
																																				
		Сумма	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76					
1	"Число избирателей, внесенных в список"	33414	2123	2208	2018	2101	791	2660	456	624	1744	291	1270	458	593	518	1353	1477	1371	1197	1198	1574	1031	1249	339	1055	1164	101	1129	1239	82					
2	Число полученных избирательных бюллетеней	34531	2174	2262	2131	2219	819	2710	539	638	1627	318	1392	483	583	529	1371	1543	1412	1246	1274	1597	1045	1280	369	1102	1198	97	1181	1277	115					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	16411	1072	1203	1013	1211	384	1412	114	409	964	129	646	187	314	347	716	652	620	516	478	721	410	568	174	533	460	30	543	568	17					
5	"Число избирательных бюллетеней, выданных вне помещения"	3047	37	58	58	32	59	70	140	40	162	88	129	77	140	56	133	131	81	129	173	136	199	239	79	119	115	43	117	151	56					
6	Число погашенных избирательных бюллетеней	15073	1065	1001	1060	976	376	1228	285	189	501	101	617	219	129	126	522	760	711	601	623	740	436	473	116	450	623	24	521	558	42					
7	Число избирательных бюллетеней в переносных ящиках	3046	37	58	58	32	59	70	140	40	162	88	129	77	140	56	133	131	81	129	173	135	199	239	79	119	115	43	117	151	56					
8	Число бюллетеней в стационарных ящиках для голосования	16409	1072	1203	1013	1211	383	1412	114	408	964	129	646	187	314	347	716	652	620	516	478	721	410	568	174	533	460	30	543	568	17					
9	Число недействительных избирательных бюллетеней	133	6	4	11	8	2	7	1	7	5	1	5	3	1	3	5	7	6	6	5	4	4	8	1	8	5	0	5	5	0					
10	Число действительных избирательных бюллетеней	19322	1103	1257	1060	1235	440	1475	253	441	1121	216	770	261	453	400	844	776	695	639	646	852	605	799	252	644	570	73	655	714	73					
11	Число полученных открепительных  удостоверений	497	20	35	30	25	7	30	10	15	31	9	25	24	9	9	16	13	15	5	25	15	7	20	15	20	20	5	12	30	0					
12	Число выданных открепительных удостоверений	413	16	31	28	25	6	23	3	10	31	9	25	22	7	9	12	8	14	4	21	5	5	20	12	19	13	0	11	24	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	429	16	9	13	30	7	11	0	3	188	4	4	5	13	1	9	20	5	7	13	11	8	9	10	5	1	3	8	11	5					
14	Число неиспользованных открепительных удостоверений	84	4	4	2	0	1	7	7	5	0	0	0	2	2	0	4	5	1	1	4	10	2	0	3	1	7	5	1	6	0					
15	"Число открепительных удостоверений, выданных в ТИК"	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																				
18	. Глазьев Сергей Юрьевич	383	29	21	35	32	6	25	4	5	18	3	9	5	3	2	16	18	14	3	25	28	9	11	6	13	10	2	18	13	0					
		1.97%	2.61%	1.67%	3.27%	2.57%	1.36%	1.69%	1.57%	1.12%	1.60%	1.38%	1.16%	1.89%	0.66%	0.50%	1.88%	2.30%	2.00%	0.47%	3.84%	3.27%	1.48%	1.36%	2.37%	1.99%	1.74%	2.74%	2.73%	1.81%	0.00%					
19	. Малышкин Олег Александрович	301	17	15	11	16	12	22	1	6	20	5	5	5	6	4	14	10	13	17	17	12	15	16	1	6	23	2	6	3	1					
		1.55%	1.53%	1.19%	1.03%	1.29%	2.71%	1.48%	0.39%	1.34%	1.78%	2.30%	0.65%	1.89%	1.32%	0.99%	1.65%	1.28%	1.85%	2.64%	2.61%	1.40%	2.46%	1.98%	0.40%	0.92%	4.00%	2.74%	0.91%	0.42%	1.37%					
20	. Миронов Сергей Михайлович	173	9	16	5	7	10	6	2	9	12	1	6	3	6	2	4	6	5	11	7	11	6	8	2	6	11	0	1	1	0					
		0.89%	0.81%	1.27%	0.47%	0.56%	2.26%	0.40%	0.79%	2.01%	1.07%	0.46%	0.77%	1.14%	1.32%	0.50%	0.47%	0.77%	0.71%	1.71%	1.08%	1.29%	0.99%	0.99%	0.79%	0.92%	1.91%	0.00%	0.15%	0.14%	0.00%					
21	. Путин Владимир Владимирович	15704	857	977	835	974	353	1232	204	360	926	183	646	228	403	359	690	639	551	518	513	644	515	660	201	550	426	48	549	604	59					
		80.72%	77.28%	77.48%	77.96%	78.36%	79.86%	83.13%	80.31%	80.36%	82.24%	84.33%	83.35%	86.36%	88.77%	89.08%	81.27%	81.61%	78.60%	80.31%	78.80%	75.23%	84.56%	81.78%	79.45%	84.36%	74.09%	65.75%	83.18%	84.01%	80.82%					
