Выборы Президента Российской Федерации																														
																														
Наименование Избирательной комиссии:    Вознесенская																														
																														
Итоги голосования 																														
																														
		Сумма	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520					
1	"Число избирателей, внесенных в список"	14203	1550	1592	1274	932	473	626	315	153	253	315	166	473	717	238	222	758	769	141	187	583	1386	589	491					
2	Число полученных избирательных бюллетеней	14556	1565	1596	1270	916	480	658	320	166	277	319	175	474	763	255	220	822	813	142	186	610	1405	594	530					
3	"Число избирательных бюллетеней, выданных  досрочно"	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	8294	922	895	759	504	355	384	210	96	130	229	103	253	409	140	141	483	398	59	104	416	630	310	364					
5	"Число избирательных бюллетеней, выданных вне помещения"	2034	73	52	73	70	35	123	42	24	57	53	56	134	185	75	77	100	190	74	51	56	221	147	66					
6	Число погашенных избирательных бюллетеней	4222	570	649	438	342	90	151	68	40	90	37	16	87	169	40	2	239	225	9	31	138	554	137	100					
7	Число избирательных бюллетеней в переносных ящиках	2040	73	52	73	70	35	123	42	30	57	53	56	134	185	75	77	100	190	74	51	56	221	147	66					
8	Число бюллетеней в стационарных ящиках для голосования	8294	922	895	759	504	355	384	210	96	130	229	103	253	409	140	141	483	398	59	104	416	630	310	364					
9	Число недействительных избирательных бюллетеней	74	7	7	7	4	1	1	2	1	2	2	0	0	1	0	0	11	11	3	1	2	2	2	7					
10	Число действительных избирательных бюллетеней	10260	988	940	825	570	389	506	250	125	185	280	159	387	593	215	218	572	577	130	154	470	849	455	423					
11	Число полученных открепительных  удостоверений	491	32	37	32	32	15	15	15	15	15	15	15	15	32	15	15	32	32	15	15	20	32	15	15					
12	Число выданных открепительных удостоверений	191	21	32	19	9	0	12	0	0	0	7	4	1	12	5	1	12	17	2	0	19	6	7	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	95	13	10	2	8	3	5	6	3	1	4	0	3	4	4	1	1	4	4	1	9	5	3	1					
14	Число неиспользованных открепительных удостоверений	300	11	5	13	23	15	3	15	15	15	8	11	14	20	10	14	20	15	13	15	1	26	8	10					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																														
18	. Глазьев Сергей Юрьевич	335	40	44	31	32	7	16	10	4	6	5	2	12	14	0	7	22	13	6	3	9	18	21	13					
		3.24%	4.02%	4.65%	3.73%	5.57%	1.79%	3.16%	3.97%	3.17%	3.21%	1.77%	1.26%	3.10%	2.36%	0.00%	3.21%	3.77%	2.21%	4.51%	1.94%	1.91%	2.12%	4.60%	3.02%					
19	. Малышкин Олег Александрович	220	32	9	14	26	5	5	0	4	5	2	2	7	11	0	1	16	15	4	4	21	20	14	3					
		2.13%	3.22%	0.95%	1.68%	4.53%	1.28%	0.99%	0.00%	3.17%	2.67%	0.71%	1.26%	1.81%	1.85%	0.00%	0.46%	2.74%	2.55%	3.01%	2.58%	4.45%	2.35%	3.06%	0.70%					
20	. Миронов Сергей Михайлович	57	7	2	6	1	1	4	1	0	1	2	0	0	7	0	2	5	5	0	0	1	6	5	1					
		0.55%	0.70%	0.21%	0.72%	0.17%	0.26%	0.79%	0.40%	0.00%	0.53%	0.71%	0.00%	0.00%	1.18%	0.00%	0.92%	0.86%	0.85%	0.00%	0.00%	0.21%	0.71%	1.09%	0.23%					
21	. Путин Владимир Владимирович	7297	667	660	531	383	304	363	190	92	121	200	130	310	470	177	135	374	408	91	131	338	696	338	188					
		70.61%	67.04%	69.69%	63.82%	66.72%	77.95%	71.60%	75.40%	73.02%	64.71%	70.92%	81.76%	80.10%	79.12%	82.33%	61.93%	64.15%	69.39%	68.42%	84.52%	71.61%	81.79%	73.96%	43.72%					
22	. Хакамада Ирина Муцуовна	136	11	30	10	5	4	4	1	1	7	1	2	3	9	0	2	4	11	3	0	3	15	4	6					
		1.32%	1.11%	3.17%	1.20%	0.87%	1.03%	0.79%	0.40%	0.79%	3.74%	0.35%	1.26%	0.78%	1.52%	0.00%	0.92%	0.69%	1.87%	2.26%	0.00%	0.64%	1.76%	0.88%	1.40%					
23	. Харитонов Николай Михайлович	2010	194	158	209	115	62	108	45	24	43	66	22	52	76	38	71	145	115	23	15	89	76	68	196					
		19.45%	19.50%	16.68%	25.12%	20.03%	15.90%	21.30%	17.86%	19.05%	22.99%	23.40%	13.84%	13.44%	12.79%	17.67%	32.57%	24.87%	19.56%	17.29%	9.68%	18.86%	8.93%	14.88%	45.58%					
																														
24	Против всех	205	37	37	24	8	6	6	3	0	2	4	1	3	6	0	0	6	10	3	1	9	18	5	16					
		1.98%	3.72%	3.91%	2.88%	1.39%	1.54%	1.18%	1.19%	0.00%	1.07%	1.42%	0.63%	0.78%	1.01%	0.00%	0.00%	1.03%	1.70%	2.26%	0.65%	1.91%	2.12%	1.09%	3.72%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
