Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																					
Дата голосования: 07.12.2003 0:00:00																																																					
																																																					
Наименование Избирательной комиссии:    Кушнаренковская																																																					
																																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																					
																																																					
		Сумма	УИК №2693	УИК №2694	УИК №2695	УИК №2696	УИК №2697	УИК №2698	УИК №2699	УИК №2700	УИК №2701	УИК №2702	УИК №2703	УИК №2704	УИК №2705	УИК №2706	УИК №2707	УИК №2708	УИК №2709	УИК №2710	УИК №2711	УИК №2712	УИК №2713	УИК №2714	УИК №2715	УИК №2716	УИК №2717	УИК №2718	УИК №2719	УИК №2720	УИК №2721	УИК №2722	УИК №2723	УИК №2724	УИК №2725	УИК №2726	УИК №2727	УИК №2728	УИК №2729	УИК №2730	УИК №2731	УИК №2732	УИК №2733	УИК №2734	УИК №2735	УИК №2736	УИК №2737	УИК №2738					
1	"Число избирателей, внесенных в списки"	19339	1123	1401	1595	1406	1228	722	505	195	266	165	317	459	283	95	423	141	312	77	381	371	505	133	643	162	176	78	159	284	137	108	399	286	71	523	265	148	356	230	692	354	552	288	387	361	479	98					
2	"Число бюллетеней, полученных участковыми комиссиями"	19287	1107	1324	1474	1373	1207	708	629	186	299	160	333	453	275	95	479	145	300	81	373	370	502	128	653	169	173	75	217	279	143	108	416	288	71	516	252	145	348	244	693	344	551	294	371	353	474	109					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	15435	889	1021	1178	1014	900	522	423	155	228	123	285	367	246	85	400	120	255	70	322	330	386	120	565	138	121	54	141	233	123	95	351	230	63	474	238	130	290	206	529	266	450	218	283	320	384	94					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1458	49	43	38	63	67	29	82	20	38	35	32	29	21	8	23	19	21	5	41	30	77	3	53	7	31	7	18	21	14	9	48	28	8	10	12	10	30	24	104	49	37	70	25	24	42	4					
6	Число погашенных бюллетеней	2394	169	260	258	296	240	157	124	11	33	2	16	57	8	2	56	6	24	6	10	10	39	5	35	24	21	14	58	25	6	4	17	30	0	32	2	5	28	14	60	29	64	6	63	9	48	11					
7	Число бюллетеней в переносных ящиках для голосования	1458	49	43	38	63	67	29	82	20	38	35	32	29	21	8	23	19	21	5	41	30	77	3	53	7	31	7	18	21	14	9	48	28	8	10	12	10	30	24	104	49	37	70	25	24	42	4					
8	Число бюллетеней в стационарных ящиках для голосования	15435	889	1021	1178	1014	900	522	423	155	228	123	285	367	246	85	400	120	255	70	322	330	386	120	565	138	121	54	141	233	123	95	351	230	63	474	238	130	290	206	529	266	450	218	283	320	384	94					
9	Число недействительных бюллетеней	657	23	48	47	22	36	10	40	3	8	4	0	21	10	5	25	1	0	0	1	13	20	5	54	10	8	0	5	19	14	11	17	3	6	28	17	0	22	0	9	32	24	0	17	17	1	1					
10	Число действительных бюллетеней	16236	915	1016	1169	1055	931	541	465	172	258	154	317	375	257	88	398	138	276	75	362	347	443	118	564	135	144	61	154	235	123	93	382	255	65	456	233	140	298	230	624	283	463	288	291	327	425	97					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	395	30	43	32	36	36	14	9	1	6	0	1	10	2	0	10	3	6	8	7	7	2	2	24	6	1	2	4	10	6	1	13	5	2	10	1	3	1	1	14	2	10	5	2	3	2	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	364	30	43	32	36	36	14	9	1	1	0	1	5	1	0	10	3	6	8	7	7	1	0	24	5	0	1	3	10	6	1	13	5	2	3	1	1	1	1	10	2	10	5	2	3	2	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	207	4	10	12	9	8	5	6	5	3	6	4	10	3	0	6	2	4	5	2	7	4	2	7	0	3	3	4	1	2	3	3	3	4	1	8	1	5	0	5	3	9	6	8	7	3	1					
14	Число погашенных открепительных удостоверений	31	0	0	0	0	0	0	0	0	5	0	0	5	1	0	0	0	0	0	0	0	1	2	0	1	1	1	1	0	0	0	0	0	0	7	0	2	0	0	4	0	0	0	0	0	0	0					
15	Число открепительных удостоверений выданных ТИК	5	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																					
18	"1. ""ЕДИНЕНИЕ"""	695	36	33	46	35	20	13	28	5	6	6	6	16	12	5	25	3	8	5	31	31	32	6	34	5	5	5	3	12	7	4	26	9	2	22	5	8	7	5	27	11	22	12	14	12	24	6					
		4.11%	3.83%	3.10%	3.78%	3.24%	2.06%	2.35%	5.54%	2.85%	2.25%	3.79%	1.89%	4.04%	4.49%	5.37%	5.91%	2.15%	2.89%	6.66%	8.53%	8.61%	6.91%	4.87%	5.50%	3.44%	3.28%	8.19%	1.88%	4.72%	5.10%	3.84%	6.51%	3.48%	2.81%	4.54%	2.0%	5.71%	2.18%	2.17%	4.26%	3.49%	4.51%	4.16%	4.54%	3.48%	5.63%	6.12%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	255	23	24	24	23	19	5	3	1	2	0	1	14	3	0	2	0	2	1	10	3	3	1	5	7	1	1	3	6	2	0	4	1	2	3	1	1	0	3	13	4	8	5	12	2	7	0					
		1.50%	2.45%	2.25%	1.97%	2.13%	1.96%	0.90%	0.59%	0.57%	0.75%	0.0%	0.31%	3.53%	1.12%	0.0%	0.47%	0.0%	0.72%	1.33%	2.75%	0.83%	0.64%	0.81%	0.80%	4.82%	0.65%	1.63%	1.88%	2.36%	1.45%	0.0%	1.00%	0.38%	2.81%	0.61%	0.4%	0.71%	0.0%	1.30%	2.05%	1.26%	1.64%	1.73%	3.89%	0.58%	1.64%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	452	23	35	29	34	48	7	14	6	5	8	5	13	3	4	12	3	5	4	4	9	13	9	16	2	7	2	5	5	2	4	11	1	3	4	2	1	4	9	16	11	10	4	17	9	11	3					
		2.67%	2.45%	3.28%	2.38%	3.15%	4.96%	1.27%	2.77%	3.42%	1.87%	5.06%	1.57%	3.28%	1.12%	4.30%	2.83%	2.15%	1.81%	5.33%	1.10%	2.5%	2.80%	7.31%	2.58%	1.37%	4.60%	3.27%	3.14%	1.96%	1.45%	3.84%	2.75%	0.38%	4.22%	0.82%	0.8%	0.71%	1.25%	3.91%	2.52%	3.49%	2.05%	1.38%	5.51%	2.61%	2.58%	3.06%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	311	22	23	26	20	25	18	9	0	5	0	15	8	2	0	4	1	3	2	5	4	7	0	19	5	1	3	10	2	2	1	4	2	0	6	2	2	3	5	17	3	7	6	7	0	3	2					
