Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Большеглушицкая																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	14684	995	530	528	177	670	508	497	483	137	109	787	790	131	464	308	208	999	962	1169	1144	945	1068	1075									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15165	1050	532	541	190	681	530	514	507	138	121	854	829	148	485	323	210	1020	975	1194	1170	975	1093	1085									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	9006	663	332	347	105	378	299	290	253	78	83	370	368	81	250	209	68	631	700	684	864	520	640	793									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2522	194	148	102	29	63	108	51	145	40	22	275	328	34	87	25	92	156	105	52	52	272	100	42									
6	Число погашенных избирательных бюллетеней	3637	193	52	92	56	240	123	173	109	20	16	209	133	33	148	89	50	233	170	458	254	183	353	250									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	2522	194	148	102	29	63	108	51	145	40	22	275	328	34	87	25	92	156	105	52	52	272	100	42									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	9006	663	332	347	105	378	299	290	253	78	83	370	368	81	250	209	68	631	700	684	864	520	640	793									
9	Число недействительных избирательных бюллетеней	551	5	4	21	3	17	0	8	15	5	0	0	16	4	7	5	5	24	19	32	23	290	15	33									
10	Число действительных избирательных бюллетеней	10977	852	476	428	131	424	407	333	383	113	105	645	680	111	330	229	155	763	786	704	893	502	725	802									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	431	46	12	12	9	12	15	18	23	6	10	61	29	13	22	13	2	21	10	17	22	20	20	18									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	431	46	12	12	9	12	15	18	23	6	10	61	29	13	22	13	2	21	10	17	22	20	20	18									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	39	2	4	2	0	2	0	5	0	0	0	1	5	0	1	1	0	0	0	1	3	6	5	1									
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	19	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	14	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	105	3	3	5	1	3	2	5	7	0	1	8	4	4	3	4	2	9	5	8	9	5	9	5									
		0.91%	0.35%	0.63%	1.11%	0.75%	0.68%	0.49%	1.47%	1.76%	0.00%	0.95%	1.24%	0.57%	3.48%	0.89%	1.71%	1.25%	1.14%	0.62%	1.09%	0.98%	0.63%	1.22%	0.60%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	311	31	12	14	3	18	11	9	7	2	3	17	16	2	8	5	9	18	20	32	26	16	19	13									
		2.70%	3.62%	2.50%	3.12%	2.24%	4.08%	2.70%	2.64%	1.76%	1.69%	2.86%	2.64%	2.30%	1.74%	2.37%	2.14%	5.63%	2.29%	2.48%	4.35%	2.84%	2.02%	2.57%	1.56%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	129	8	5	2	4	7	0	3	7	0	0	5	3	5	3	2	4	13	9	9	14	9	12	5									
		1.12%	0.93%	1.04%	0.45%	2.99%	1.59%	0.00%	0.88%	1.76%	0.00%	0.00%	0.78%	0.43%	4.35%	0.89%	0.85%	2.50%	1.65%	1.12%	1.22%	1.53%	1.14%	1.62%	0.60%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6940	564	333	267	85	197	267	189	264	87	71	447	497	73	209	173	83	447	517	361	553	256	447	553									
		60.20%	65.81%	69.38%	59.47%	63.43%	44.67%	65.60%	55.43%	66.33%	73.73%	67.62%	69.30%	71.41%	63.48%	62.02%	73.93%	51.88%	56.80%	64.22%	49.05%	60.37%	32.32%	60.41%	66.23%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	58	3	2	0	1	0	2	1	2	0	1	5	1	1	2	0	1	7	3	3	3	8	7	5									
		0.50%	0.35%	0.42%	0.00%	0.75%	0.00%	0.49%	0.29%	0.50%	0.00%	0.95%	0.78%	0.14%	0.87%	0.59%	0.00%	0.63%	0.89%	0.37%	0.41%	0.33%	1.01%	0.95%	0.60%									
24	"6. Политическая партия ""Гражданская Платформа"""	24	1	3	2	0	0	0	2	2	0	0	0	4	0	2	1	0	2	1	1	1	1	0	1									
		0.21%	0.12%	0.63%	0.45%	0.00%	0.00%	0.00%	0.59%	0.50%	0.00%	0.00%	0.00%	0.57%	0.00%	0.59%	0.43%	0.00%	0.25%	0.12%	0.14%	0.11%	0.13%	0.00%	0.12%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1657	143	58	90	26	76	54	67	46	12	16	92	72	9	47	15	33	122	118	145	126	91	102	97									
		14.37%	16.69%	12.08%	20.04%	19.40%	17.23%	13.27%	19.65%	11.56%	10.17%	15.24%	14.26%	10.34%	7.83%	13.95%	6.41%	20.63%	15.50%	14.66%	19.70%	13.76%	11.49%	13.78%	11.62%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	37	6	0	0	0	1	0	4	0	0	0	1	3	0	2	2	1	5	0	4	5	0	0	3									
		0.32%	0.70%	0.00%	0.00%	0.00%	0.23%	0.00%	1.17%	0.00%	0.00%	0.00%	0.16%	0.43%	0.00%	0.59%	0.85%	0.63%	0.64%	0.00%	0.54%	0.55%	0.00%	0.00%	0.36%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	70	5	0	2	0	1	4	1	2	2	3	4	2	1	2	0	2	8	9	5	7	6	0	4									
		0.61%	0.58%	0.00%	0.45%	0.00%	0.23%	0.98%	0.29%	0.50%	1.69%	2.86%	0.62%	0.29%	0.87%	0.59%	0.00%	1.25%	1.02%	1.12%	0.68%	0.76%	0.76%	0.00%	0.48%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	21	3	0	1	0	0	1	1	1	1	0	0	0	0	0	1	1	7	1	1	0	1	0	1									
		0.18%	0.35%	0.00%	0.22%	0.00%	0.00%	0.25%	0.29%	0.25%	0.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.63%	0.89%	0.12%	0.14%	0.00%	0.13%	0.00%	0.12%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	61	1	4	0	2	0	2	2	3	1	0	3	4	1	2	0	0	7	2	4	9	5	8	1									
		0.53%	0.12%	0.83%	0.00%	1.49%	0.00%	0.49%	0.59%	0.75%	0.85%	0.00%	0.47%	0.57%	0.87%	0.59%	0.00%	0.00%	0.89%	0.25%	0.54%	0.98%	0.63%	1.08%	0.12%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1318	69	48	37	7	112	55	44	34	4	9	52	67	11	41	19	7	96	87	114	115	90	105	95									
		11.43%	8.05%	10.00%	8.24%	5.22%	25.40%	13.51%	12.90%	8.54%	3.39%	8.57%	8.06%	9.63%	9.57%	12.17%	8.12%	4.38%	12.20%	10.81%	15.49%	12.55%	11.36%	14.19%	11.38%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	25	3	0	0	0	3	0	0	2	0	1	0	2	1	1	0	0	3	6	2	1	0	0	0									
		0.22%	0.35%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.50%	0.00%	0.95%	0.00%	0.29%	0.87%	0.30%	0.00%	0.00%	0.38%	0.75%	0.27%	0.11%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	221	12	8	8	2	6	9	5	6	4	0	11	5	3	8	7	12	19	8	15	24	14	16	19									
		1.92%	1.40%	1.67%	1.78%	1.49%	1.36%	2.21%	1.47%	1.51%	3.39%	0.00%	1.71%	0.72%	2.61%	2.37%	2.99%	7.50%	2.41%	0.99%	2.04%	2.62%	1.77%	2.16%	2.28%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
