Выборы Президента Российской Федерации																																																																																																			
Дата голосования: 18.03.2018																																																																																																			
																																																																																																			
Наименование Избирательной комиссии:    Южно-Сахалинская городская																																																																																																			
																																																																																																			
Сводная таблица предварительных итогов голосования																																																																																																			
																																																																																																			
	Число участковых избирательных комиссий	88																																																																																																	
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	88																																																																																																	
																																																																																																			
		Сумма	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №368	УИК №369	УИК №370	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385									
1	"Число избирателей, включенных в список избирателей"	136592	2128	1543	1294	1033	2107	2404	2281	1784	1978	1317	1772	1488	2388	2128	1295	1900	1082	2259	422	1215	1615	2036	2021	2071	1958	1019	1751	1930	2086	1657	1551	1489	1573	2447	2183	1740	1831	623	1484	2589	2000	2673	1270	2054	2145	1949	2206	2426	2814	2641	2475	1915	2009	1671	2076	1949	1867	1301	2273	2262	1859	146	1712	413	363	468	1149	931	138	232	346	678	252	341	36	393	1910	403	707	1535	2071	1379	1424	1757	1874	747	1822	58									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	125800	1800	1200	1100	900	1800	2200	2100	1800	1600	1100	2000	1300	1800	2100	1200	1800	900	2000	300	1200	1400	2300	1800	1700	1400	1100	1500	1900	2100	1500	1300	1200	1300	2400	2300	1700	1800	550	1300	2800	1900	2700	1600	1900	2000	2000	2000	1700	2800	2700	2200	2000	2000	1500	1700	1900	1700	1200	2300	1800	1500	150	1300	400	300	400	900	700	150	250	350	500	250	400	50	500	1600	450	500	1300	2100	1400	1300	1500	2000	700	1500	200									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	81555	1246	929	719	532	1132	1381	1162	1001	1114	719	966	754	1380	1194	664	1146	439	1277	217	543	802	1345	1256	1241	1158	806	988	1220	1277	1067	907	893	883	1498	1302	918	1218	399	941	1710	1300	1677	1195	1312	1527	1176	1253	1470	1597	1584	1479	1054	1226	1156	1265	1112	1358	679	1224	1181	1362	108	864	303	198	291	659	578	121	180	335	331	182	330	34	141	1172	402	384	1007	968	907	876	1135	1032	404	1024	58									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2089	22	10	29	37	17	13	17	8	57	6	22	10	13	27	3	22	3	28	3	8	16	36	31	21	39	19	50	20	35	28	16	14	23	40	155	53	18	6	30	31	88	28	19	18	18	15	28	26	30	23	16	18	12	7	24	25	29	4	15	10	3	1	16	4	3	13	53	25	3	16	0	8	64	8	2	252	18	1	2	16	5	17	4	5	25	20	16	0									
6	Число погашенных избирательных бюллетеней	42156	532	261	352	331	651	806	921	791	429	375	1012	536	407	879	533	632	458	695	80	649	582	919	513	438	203	275	462	660	788	405	377	293	394	862	843	729	564	145	329	1059	512	995	386	570	455	809	719	204	1173	1093	705	928	762	337	411	763	313	517	1061	609	135	41	420	93	99	96	188	97	26	54	15	161	4	62	14	107	410	47	114	277	1127	476	420	360	943	276	460	142									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2089	22	10	29	37	17	13	17	8	57	6	22	10	13	27	3	22	3	28	3	8	16	36	31	21	39	19	50	20	35	28	16	14	23	40	155	53	18	6	30	31	88	28	19	18	18	15	28	26	30	23	16	18	12	7	24	25	29	4	15	10	3	1	16	4	3	13	53	25	3	16	0	8	64	8	2	252	18	1	2	16	5	17	4	5	25	20	16	0									
8	Число бюллетеней в стационарных ящиках для голосования	81492	1246	929	719	532	1132	1381	1162	1001	1114	719	966	754	1380	1194	664	1146	439	1277	217	543	802	1340	1256	1240	1158	806	988	1220	1277	1067	906	893	883	1497	1302	918	1218	399	914	1710	1300	1677	1195	1312	1527	1176	1253	1469	1597	1584	1479	1054	1226	1156	1263	1112	1358	679	1224	1181	1362	108	864	303	198	291	659	578	121	180	335	331	182	330	34	141	1154	402	384	1007	966	907	872	1134	1032	404	1024	58									
9	Число недействительных избирательных бюллетеней	1154	27	21	18	11	14	20	11	17	27	7	16	16	19	13	9	13	4	16	2	9	5	17	20	15	7	12	9	15	23	11	12	19	8	22	20	13	17	6	16	27	17	20	10	19	15	15	9	17	14	13	19	7	13	11	11	10	27	13	17	11	20	0	19	5	7	3	11	12	0	40	19	4	5	10	0	3	15	19	4	9	17	8	14	9	7	10	12	0									
10	Число действительных избирательных бюллетеней	82427	1241	918	730	558	1135	1374	1168	992	1144	718	972	748	1374	1208	658	1155	438	1289	218	542	813	1359	1267	1246	1190	813	1029	1225	1289	1084	910	888	898	1515	1437	958	1219	399	928	1714	1371	1685	1204	1311	1530	1176	1272	1478	1613	1594	1476	1065	1225	1152	1276	1127	1360	670	1222	1180	1345	109	861	302	194	301	701	591	124	156	316	335	241	328	36	390	1157	384	382	1014	954	916	862	1130	1050	414	1028	58									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																			
13	Бабурин Сергей Николаевич	617	13	4	7	1	9	7	9	4	6	3	8	3	7	7	7	6	3	12	1	2	10	5	9	9	6	8	9	15	14	11	8	8	6	23	9	8	15	3	11	8	9	11	3	8	14	16	7	11	13	20	12	8	7	11	7	11	7	7	8	4	7	0	3	0	0	3	6	1	0	9	4	3	4	1	0	1	6	4	1	7	13	9	6	5	5	1	10	0									
