Выборы Президента Российской Федерации																																																								
																																																								
Наименование Избирательной комиссии:    Иркутская городская № 2																																																								
																																																								
Итоги голосования 																																																								
																																																								
		Сумма	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578					
1	"Число избирателей, внесенных в список"	102341	2868	1575	1703	1117	1408	1986	1786	2073	1556	2364	2616	2568	2794	1630	1821	1957	2904	2193	1617	2134	2451	2589	2148	2598	1922	1201	1558	2006	2107	2363	2512	2389	1781	2305	2502	1067	2008	2046	2476	2628	2167	2049	2047	2591	1957	2184	2587	1137	2295					
2	Число полученных избирательных бюллетеней	96570	2800	1570	1200	1100	1200	1900	1700	2000	1300	2300	2500	2400	2700	1600	1800	1800	2700	2000	1600	2100	2400	2400	2100	2400	1800	1200	1500	1400	1900	2200	2400	2200	1900	2200	2400	1000	1900	2000	2300	2500	2000	2000	2000	2400	1900	2200	2400	1100	2200					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	51318	1563	1317	784	363	655	1030	972	1040	670	1218	1294	1431	1435	894	990	989	1522	1020	672	952	1185	1244	1118	1303	1043	587	582	1020	802	1271	1293	1210	927	1000	1196	418	900	1094	1441	1285	1198	1050	1025	1359	1034	1081	1219	452	1170					
5	"Число избирательных бюллетеней, выданных вне помещения"	2372	19	12	162	38	54	44	29	40	21	26	74	24	18	29	37	68	34	79	26	37	50	46	33	44	24	23	29	298	7	110	46	39	38	54	25	116	69	12	44	63	22	30	38	23	34	91	58	20	15					
6	Число погашенных избирательных бюллетеней	42880	1218	241	254	699	491	826	699	920	609	1056	1132	945	1247	677	773	743	1144	901	902	1111	1165	1110	949	1053	733	590	889	82	1091	819	1061	951	935	1146	1179	466	931	894	815	1152	780	920	937	1018	832	1028	1123	628	1015					
7	Число избирательных бюллетеней в переносных ящиках	2372	19	12	162	38	54	44	29	40	21	26	74	24	18	29	37	68	34	79	26	37	50	46	33	44	24	23	29	298	7	110	46	39	38	54	25	116	69	12	44	63	22	30	38	23	34	91	58	20	15					
8	Число бюллетеней в стационарных ящиках для голосования	51237	1560	1317	784	363	655	1030	966	1039	670	1218	1293	1429	1435	893	990	989	1522	1020	672	952	1178	1240	1118	1303	1042	587	582	1020	798	1263	1293	1210	927	1000	1196	418	900	1093	1436	1285	1198	1050	998	1359	1034	1077	1219	452	1164					
9	Число недействительных избирательных бюллетеней	314	8	1	8	2	6	9	10	5	3	10	14	9	11	6	6	4	11	1	3	10	8	7	8	7	7	6	2	7	8	8	3	10	6	7	7	7	2	2	4	6	18	9	5	7	5	0	2	3	6					
10	Число действительных избирательных бюллетеней	53295	1571	1328	938	399	703	1065	985	1074	688	1234	1353	1444	1442	916	1021	1053	1545	1098	695	979	1220	1279	1143	1340	1059	604	609	1311	797	1365	1336	1239	959	1047	1214	527	967	1103	1476	1342	1202	1071	1031	1375	1063	1168	1275	469	1173					
11	Число полученных открепительных  удостоверений	1300	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	35	25	25	25	25	25	45	45	25	25	25	40	35	25	25	25	25	25	25	25	25	25					
12	Число выданных открепительных удостоверений	652	25	3	10	8	2	13	6	12	10	16	15	16	23	10	8	10	19	16	11	13	11	19	11	19	12	13	5	25	7	24	9	10	14	25	26	12	6	14	27	20	15	13	4	16	12	10	10	4	13					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	633	13	0	25	6	15	11	8	18	7	23	15	16	8	10	4	12	24	33	9	15	10	13	10	18	8	15	6	21	6	21	16	18	9	6	8	9	9	13	22	10	22	5	10	12	11	10	25	7	11					
14	Число неиспользованных открепительных удостоверений	648	0	22	15	17	23	12	19	13	15	9	10	9	2	15	17	15	6	9	14	12	14	6	14	6	13	12	20	10	18	1	16	15	11	20	19	13	19	11	13	15	10	12	21	9	13	15	15	21	12					
15	"Число открепительных удостоверений, выданных в ТИК"	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																								
18	. Глазьев Сергей Юрьевич	4960	87	30	56	23	52	115	110	121	38	118	116	146	135	85	114	119	168	106	56	74	102	103	119	144	97	54	35	112	66	153	139	137	83	102	118	60	77	120	144	127	100	132	95	154	134	139	111	32	102					
		9.25%	5.51%	2.26%	5.92%	5.74%	7.33%	10.71%	11.06%	11.21%	5.50%	9.49%	8.49%	10.05%	9.29%	9.22%	11.10%	11.26%	10.80%	9.65%	8.02%	7.48%	8.31%	8.01%	10.34%	10.69%	9.10%	8.85%	5.73%	8.50%	8.20%	11.14%	10.38%	10.97%	8.60%	9.68%	9.66%	11.24%	7.95%	10.86%	9.73%	9.42%	8.20%	12.22%	9.17%	11.14%	12.55%	11.90%	8.69%	6.78%	8.65%					
19	. Малышкин Олег Александрович	1433	48	24	22	19	34	23	23	20	11	36	30	39	36	20	25	18	48	53	34	40	48	31	29	35	29	12	28	28	36	42	31	39	28	31	23	11	22	34	29	28	32	30	23	25	29	26	37	17	17					
