Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																													
Дата голосования: 07.12.2003 0:00:00																																													
																																													
Наименование Избирательной комиссии:    Кулебакская 																																													
																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																													
																																													
		Сумма	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173					
1	"Число избирателей, внесенных в списки"	46945	998	1138	1360	1021	1256	1312	1137	1152	1226	2280	1389	1301	1609	1351	1320	1407	1468	1220	1289	1643	1317	1413	1414	2571	217	366	857	1162	1478	947	1674	1542	983	1403	285	180	681	1578					
2	"Число бюллетеней, полученных участковыми комиссиями"	43126	900	1040	1250	940	1150	1190	1070	1060	1190	2100	1260	1190	1480	1250	1190	1280	1330	1110	1180	1500	1200	1290	1290	2350	220	380	820	1110	1370	860	1520	1400	920	1300	280	186	670	1300					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	18525	509	466	641	432	575	597	527	538	616	1001	546	529	627	529	464	490	507	470	379	523	408	513	514	800	74	137	312	353	461	309	546	516	447	529	99	78	278	1185					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	986	49	20	17	8	11	14	21	19	11	15	14	11	27	65	23	14	54	25	55	29	9	14	29	80	44	17	22	22	91	4	3	9	28	23	31	12	36	10					
6	Число погашенных бюллетеней	23615	342	554	592	500	564	579	522	503	563	1084	700	650	826	656	703	776	769	615	746	948	783	763	747	1470	102	226	486	735	818	547	971	875	445	748	150	96	356	105					
7	Число бюллетеней в переносных ящиках для голосования	986	49	20	17	8	11	14	21	19	11	15	14	11	27	65	23	14	54	25	55	29	9	14	29	80	44	17	22	22	91	4	3	9	28	23	31	12	36	10					
8	Число бюллетеней в стационарных ящиках для голосования	18516	509	466	641	432	575	597	527	538	616	1001	546	529	627	529	464	489	507	470	379	523	408	512	514	800	74	137	312	353	461	309	546	516	447	528	99	78	278	1179					
9	Число недействительных бюллетеней	276	12	6	12	0	2	10	4	5	6	10	12	2	15	7	11	5	5	11	9	6	11	10	7	11	4	2	2	7	11	3	8	4	9	7	2	2	22	4					
10	Число действительных бюллетеней	19226	546	480	646	440	584	601	544	552	621	1006	548	538	639	587	476	498	556	484	425	546	406	516	536	869	114	152	332	368	541	310	541	521	466	544	128	88	292	1185					
