Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																						
Дата голосования: 02.12.2007																																						
																																						
Наименование Избирательной комиссии:    Кировская																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357					
1	"Число избирателей, внесенных в списки избирателей"	34212	2801	2502	1311	2124	1484	797	1993	1447	2256	2680	1734	1917	2221	405	405	269	223	206	167	237	267	224	267	698	353	478	343	136	286	1902	2079					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	33845	2800	2500	1300	2150	1400	750	1850	1350	2300	2600	1700	1850	2200	425	425	270	240	205	180	250	275	250	300	750	375	500	375	140	315	1720	2100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	16427	1380	975	656	1024	599	301	916	737	1055	1279	753	896	989	165	194	139	183	133	90	167	194	90	137	354	166	320	163	76	115	995	1186					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1814	96	64	22	50	88	84	100	22	72	122	34	73	62	121	90	56	27	39	31	33	43	65	50	79	55	19	80	29	91	17	0					
6	Число погашенных избирательных бюллетеней	15604	1324	1461	622	1076	713	365	834	591	1173	1199	913	881	1149	139	141	75	30	33	59	50	38	95	113	317	154	161	132	35	109	708	914					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1814	96	64	22	50	88	84	100	22	72	122	34	73	62	121	90	56	27	39	31	33	43	65	50	79	55	19	80	29	91	17	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16411	1380	975	656	1024	597	301	916	737	1055	1279	753	896	989	165	194	139	183	133	90	167	194	90	137	354	166	320	163	76	115	988	1179					
9	Число недействительных избирательных бюллетеней	163	33	9	0	9	12	0	10	8	7	11	3	12	14	0	0	0	0	1	2	1	2	1	0	2	1	1	1	0	5	10	8					
10	Число действительных избирательных бюллетеней	18062	1443	1030	678	1065	673	385	1006	751	1120	1390	784	957	1037	286	284	195	210	171	119	199	235	154	187	431	220	338	242	105	201	995	1171					
