Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																									
Дата голосования: 07.12.2003 0:00:00																									
																									
Наименование Избирательной комиссии:    Буйская городская																									
																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																									
																									
		Сумма	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62					
1	"Число избирателей, внесенных в списки"	26768	2050	2217	1895	2197	2044	1983	1404	1224	267	892	2155	1336	1065	752	2161	2069	524	533					
2	"Число бюллетеней, полученных участковыми комиссиями"	26247	2047	2202	1851	2162	2023	1892	1380	1231	263	792	2103	1319	1017	750	2137	2042	514	522					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	13499	1100	1197	991	1290	1182	1084	661	510	113	337	951	543	450	317	1077	909	403	384					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	447	44	17	20	29	35	46	44	12	1	23	37	41	18	31	29	15	0	5					
6	Число погашенных бюллетеней	12301	903	988	840	843	806	762	675	709	149	432	1115	735	549	402	1031	1118	111	133					
7	Число бюллетеней в переносных ящиках для голосования	447	44	17	20	29	35	46	44	12	1	23	37	41	18	31	29	15	0	5					
8	Число бюллетеней в стационарных ящиках для голосования	13494	1098	1197	990	1290	1182	1084	661	510	113	337	951	543	450	317	1077	908	402	384					
9	Число недействительных бюллетеней	154	5	16	6	17	17	12	7	11	1	5	13	11	12	4	5	6	2	4					
10	Число действительных бюллетеней	13787	1137	1198	1004	1302	1200	1118	698	511	113	355	975	573	456	344	1101	917	400	385					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	338	26	27	23	27	26	18	7	15	3	10	26	17	13	10	44	22	17	7					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	185	11	16	12	12	10	15	3	2	3	2	11	3	6	1	39	20	17	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	89	7	4	4	10	6	16	3	5	6	1	2	3	3	1	6	7	2	3					
14	Число погашенных открепительных удостоверений	153	15	11	11	15	16	3	4	13	0	8	15	14	7	9	5	2	0	5					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	"1. ""ЕДИНЕНИЕ"""	169	14	8	9	12	14	9	8	6	0	13	22	0	4	15	15	8	9	3					
		1.21%	1.22%	0.65%	0.89%	0.90%	1.15%	0.79%	1.13%	1.14%	0.0%	3.61%	2.22%	0.0%	0.85%	4.31%	1.35%	0.86%	2.23%	0.77%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	127	8	9	12	16	17	9	3	4	0	3	9	7	0	0	15	11	3	1					
		0.91%	0.70%	0.74%	1.18%	1.21%	1.39%	0.79%	0.42%	0.76%	0.0%	0.83%	0.91%	1.19%	0.0%	0.0%	1.35%	1.19%	0.74%	0.25%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	291	19	16	11	40	30	33	19	8	2	8	23	12	12	9	32	8	3	6					
		2.08%	1.66%	1.31%	1.08%	3.03%	2.46%	2.92%	2.69%	1.53%	1.75%	2.22%	2.32%	2.05%	2.56%	2.58%	2.89%	0.86%	0.74%	1.54%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	335	28	24	38	32	34	39	25	11	0	9	27	15	10	7	14	18	1	3					
		2.40%	2.45%	1.97%	3.76%	2.42%	2.79%	3.45%	3.54%	2.10%	0.0%	2.5%	2.73%	2.56%	2.13%	2.01%	1.26%	1.95%	0.24%	0.77%					
