Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																								
Дата голосования: 02.12.2007																								
																								
Наименование Избирательной комиссии:    Елховская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737					
1	"Число избирателей, внесенных в списки избирателей"	7449	1161	1196	254	575	82	727	306	480	57	98	670	113	200	371	327	522	310					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	6859	1000	1000	250	550	70	680	300	450	50	90	600	100	269	350	300	500	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	4737	647	701	156	335	68	595	208	265	43	65	445	69	116	247	238	353	186					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	532	57	48	16	18	0	45	48	59	6	5	46	19	35	26	41	37	26					
6	Число погашенных избирательных бюллетеней	1590	296	251	78	197	2	40	44	126	1	20	109	12	118	77	21	110	88					
7	Число избирательных бюллетеней в переносных ящиках для голосования	532	57	48	16	18	0	45	48	59	6	5	46	19	35	26	41	37	26					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4737	647	701	156	335	68	595	208	265	43	65	445	69	116	247	238	353	186					
9	Число недействительных избирательных бюллетеней	61	7	14	5	3	0	2	0	2	0	0	11	2	1	2	0	5	7					
10	Число действительных избирательных бюллетеней	5208	697	735	167	350	68	638	256	322	49	70	480	86	150	271	279	385	205					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	199	29	30	10	10	5	10	5	10	5	5	20	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	62	10	15	7	7	3	7	2	3	0	0	6	0	0	2	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	47	8	5	4	2	0	4	1	2	0	2	4	2	3	2	3	3	2					
14	Число погашенных неиспользованных открепительных удостоверений	137	19	15	3	3	2	3	3	7	5	5	14	10	10	8	10	10	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
18	1.Политическая партия «Аграрная партия России»	117	9	14	2	17	0	23	4	9	1	0	25	2	2	1	3	4	1					
		2.22%	1.28%	1.87%	1.16%	4.82%	0.00%	3.59%	1.56%	2.78%	2.04%	0.00%	5.09%	2.27%	1.32%	0.37%	1.08%	1.03%	0.47%					
19	2.Всероссийская политическая партия «Гражданская Сила»	13	2	3	2	0	0	2	0	0	0	0	2	0	0	0	1	0	1					
		0.25%	0.28%	0.40%	1.16%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.36%	0.00%	0.47%					
20	3.Политическая партия «Демократическая партия России»	7	0	0	0	0	0	2	2	0	0	0	1	0	0	0	0	2	0					
		0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.78%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	623	98	93	9	38	5	68	46	29	3	18	76	4	15	27	23	48	23					
		11.82%	13.92%	12.42%	5.23%	10.76%	7.35%	10.63%	17.97%	8.95%	6.12%	25.71%	15.48%	4.55%	9.93%	9.89%	8.24%	12.31%	10.85%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	9	3	0	3	0	0	1	1	1	0	0	0	0	0	0	0	0	0					
		0.17%	0.43%	0.00%	1.74%	0.00%	0.00%	0.16%	0.39%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	6	1	2	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0					
		0.11%	0.14%	0.27%	0.00%	0.00%	0.00%	0.16%	0.00%	0.31%	0.00%	1.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	353	60	59	17	31	1	34	10	34	6	5	39	3	15	11	8	6	14					
		6.70%	8.52%	7.88%	9.88%	8.78%	1.47%	5.31%	3.91%	10.49%	12.24%	7.14%	7.94%	3.41%	9.93%	4.03%	2.87%	1.54%	6.60%					
