Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																											
Дата голосования: 04.12.2011																											
																											
Наименование Избирательной комиссии:    Смидовичская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83					
1	"Число избирателей, внесенных в список избирателей"	19985	505	335	1382	1473	1141	747	764	843	821	870	633	857	550	1483	1341	1227	1508	1507	1279	719					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	20230	510	320	1420	1490	1130	760	780	860	830	890	640	860	550	1480	1380	1230	1530	1520	1310	740					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	46	0	0	0	0	33	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	11085	262	216	770	785	682	493	452	394	526	514	446	526	310	750	687	765	969	666	582	290					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	930	44	21	94	76	56	35	41	48	30	30	22	25	20	97	49	55	44	49	57	37					
6	Число погашенных избирательных бюллетеней	8169	204	83	556	629	359	232	287	418	274	346	172	296	220	633	644	410	517	805	671	413					
7	Число избирательных бюллетеней в переносных ящиках для голосования	976	44	21	94	76	89	35	41	48	30	30	22	38	20	97	49	55	44	49	57	37					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11024	262	216	770	785	621	493	452	394	526	514	446	526	310	750	687	765	969	666	582	290					
9	Число недействительных избирательных бюллетеней	471	7	3	16	95	28	1	40	7	8	10	50	8	10	38	10	57	30	23	28	2					
10	Число действительных избирательных бюллетеней	11529	299	234	848	766	682	527	453	435	548	534	418	556	320	809	726	763	983	692	611	325					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	780	30	20	50	50	50	30	30	30	30	30	30	30	30	50	50	50	50	50	50	40					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	310	18	5	18	14	38	13	15	3	2	8	0	13	8	8	50	43	12	26	11	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	160	3	3	4	15	10	6	7	5	4	10	5	4	5	6	9	13	7	27	6	11					
14	Число погашенных неиспользованных открепительных удостоверений	470	12	15	32	36	12	17	15	27	28	22	30	17	22	42	0	7	38	24	39	35					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
