Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																						
Дата голосования: 02.12.2007																																																						
																																																						
Наименование Избирательной комиссии:    Междуреченская городская																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526					
1	"Число избирателей, внесенных в списки избирателей"	75656	2227	2387	1752	1977	1875	2555	2553	2870	1655	1102	2021	1523	2408	1436	1624	1388	904	1117	1215	2163	1911	1180	2001	1668	1988	2265	2083	1797	1391	1025	1543	122	652	442	446	607	288	1170	619	809	1815	1989	2667	1538	2500	2391	1997					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	74020	2100	2300	1700	1900	1900	2400	2400	2600	2100	1100	1900	1400	2400	1300	1500	1400	850	1100	1250	2000	1800	1100	1900	1500	1900	2200	2000	1800	1300	1000	1700	120	750	450	450	600	300	1100	600	850	1900	2000	2700	1600	2500	2400	1900					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	55243	1765	1762	1412	1306	1612	1855	1877	1931	1490	808	1425	1181	1748	950	1085	1001	623	810	897	1427	1256	886	1562	987	1278	1546	1721	1282	1081	580	1258	81	418	367	432	558	165	895	356	578	1244	1506	2131	910	1908	1913	1379					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3871	21	42	91	82	34	53	123	29	165	82	91	48	70	61	138	64	59	52	72	86	36	40	48	172	101	253	116	52	44	157	132	35	133	63	14	24	47	190	56	49	89	146	31	139	43	120	78					
6	Число погашенных избирательных бюллетеней	14906	314	496	197	512	254	492	400	640	445	210	384	171	582	289	277	335	168	238	281	487	508	174	290	341	521	401	163	466	175	263	310	4	199	20	4	18	88	15	188	223	567	348	538	551	549	367	443					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3871	21	42	91	82	34	53	123	29	165	82	91	48	70	61	138	64	59	52	72	86	36	40	48	172	101	253	116	52	44	157	132	35	133	63	14	24	47	190	56	49	89	146	31	139	43	120	78					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	55220	1765	1762	1412	1306	1612	1855	1877	1931	1490	808	1423	1179	1748	949	1085	1001	623	809	897	1427	1254	886	1562	987	1276	1546	1721	1282	1081	580	1258	81	418	367	432	558	165	895	356	578	1244	1503	2121	910	1908	1913	1379					
9	Число недействительных избирательных бюллетеней	620	10	19	20	19	10	20	20	19	16	6	16	12	18	8	10	17	7	4	14	23	12	10	14	13	8	12	12	13	10	7	10	0	1	2	2	4	0	11	2	5	7	116	18	10	10	8	15					
10	Число действительных избирательных бюллетеней	58471	1776	1785	1483	1369	1636	1888	1980	1941	1639	884	1498	1215	1800	1002	1213	1048	675	857	955	1490	1278	916	1596	1146	1369	1787	1825	1321	1115	730	1380	116	550	428	444	578	212	1074	410	622	1326	1533	2134	1039	1941	2025	1442					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1432	60	50	20	20	40	32	50	40	40	20	40	25	100	20	20	20	10	22	25	15	25	15	40	40	40	40	40	40	20	10	20	0	30	30	10	10	10	15	10	10	68	40	50	20	50	40	40					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1354	60	50	20	19	40	32	50	37	38	20	40	24	100	18	17	20	10	22	25	15	25	14	18	40	40	38	40	40	20	10	20	0	30	30	0	1	1	10	8	4	68	40	50	20	50	40	40					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	714	9	8	14	23	15	14	24	20	30	18	23	16	11	11	12	17	11	27	8	14	12	27	15	7	12	5	20	11	12	8	11	12	8	8	0	1	70	13	16	13	22	11	14	18	17	6	20					
14	Число погашенных неиспользованных открепительных удостоверений	78	0	0	0	1	0	0	0	3	2	0	0	1	0	2	3	0	0	0	0	0	0	1	22	0	0	2	0	0	0	0	0	0	0	0	10	9	9	5	2	6	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	68	0	1	1	1	2	1	1	3	3	1	0	0	4	4	0	2	0	1	1	5	1	1	2	2	0	3	6	0	0	0	2	0	3	1	1	1	1	1	0	0	1	0	3	0	6	0	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																						
18	1.Политическая партия «Аграрная партия России»	1062	26	32	40	21	31	38	34	30	36	15	31	19	44	19	26	19	10	22	15	31	34	15	24	28	33	35	31	26	19	16	39	1	9	5	2	10	3	20	4	10	10	22	41	10	17	32	27					
		1.80%	1.46%	1.77%	2.66%	1.51%	1.88%	1.99%	1.70%	1.53%	2.18%	1.69%	2.05%	1.55%	2.42%	1.88%	2.13%	1.78%	1.47%	2.56%	1.55%	2.05%	2.64%	1.62%	1.49%	2.42%	2.40%	1.95%	1.69%	1.95%	1.69%	2.17%	2.81%	0.86%	1.63%	1.16%	0.45%	1.72%	1.42%	1.84%	0.97%	1.59%	0.75%	1.33%	1.91%	0.95%	0.87%	1.57%	1.85%					
