Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																						
Дата голосования: 07.12.2003 0:00:00																																						
																																						
Наименование Избирательной комиссии:    Андреапольская 																																						
																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																						
																																						
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31					
1	"Число избирателей, внесенных в списки"	12506	808	721	373	583	686	741	82	139	369	1001	165	97	694	144	119	194	79	212	127	367	214	319	138	300	277	128	866	754	590	811	408					
2	"Число бюллетеней, полученных участковыми комиссиями"	11625	720	650	330	510	600	760	105	130	336	900	150	88	640	140	110	185	82	195	116	340	195	300	153	295	270	115	820	760	550	700	380					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6890	386	377	215	334	424	432	13	86	242	510	95	65	547	79	66	75	63	105	67	152	56	115	85	125	169	54	476	455	317	471	234					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1246	42	18	13	30	11	22	41	0	0	8	49	15	14	42	30	81	16	69	49	118	109	100	53	118	47	38	8	6	57	23	19					
6	Число погашенных бюллетеней	3489	292	255	102	146	165	306	51	44	94	382	6	8	79	19	14	29	3	21	0	70	30	85	15	52	54	23	336	299	176	206	127					
7	Число бюллетеней в переносных ящиках для голосования	1246	42	18	13	30	11	22	41	0	0	8	49	15	14	42	30	81	16	69	49	118	109	100	53	118	47	38	8	6	57	23	19					
8	Число бюллетеней в стационарных ящиках для голосования	6882	385	377	214	334	424	432	13	86	242	509	95	65	547	79	66	75	63	105	67	151	56	115	85	125	169	54	475	454	315	471	234					
9	Число недействительных бюллетеней	115	11	11	12	14	5	9	1	1	4	2	4	1	12	1	0	0	0	0	0	4	0	8	0	0	4	0	1	1	4	5	0					
10	Число действительных бюллетеней	8013	416	384	215	350	430	445	53	85	238	515	140	79	549	120	96	156	79	174	116	265	165	207	138	243	212	92	482	459	368	489	253					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	265	11	12	10	10	12	12	3	6	9	16	6	6	9	6	6	6	3	6	6	9	6	9	6	6	6	6	15	15	10	12	10					
