Выборы Президента Российской Федерации																															
Дата голосования: 18.03.2018																															
																															
"Наименование Избирательной комиссии:    Архангельск, Исакогорская "																															
																															
Сводная таблица итогов голосования																															
																															
	Число участковых избирательных комиссий	20																													
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	20																													
																															
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20									
1	"Число избирателей, включенных в список избирателей"	26646	707	808	1302	1989	1342	1828	2011	1889	768	977	1285	1487	1679	751	677	620	1256	1981	2127	1162									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	24000	600	700	1100	1800	1200	1700	1800	1700	700	800	1200	1400	1500	700	600	600	1100	1800	2000	1000									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	12988	299	348	618	1047	644	770	1198	829	323	474	716	751	912	395	313	295	506	915	1029	606									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	379	10	24	26	15	9	21	29	21	10	12	9	14	38	8	11	5	13	53	35	16									
6	Число погашенных избирательных бюллетеней	10633	291	328	456	738	547	909	573	850	367	314	475	635	550	297	276	300	581	832	936	378									
7	Число избирательных бюллетеней в переносных ящиках для голосования	379	10	24	26	15	9	21	29	21	10	12	9	14	38	8	11	5	13	53	35	16									
8	Число бюллетеней в стационарных ящиках для голосования	12986	299	348	618	1047	644	769	1198	829	323	474	716	750	912	395	313	295	506	915	1029	606									
9	Число недействительных избирательных бюллетеней	116	2	3	7	6	4	5	15	3	0	4	7	6	8	3	7	5	5	12	7	7									
10	Число действительных избирательных бюллетеней	13249	307	369	637	1056	649	785	1212	847	333	482	718	758	942	400	317	295	514	956	1057	615									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																															
13	Бабурин Сергей Николаевич	92	3	2	9	11	3	4	10	4	1	2	6	5	4	4	1	3	0	8	8	4									
		0.69%	0.97%	0.54%	1.40%	1.04%	0.46%	0.51%	0.81%	0.47%	0.30%	0.41%	0.83%	0.65%	0.42%	0.99%	0.31%	1.00%	0.00%	0.83%	0.75%	0.64%									
14	Грудинин Павел Николаевич	1056	19	38	57	106	54	61	96	59	25	30	43	61	70	44	22	21	51	69	81	49									
		7.90%	6.15%	10.22%	8.85%	9.98%	8.27%	7.72%	7.82%	6.94%	7.51%	6.17%	5.93%	7.98%	7.37%	10.92%	6.79%	7.00%	9.83%	7.13%	7.61%	7.88%									
15	Жириновский Владимир Вольфович	1254	37	31	62	92	51	92	117	96	39	31	55	57	81	37	40	34	63	89	88	62									
		9.38%	11.97%	8.33%	9.63%	8.66%	7.81%	11.65%	9.54%	11.29%	11.71%	6.38%	7.59%	7.46%	8.53%	9.18%	12.35%	11.33%	12.14%	9.19%	8.27%	9.97%									
16	Путин Владимир Владимирович	10302	238	280	484	786	518	592	947	667	259	404	590	600	730	302	246	223	375	744	841	476									
		77.08%	77.02%	75.27%	75.16%	74.01%	79.33%	74.94%	77.18%	78.47%	77.78%	83.13%	81.38%	78.53%	76.84%	74.94%	75.93%	74.33%	72.25%	76.86%	79.04%	76.53%									
17	Собчак Ксения Анатольевна	230	5	7	9	18	10	21	17	10	3	3	14	21	20	6	3	2	14	20	18	9									
		1.72%	1.62%	1.88%	1.40%	1.69%	1.53%	2.66%	1.39%	1.18%	0.90%	0.62%	1.93%	2.75%	2.11%	1.49%	0.93%	0.67%	2.70%	2.07%	1.69%	1.45%									
18	Сурайкин Максим Александрович	90	2	3	7	9	3	3	7	3	0	4	2	4	10	2	2	4	4	10	5	6									
		0.67%	0.65%	0.81%	1.09%	0.85%	0.46%	0.38%	0.57%	0.35%	0.00%	0.82%	0.28%	0.52%	1.05%	0.50%	0.62%	1.33%	0.77%	1.03%	0.47%	0.96%									
19	Титов Борис Юрьевич	88	3	2	6	14	5	3	4	5	3	5	3	2	8	1	3	2	7	4	4	4									
		0.66%	0.97%	0.54%	0.93%	1.32%	0.77%	0.38%	0.33%	0.59%	0.90%	1.03%	0.41%	0.26%	0.84%	0.25%	0.93%	0.67%	1.35%	0.41%	0.38%	0.64%									
20	Явлинский Григорий Алексеевич	137	0	6	3	20	5	9	14	3	3	3	5	8	19	4	0	6	0	12	12	5									
		1.03%	0.00%	1.61%	0.47%	1.88%	0.77%	1.14%	1.14%	0.35%	0.90%	0.62%	0.69%	1.05%	2.00%	0.99%	0.00%	2.00%	0.00%	1.24%	1.13%	0.80%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
