Выборы Президента Российской Федерации																														
																														
"Наименование Избирательной комиссии:    Архангельск, Исакогорская"																														
																														
Итоги голосования 																														
																														
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23					
1	"Число избирателей, внесенных в список"	30423	750	1241	1984	2189	1595	2239	2782	2380	849	1088	1525	1800	1967	23	19	34	22	1285	612	2322	2266	1415	36					
2	Число полученных избирательных бюллетеней	27150	650	1100	1700	1950	1450	2100	2500	2100	750	850	1400	1600	1750	50	30	40	40	1150	550	2100	2000	1250	40					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	14667	353	489	911	1134	692	908	1483	1011	438	605	797	891	1030	23	19	34	22	676	309	1135	1127	544	36					
5	"Число избирательных бюллетеней, выданных вне помещения"	407	9	18	21	28	16	23	29	47	21	20	6	21	25	0	0	0	0	20	8	23	52	20	0					
6	Число погашенных избирательных бюллетеней	12076	288	593	768	788	742	1169	988	1042	291	225	597	688	695	27	11	6	18	454	233	942	821	686	4					
7	Число избирательных бюллетеней в переносных ящиках	407	9	18	21	28	16	23	29	47	21	20	6	21	25	0	0	0	0	20	8	23	52	20	0					
8	Число бюллетеней в стационарных ящиках для голосования	14664	353	489	911	1134	692	908	1483	1011	438	605	796	891	1030	23	19	34	22	675	309	1135	1127	543	36					
9	Число недействительных избирательных бюллетеней	131	3	3	1	14	3	16	10	17	5	2	6	5	6	0	0	1	0	7	9	13	8	2	0					
10	Число действительных избирательных бюллетеней	14940	359	504	931	1148	705	915	1502	1041	454	623	796	907	1049	23	19	33	22	688	308	1145	1171	561	36					
11	Число полученных открепительных  удостоверений	510	25	25	25	30	30	30	30	30	20	20	30	30	35	0	0	0	0	35	20	45	30	20	0					
12	Число выданных открепительных удостоверений	252	12	14	10	21	14	12	26	12	3	9	30	8	14	0	0	0	0	21	6	16	16	8	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	216	7	7	18	15	7	12	19	8	2	9	14	11	18	7	3	3	1	15	4	9	16	8	3					
14	Число неиспользованных открепительных удостоверений	258	13	11	15	9	16	18	4	18	17	11	0	22	21	0	0	0	0	14	14	29	14	12	0					
15	"Число открепительных удостоверений, выданных в ТИК"	31	0	1	3	1	5	3	4	1	1	1	2	1	1	0	0	0	0	3	0	4	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																														
18	. Глазьев Сергей Юрьевич	403	6	11	19	49	25	28	38	28	9	11	7	25	40	1	0	2	0	15	8	35	31	15	0					
		2.67%	1.66%	2.17%	2.04%	4.22%	3.53%	3.01%	2.51%	2.65%	1.96%	1.76%	0.87%	2.74%	3.79%	4.35%	0.00%	5.88%	0.00%	2.16%	2.52%	3.02%	2.63%	2.66%	0.00%					
19	. Малышкин Олег Александрович	290	7	12	20	26	15	19	19	18	9	14	18	14	20	0	2	1	0	13	12	21	14	16	0					
		1.92%	1.93%	2.37%	2.15%	2.24%	2.12%	2.04%	1.26%	1.70%	1.96%	2.24%	2.24%	1.54%	1.90%	0.00%	10.53%	2.94%	0.00%	1.87%	3.79%	1.81%	1.19%	2.84%	0.00%					
20	. Миронов Сергей Михайлович	88	2	3	8	9	3	7	6	5	3	1	7	5	3	0	0	1	0	3	1	6	10	3	2					
