Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Суземская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	14253	2632	1408	1000	2635	125	99	97	84	1591	480	435	184	193	208	126	396	426	322	265	265	78	504	473	227									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13000	2400	1250	900	2350	100	100	100	100	1450	450	400	200	200	200	100	350	350	300	250	250	100	450	450	200									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7038	934	708	349	1180	85	79	37	74	1295	307	127	133	116	66	87	247	131	190	126	164	40	227	221	115									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	789	72	22	107	53	15	19	60	0	63	35	32	9	20	25	8	39	11	49	26	19	22	41	22	20									
6	Число погашенных избирательных бюллетеней	5173	1394	520	444	1117	0	2	3	26	92	108	241	58	64	109	5	64	208	61	98	67	38	182	207	65									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	789	72	22	107	53	15	19	60	0	63	35	32	9	20	25	8	39	11	49	26	19	22	41	22	20									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	7038	934	708	349	1180	85	79	37	74	1295	307	127	133	116	66	87	247	131	190	126	164	40	227	221	115									
9	Число недействительных избирательных бюллетеней	98	15	11	9	7	1	0	1	5	13	4	0	0	3	0	3	0	9	0	0	6	0	8	3	0									
10	Число действительных избирательных бюллетеней	7729	991	719	447	1226	99	98	96	69	1345	338	159	142	133	91	92	286	133	239	152	177	62	260	240	135									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	178	25	10	10	20	5	4	5	4	10	7	7	4	4	4	4	7	7	5	8	5	5	7	7	4									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	112	25	9	7	15	3	0	0	0	6	7	4	4	1	1	4	1	2	2	8	5	0	4	4	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	114	12	0	1	37	2	3	7	6	3	2	3	0	2	0	3	4	5	3	2	3	5	6	3	2									
14	Число погашенных неиспользованных открепительных удостоверений	66	0	1	3	5	2	4	5	4	4	0	3	0	3	3	0	6	5	3	0	0	5	3	3	4									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	65	17	3	2	29	0	0	0	0	3	1	3	0	0	2	1	1	0	1	0	0	0	1	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	79	9	8	14	19	1	0	0	0	4	4	0	1	2	0	2	1	0	4	0	5	0	3	1	1									
		1.01%	0.89%	1.10%	3.07%	1.54%	1.00%	0.00%	0.00%	0.00%	0.29%	1.17%	0.00%	0.70%	1.47%	0.00%	2.11%	0.35%	0.00%	1.67%	0.00%	2.73%	0.00%	1.12%	0.41%	0.74%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	146	11	10	9	11	0	0	9	0	25	2	6	2	1	2	4	1	5	2	4	3	0	11	11	17									
		1.87%	1.09%	1.37%	1.97%	0.89%	0.00%	0.00%	9.28%	0.00%	1.84%	0.58%	3.77%	1.41%	0.74%	2.20%	4.21%	0.35%	3.52%	0.84%	2.63%	1.64%	0.00%	4.10%	4.53%	12.59%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	86	8	16	11	10	1	1	0	0	14	1	1	0	2	1	1	3	3	0	1	3	1	3	4	1									
		1.10%	0.80%	2.19%	2.41%	0.81%	1.00%	1.02%	0.00%	0.00%	1.03%	0.29%	0.63%	0.00%	1.47%	1.10%	1.05%	1.05%	2.11%	0.00%	0.66%	1.64%	1.61%	1.12%	1.65%	0.74%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4869	586	404	222	773	71	86	74	40	964	183	97	113	99	49	49	215	54	182	102	116	55	140	127	68									
		62.21%	58.25%	55.34%	48.68%	62.69%	71.00%	87.76%	76.29%	54.05%	70.99%	53.51%	61.01%	79.58%	72.79%	53.85%	51.58%	75.17%	38.03%	76.15%	67.11%	63.39%	88.71%	52.24%	52.26%	50.37%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	35	2	1	9	5	1	0	0	0	6	0	2	0	0	0	0	0	0	3	1	0	0	0	4	1									
		0.45%	0.20%	0.14%	1.97%	0.41%	1.00%	0.00%	0.00%	0.00%	0.44%	0.00%	1.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.26%	0.66%	0.00%	0.00%	0.00%	1.65%	0.74%									
24	"6. Политическая партия ""Гражданская Платформа"""	19	0	0	5	1	0	0	0	0	8	0	0	0	0	0	0	0	0	3	0	0	0	1	0	1									
		0.24%	0.00%	0.00%	1.10%	0.08%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.26%	0.00%	0.00%	0.00%	0.37%	0.00%	0.74%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1044	178	115	74	115	8	8	8	7	176	57	23	19	12	18	13	30	21	22	29	24	4	29	31	23									
		13.34%	17.69%	15.75%	16.23%	9.33%	8.00%	8.16%	8.25%	9.46%	12.96%	16.67%	14.47%	13.38%	8.82%	19.78%	13.68%	10.49%	14.79%	9.21%	19.08%	13.11%	6.45%	10.82%	12.76%	17.04%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	30	2	2	0	9	0	0	0	0	9	0	0	0	2	0	1	0	0	2	1	0	0	0	2	0									
		0.38%	0.20%	0.27%	0.00%	0.73%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	1.47%	0.00%	1.05%	0.00%	0.00%	0.84%	0.66%	0.00%	0.00%	0.00%	0.82%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	35	4	2	4	9	1	0	2	0	8	0	0	0	0	0	0	0	0	1	1	0	0	1	2	0									
		0.45%	0.40%	0.27%	0.88%	0.73%	1.00%	0.00%	2.06%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.66%	0.00%	0.00%	0.37%	0.82%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	12	1	0	1	2	0	0	0	0	4	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0									
