Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Хомутовская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	9667	2006	1851	240	165	270	335	1001	221	132	95	134	365	83	163	163	85	204	82	179	191	205	88	150	103	356	198	120	265	111	106									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	7865	1644	1504	194	134	221	270	821	176	106	76	107	291	65	130	138	70	166	65	142	156	165	75	123	90	287	155	95	214	95	90									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	4016	795	819	75	68	69	159	473	96	53	35	60	159	39	70	61	44	101	43	80	58	103	43	60	47	120	99	51	66	25	45									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	849	29	54	28	25	51	41	52	39	21	16	19	41	7	16	16	7	16	6	37	50	28	13	27	7	51	8	10	82	28	24									
6	Число погашенных избирательных бюллетеней	3000	820	631	91	41	101	70	296	41	32	25	28	91	19	44	61	19	49	16	25	48	34	19	36	36	116	48	34	66	42	21									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	849	29	54	28	25	51	41	52	39	21	16	19	41	7	16	16	7	16	6	37	50	28	13	27	7	51	8	10	82	28	24									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	4016	795	819	75	68	69	159	473	96	53	35	60	159	39	70	61	44	101	43	80	58	103	43	60	47	120	99	51	66	25	45									
9	Число недействительных избирательных бюллетеней	94	17	13	1	3	3	4	15	5	0	2	1	8	0	0	2	0	6	0	2	2	0	1	2	2	1	1	0	2	0	1									
10	Число действительных избирательных бюллетеней	4771	807	860	102	90	117	196	510	130	74	49	78	192	46	86	75	51	111	49	115	106	131	55	85	52	170	106	61	146	53	68									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	178	45	30	3	3	3	3	22	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	100	38	25	1	1	2	3	17	1	0	0	0	0	0	0	2	0	2	0	0	0	0	3	1	2	2	0	0	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	41	7	5	0	1	1	0	2	2	1	2	2	1	3	2	1	1	0	1	1	1	1	0	0	0	1	2	2	1	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	78	7	5	2	2	1	0	5	2	3	3	3	3	3	3	1	3	1	3	3	3	3	0	2	1	1	3	3	3	3	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	42	15	12	1	1	0	0	3	0	0	0	1	1	0	0	3	0	0	0	0	0	1	0	1	2	1	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	59	12	6	3	1	0	2	7	4	0	0	0	4	2	1	0	0	1	1	1	3	1	0	1	0	3	2	0	3	1	0									
		1.21%	1.46%	0.69%	2.91%	1.08%	0.00%	1.00%	1.33%	2.96%	0.00%	0.00%	0.00%	2.00%	4.35%	1.16%	0.00%	0.00%	0.85%	2.04%	0.85%	2.78%	0.76%	0.00%	1.15%	0.00%	1.75%	1.87%	0.00%	2.03%	1.89%	0.00%									
