Выборы Президента Российской Федерации																																								
																																								
Наименование Избирательной комиссии:    Оричевская																																								
																																								
Итоги голосования 																																								
																																								
		Сумма	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925					
1	"Число избирателей, внесенных в список"	24597	774	150	620	240	740	396	878	1698	319	1054	535	690	1392	1589	204	299	566	461	658	1216	682	1429	1150	371	514	91	443	1676	1450	307	1431	242	332					
2	Число полученных избирательных бюллетеней	24880	800	160	600	220	750	350	850	1800	400	1100	550	700	1400	1600	200	300	550	450	700	1300	650	1500	1200	400	500	100	450	1600	1400	300	1450	220	330					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	14879	532	81	377	137	444	332	431	1091	230	687	347	497	799	975	146	124	255	273	363	628	342	1004	723	272	316	71	176	1016	742	209	861	182	216					
5	"Число избирательных бюллетеней, выданных вне помещения"	2143	57	35	45	61	108	5	217	19	9	139	58	31	37	75	35	125	44	22	61	73	96	70	42	60	87	3	185	67	59	52	86	18	62					
6	Число погашенных избирательных бюллетеней	7858	211	44	178	22	198	13	202	690	161	274	145	172	564	550	19	51	251	155	276	599	212	426	435	68	97	26	89	517	599	39	503	20	52					
7	Число избирательных бюллетеней в переносных ящиках	2143	57	35	45	61	108	5	217	19	9	139	58	31	37	75	35	125	44	22	61	73	96	70	42	60	87	3	185	67	59	52	86	18	62					
8	Число бюллетеней в стационарных ящиках для голосования	14876	532	81	377	137	444	332	431	1091	230	687	347	497	799	974	146	124	255	273	363	628	342	1004	723	272	316	71	176	1016	742	209	859	182	216					
9	Число недействительных избирательных бюллетеней	118	8	1	4	1	5	2	1	6	2	8	5	4	12	1	2	1	4	1	4	6	3	1	1	0	0	0	0	13	7	3	12	0	0					
10	Число действительных избирательных бюллетеней	16901	581	115	418	197	547	335	647	1104	237	818	400	524	824	1048	179	248	295	294	420	695	435	1073	764	332	403	74	361	1070	794	258	933	200	278					
