Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																					
Дата голосования: 02.12.2007																																																					
																																																					
"Наименование Избирательной комиссии:    Челябинск, Центральная"																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №2221					
1	"Число избирателей, внесенных в списки избирателей"	72677	2315	2736	2846	1144	1282	1490	2071	2333	2139	1718	1529	1526	1528	1728	1249	1179	1210	1179	1569	1537	1369	1554	1438	1616	1010	1690	2376	2146	2300	2195	1472	1074	2221	2205	2083	1417	1554	1476	803	1928	1466	1068	772	727	171	238					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	67650	2100	2450	2500	1050	1150	1700	1600	2150	1900	1550	1350	1400	1400	1550	1150	1250	1050	1200	1450	1350	1200	1450	1300	1500	900	1650	2150	2050	2050	1800	1350	1000	2000	2000	1850	1250	1400	1300	1000	1700	1250	900	800	1500	500	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	49100	1468	1790	1741	755	772	1440	1435	1548	1494	1144	964	1006	1006	1138	873	950	898	965	1070	1041	938	1016	987	1091	667	1091	1790	1392	1608	1235	956	870	1472	1419	1400	940	1052	917	752	1244	1114	739	122	420	132	238					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2688	40	52	162	23	36	36	39	49	39	72	31	27	46	77	27	16	25	13	45	44	43	29	42	63	21	18	28	32	35	35	47	0	43	86	43	53	27	23	49	22	51	3	650	307	39	0					
6	Число погашенных избирательных бюллетеней	15860	592	608	597	272	342	224	126	553	367	334	355	367	348	335	250	284	127	222	335	265	219	405	271	346	212	541	332	626	407	530	347	130	485	495	407	257	321	360	197	434	85	158	28	773	329	262					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2687	40	52	162	23	36	36	39	49	39	72	31	27	45	77	27	16	25	13	45	44	43	29	42	63	21	18	28	32	35	35	47	0	43	86	43	53	27	23	49	22	51	3	650	307	39	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	49026	1467	1789	1738	755	772	1436	1435	1543	1493	1136	962	1004	1005	1132	872	950	897	963	1051	1041	938	1016	987	1089	667	1089	1790	1392	1607	1233	956	869	1472	1417	1400	938	1049	917	752	1244	1112	739	122	420	132	238					
9	Число недействительных избирательных бюллетеней	659	21	25	29	10	11	13	20	17	17	16	11	12	6	14	10	13	15	23	0	20	5	11	9	15	9	18	17	30	29	22	17	14	19	21	7	19	13	6	15	18	10	8	15	5	1	3					
10	Число действительных избирательных бюллетеней	51054	1486	1816	1871	768	797	1459	1454	1575	1515	1192	982	1019	1044	1195	889	953	907	953	1096	1065	976	1034	1020	1137	679	1089	1801	1394	1613	1246	986	855	1496	1482	1436	972	1063	934	786	1248	1153	734	757	722	170	235					
