Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																								
Дата голосования: 02.12.2007																																								
																																								
Наименование Избирательной комиссии:    Сосногорская городская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245					
1	"Число избирателей, внесенных в списки избирателей"	40521	1521	2875	1537	1417	1630	1662	2861	1531	1679	1740	1650	1747	1696	761	81	1439	1573	1833	1819	1588	1619	1812	134	422	118	244	881	162	439	425	568	725	332					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	37984	1380	2700	1300	1250	1400	1450	2600	1400	1500	1600	1550	1500	1600	740	85	1500	1600	1800	1700	1500	1600	1600	122	430	140	237	846	160	550	520	580	705	339					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	46	0	0	4	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	27320	1006	2045	1038	964	1065	1178	2061	1094	1144	1082	1186	1229	1024	497	46	887	937	1222	1092	1006	1047	1430	97	306	85	199	535	71	344	292	315	466	330					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1066	68	29	26	12	53	15	37	41	33	23	10	18	30	49	0	40	40	12	104	23	36	109	0	13	0	11	35	3	48	65	40	43	0					
6	Число погашенных избирательных бюллетеней	9532	306	626	236	274	282	257	502	265	323	495	354	253	546	194	39	573	623	566	504	471	517	61	25	111	55	27	260	40	158	163	221	196	9					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1132	68	29	26	12	53	15	37	41	33	23	10	18	30	49	0	40	40	12	104	23	36	109	0	13	0	11	51	49	48	65	44	43	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	27319	1006	2045	1038	964	1065	1178	2061	1094	1144	1081	1186	1229	1024	497	46	887	937	1222	1092	1006	1047	1430	97	306	85	199	535	71	344	292	315	466	330					
9	Число недействительных избирательных бюллетеней	287	10	13	11	10	9	6	22	10	12	13	9	16	20	5	0	13	13	13	15	16	5	8	0	4	1	1	7	4	7	1	2	0	11					
10	Число действительных избирательных бюллетеней	28164	1064	2061	1053	966	1109	1187	2076	1125	1165	1091	1187	1231	1034	541	46	914	964	1221	1181	1013	1078	1531	97	315	84	209	579	116	385	356	357	509	319					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1102	20	45	30	20	12	40	50	30	25	25	35	40	40	20	10	40	40	60	60	50	60	60	10	22	17	9	10	5	100	80	20	17	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1016	19	45	28	20	12	40	49	28	21	20	30	30	38	9	6	40	40	58	57	38	55	44	10	22	17	9	9	5	100	80	20	17	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	749	12	21	23	19	36	21	16	23	11	16	18	30	17	9	3	1	13	13	48	16	19	8	3	10	4	12	47	0	8	13	14	21	224					
14	Число погашенных неиспользованных открепительных удостоверений	86	1	0	2	0	0	0	1	2	4	5	5	10	2	11	4	0	0	2	3	12	5	16	0	0	0	0	1	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	64	1	3	6	2	2	1	1	0	2	1	3	2	2	1	0	0	1	0	3	1	2	3	3	2	1	0	1	0	17	0	2	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
18	1.Политическая партия «Аграрная партия России»	609	28	43	22	17	26	15	52	35	22	26	24	35	17	8	2	27	41	17	24	19	26	20	0	7	1	11	14	5	7	2	1	12	3					
		2.14%	2.61%	2.07%	2.07%	1.74%	2.33%	1.26%	2.48%	3.08%	1.87%	2.36%	2.01%	2.81%	1.61%	1.47%	4.35%	2.91%	4.20%	1.38%	2.01%	1.85%	2.40%	1.30%	0.00%	2.19%	1.18%	5.24%	2.39%	4.17%	1.79%	0.56%	0.28%	2.36%	0.91%					
19	2.Всероссийская политическая партия «Гражданская Сила»	257	7	27	12	16	6	5	16	9	14	12	12	18	14	2	0	4	9	15	13	10	10	11	0	1	0	1	0	0	2	3	1	4	3					
		0.90%	0.65%	1.30%	1.13%	1.64%	0.54%	0.42%	0.76%	0.79%	1.19%	1.09%	1.00%	1.44%	1.33%	0.37%	0.00%	0.43%	0.92%	1.22%	1.09%	0.97%	0.92%	0.71%	0.00%	0.31%	0.00%	0.48%	0.00%	0.00%	0.51%	0.84%	0.28%	0.79%	0.91%					
20	3.Политическая партия «Демократическая партия России»	41	2	2	3	2	1	4	5	1	4	0	3	0	1	1	0	1	0	2	2	1	2	1	0	0	0	1	0	0	1	0	0	0	1					
		0.14%	0.19%	0.10%	0.28%	0.20%	0.09%	0.34%	0.24%	0.09%	0.34%	0.00%	0.25%	0.00%	0.09%	0.18%	0.00%	0.11%	0.00%	0.16%	0.17%	0.10%	0.18%	0.06%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.30%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2418	108	195	113	108	110	61	161	78	90	71	89	90	53	44	5	158	142	118	102	127	81	122	16	27	8	14	37	5	16	19	23	18	9					
		8.50%	10.06%	9.40%	10.62%	11.07%	9.84%	5.11%	7.67%	6.87%	7.65%	6.43%	7.44%	7.22%	5.03%	8.06%	10.87%	17.04%	14.53%	9.56%	8.53%	12.34%	7.48%	7.93%	16.49%	8.46%	9.41%	6.67%	6.31%	4.17%	4.08%	5.32%	6.41%	3.54%	2.73%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	184	9	27	4	11	8	5	15	9	15	8	9	6	4	3	0	5	5	6	7	3	1	10	0	4	0	0	2	0	1	0	0	2	5					
		0.65%	0.84%	1.30%	0.38%	1.13%	0.72%	0.42%	0.71%	0.79%	1.27%	0.72%	0.75%	0.48%	0.38%	0.55%	0.00%	0.54%	0.51%	0.49%	0.59%	0.29%	0.09%	0.65%	0.00%	1.25%	0.00%	0.00%	0.34%	0.00%	0.26%	0.00%	0.00%	0.39%	1.52%					
23	6.Политическая партия «Партия социальной справедливости»	58	2	6	3	2	0	2	3	1	1	3	3	5	0	0	0	1	2	5	2	1	8	2	0	2	0	0	0	0	0	2	0	2	0					
		0.20%	0.19%	0.29%	0.28%	0.20%	0.00%	0.17%	0.14%	0.09%	0.08%	0.27%	0.25%	0.40%	0.00%	0.00%	0.00%	0.11%	0.20%	0.41%	0.17%	0.10%	0.74%	0.13%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.39%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	3336	128	223	115	120	133	82	224	89	113	107	137	132	126	88	3	133	128	170	155	134	141	180	2	46	11	16	65	16	41	35	47	84	112					
		11.73%	11.92%	10.75%	10.81%	12.30%	11.90%	6.87%	10.68%	7.84%	9.60%	9.69%	11.45%	10.59%	11.95%	16.12%	6.52%	14.35%	13.10%	13.78%	12.96%	13.02%	13.02%	11.70%	2.06%	14.42%	12.94%	7.62%	11.09%	13.33%	10.46%	9.80%	13.09%	16.50%	33.94%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3622	168	327	134	94	139	90	303	182	254	167	158	188	126	39	3	117	122	155	147	117	155	156	9	26	4	6	62	7	33	18	51	46	19					
		12.73%	15.64%	15.77%	12.59%	9.63%	12.43%	7.54%	14.44%	16.04%	21.58%	15.13%	13.21%	15.08%	11.95%	7.14%	6.52%	12.62%	12.49%	12.56%	12.29%	11.37%	14.31%	10.14%	9.28%	8.15%	4.71%	2.86%	10.58%	5.83%	8.42%	5.04%	14.21%	9.04%	5.76%					
