Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Елховская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	7226	228	491	492	543	774	441	280	296	226	73	86	568	79	727	74	203	506	181	278	375	305									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	7490	231	518	518	571	789	447	284	303	226	73	80	587	80	778	81	216	532	189	289	387	311									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	4777	153	369	349	507	614	343	169	148	171	52	38	321	16	414	28	65	324	129	158	214	195									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	783	60	45	38	15	39	35	23	34	6	11	20	22	29	89	31	96	42	31	44	40	33									
6	Число погашенных избирательных бюллетеней	1930	18	104	131	49	136	69	92	121	49	10	22	244	35	275	22	55	166	29	87	133	83									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	783	60	45	38	15	39	35	23	34	6	11	20	22	29	89	31	96	42	31	44	40	33									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	4777	153	369	349	507	614	343	169	148	171	52	38	321	16	414	28	65	324	129	158	214	195									
9	Число недействительных избирательных бюллетеней	131	3	9	8	26	2	4	9	6	2	2	0	4	0	24	1	2	9	0	2	9	9									
10	Число действительных избирательных бюллетеней	5429	210	405	379	496	651	374	183	176	175	61	58	339	45	479	58	159	357	160	200	245	219									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	199	2	10	17	28	15	6	3	7	3	1	0	16	0	23	6	7	20	7	11	9	8									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	199	2	10	17	28	15	6	3	7	3	1	0	16	0	23	6	7	20	7	11	9	8									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	59	1	1	7	6	0	3	0	1	0	0	4	1	0	2	2	1	20	3	2	3	2									
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	21	1	2	0	3	3	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	54	2	2	1	4	2	5	2	3	5	1	0	5	1	7	0	1	3	0	6	2	2									
