Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																	
Дата голосования: 02.12.2007																																																	
																																																	
Наименование Избирательной комиссии:    Макушинская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №1189					
1	"Число избирателей, внесенных в списки избирателей"	16761	1060	1388	1251	941	782	941	263	197	101	486	107	87	40	495	86	142	86	610	779	634	321	314	116	211	304	466	127	348	69	632	94	104	517	153	422	97	192	262	340	66	61	1069					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	16350	1050	1400	1050	900	750	900	250	200	100	450	100	80	40	500	80	140	85	620	785	620	320	320	110	200	300	470	130	350	60	640	90	100	510	150	420	95	195	270	340	68	62	1050					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	10825	676	751	656	472	443	567	182	128	89	337	84	72	40	345	69	87	69	368	567	444	258	217	79	160	274	324	90	249	56	441	58	73	338	94	332	68	138	173	221	51	45	640					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	721	51	53	55	46	29	34	15	8	3	15	7	0	0	27	0	15	2	46	12	27	22	12	9	2	0	34	0	17	4	14	6	0	32	14	0	0	0	23	15	0	6	66					
6	Число погашенных избирательных бюллетеней	4804	323	596	339	382	278	299	53	64	8	98	9	8	0	128	11	38	14	206	206	149	40	91	22	38	26	112	40	84	0	185	26	27	140	42	88	27	57	74	104	17	11	344					
7	Число избирательных бюллетеней в переносных ящиках для голосования	721	51	53	55	46	29	34	15	8	3	15	7	0	0	27	0	15	2	46	12	27	22	12	9	2	0	34	0	17	4	14	6	0	32	14	0	0	0	23	15	0	6	66					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10825	676	751	656	472	443	567	182	128	89	337	84	72	40	345	69	87	69	368	567	444	258	217	79	160	274	324	90	249	56	441	58	73	338	94	332	68	138	173	221	51	45	640					
9	Число недействительных избирательных бюллетеней	74	6	4	10	1	1	6	2	2	1	0	0	0	0	5	0	2	0	1	3	2	1	0	0	0	4	4	2	0	0	1	0	0	2	2	1	1	0	0	2	1	0	7					
10	Число действительных избирательных бюллетеней	11472	721	800	701	517	471	595	195	134	91	352	91	72	40	367	69	100	71	413	576	469	279	229	88	162	270	354	88	266	60	454	64	73	368	106	331	67	138	196	234	50	51	699					
