Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																				
Дата голосования: 02.12.2007																																				
																																				
Наименование Избирательной комиссии:    Академический район																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №2045	УИК №2046	УИК №2047	УИК №2048	УИК №2049	УИК №2050	УИК №2051	УИК №2052	УИК №2053	УИК №2054	УИК №2055	УИК №2056	УИК №2057	УИК №2058	УИК №2059	УИК №2060	УИК №2061	УИК №2062	УИК №2063	УИК №2064	УИК №2065	УИК №2066	УИК №2067	УИК №2068	УИК №2069	УИК №2070	УИК №2071	УИК №3253	УИК №3254					
1	"Число избирателей, внесенных в списки избирателей"	64226	1721	2743	2518	2605	2859	2141	2584	2101	2378	2803	2832	3043	2546	1893	2231	2487	2663	1845	2137	2186	2209	1927	2348	2827	1995	1994	1967	623	20					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	51700	1100	2200	2100	1700	2300	1700	2100	1700	1900	2300	2300	2400	2000	1600	1800	1900	2100	1500	1700	1800	1800	1600	1900	2300	1600	1600	1600	900	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	32267	850	1335	1227	1485	1438	1046	1348	1051	1065	1306	1368	1368	1197	972	1168	1272	1275	1071	1119	1072	1043	947	1255	1360	1000	973	1013	623	20					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	885	7	21	44	20	29	36	51	28	34	45	45	25	14	29	37	27	42	31	28	23	40	26	53	30	31	30	59	0	0					
6	Число погашенных избирательных бюллетеней	18548	243	844	829	195	833	618	701	621	801	949	887	1007	789	599	595	601	783	398	553	705	717	627	592	910	569	597	528	277	180					
7	Число избирательных бюллетеней в переносных ящиках для голосования	884	7	21	44	20	29	36	51	28	34	45	45	25	14	29	37	27	42	31	28	23	40	26	53	30	31	30	58	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	32088	850	1327	1226	1472	1428	1017	1339	1021	1064	1299	1364	1354	1197	960	1152	1272	1273	1071	1114	1067	1043	945	1250	1360	1000	973	1008	623	19					
9	Число недействительных избирательных бюллетеней	515	14	14	37	29	17	7	24	8	18	20	33	24	18	12	16	22	18	14	20	11	21	17	26	19	11	12	23	10	0					
10	Число действительных избирательных бюллетеней	32457	843	1334	1233	1463	1440	1046	1366	1041	1080	1324	1376	1355	1193	977	1173	1277	1297	1088	1122	1079	1062	954	1277	1371	1020	991	1043	613	19					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1460	50	70	70	70	70	50	50	70	50	50	70	50	50	50	50	50	50	50	50	50	50	50	50	50	40	50	50	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1090	25	49	56	51	51	43	49	51	41	44	47	45	37	30	33	32	44	38	39	39	37	33	46	35	31	33	31	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1177	24	51	12	34	36	25	27	35	18	45	32	51	85	25	58	40	92	88	63	23	36	33	55	26	34	26	52	49	2					
14	Число погашенных неиспользованных открепительных удостоверений	370	25	21	14	19	19	7	1	19	9	6	23	5	13	20	17	18	6	12	11	11	13	17	4	15	9	17	19	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	99	0	2	4	1	7	1	3	3	3	6	5	5	3	9	3	2	2	4	7	6	9	0	2	2	3	6	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
18	1.Политическая партия «Аграрная партия России»	873	22	31	34	44	37	28	40	26	34	34	47	26	23	23	28	22	42	29	32	32	30	40	41	37	22	20	35	14	0					
		2.65%	2.57%	2.30%	2.68%	2.95%	2.54%	2.66%	2.88%	2.48%	3.10%	2.53%	3.34%	1.89%	1.90%	2.33%	2.35%	1.69%	3.19%	2.63%	2.80%	2.94%	2.77%	4.12%	3.15%	2.66%	2.13%	1.99%	3.28%	2.25%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1245	44	77	34	90	59	42	42	33	35	33	54	58	81	40	45	52	34	27	37	31	36	38	53	41	47	31	44	7	0					
		3.78%	5.13%	5.71%	2.68%	6.03%	4.05%	3.99%	3.02%	3.15%	3.19%	2.46%	3.83%	4.21%	6.69%	4.04%	3.78%	4.00%	2.59%	2.45%	3.24%	2.84%	3.32%	3.91%	4.07%	2.95%	4.56%	3.09%	4.13%	1.12%	0.00%					
20	3.Политическая партия «Демократическая партия России»	79	4	3	3	7	5	1	1	3	1	4	1	1	4	1	4	3	7	1	4	2	2	0	6	4	1	2	0	4	0					
