Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																						
Дата голосования: 07.12.2003 0:00:00																																						
																																						
Наименование Избирательной комиссии:    Тугулымская																																						
																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																						
																																						
		Сумма	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019					
1	"Число избирателей, внесенных в списки"	18348	2073	2305	503	219	102	342	169	735	72	67	292	165	1142	142	154	209	2261	105	500	148	119	1163	812	2000	425	629	180	207	695	333	80					
2	"Число бюллетеней, полученных участковыми комиссиями"	18324	2045	2256	497	216	104	301	165	743	75	69	291	163	1162	145	161	214	2264	107	505	150	120	1193	815	2011	430	626	180	208	689	337	82					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7084	702	739	218	55	45	110	80	290	47	54	151	96	420	72	56	98	860	42	215	115	79	472	314	815	106	248	67	79	267	124	48					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1353	66	84	38	69	5	68	17	72	2	0	42	21	63	30	25	14	137	35	65	0	12	54	25	50	71	48	35	39	92	67	7					
6	Число погашенных бюллетеней	9887	1277	1433	241	92	54	123	68	381	26	15	98	46	679	43	80	102	1267	30	225	35	29	667	476	1146	253	330	78	90	330	146	27					
7	Число бюллетеней в переносных ящиках для голосования	1353	66	84	38	69	5	68	17	72	2	0	42	21	63	30	25	14	137	35	65	0	12	54	25	50	71	48	35	39	92	67	7					
8	Число бюллетеней в стационарных ящиках для голосования	7084	702	739	218	55	45	110	80	290	47	54	151	96	420	72	56	98	860	42	215	115	79	472	314	815	106	248	67	79	267	124	48					
9	Число недействительных бюллетеней	197	16	19	6	4	3	10	0	15	3	3	4	3	7	0	3	1	36	1	7	0	1	5	15	11	1	8	0	0	7	6	2					
10	Число действительных бюллетеней	8240	752	804	250	120	47	168	97	347	46	51	189	114	476	102	78	111	961	76	273	115	90	521	324	854	176	288	102	118	352	185	53					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	200	20	23	5	2	2	4	0	10	2	2	3	2	12	2	2	3	25	2	5	2	1	13	8	21	5	7	2	2	8	4	1					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	41	1	10	0	0	0	0	0	9	0	0	1	0	3	0	2	2	1	0	0	0	0	3	0	3	0	2	0	0	3	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	52	11	8	1	1	0	5	1	0	0	0	1	0	4	0	2	1	0	0	1	0	0	1	8	1	0	3	0	1	1	1	0					
14	Число погашенных открепительных удостоверений	159	19	13	5	2	2	4	0	1	2	2	2	2	9	2	0	1	24	2	5	2	1	10	8	18	5	5	2	2	5	3	1					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
18	"1. ""ЕДИНЕНИЕ"""	176	14	8	4	0	1	3	6	2	0	4	7	2	13	5	3	0	22	3	3	4	1	14	6	23	2	9	3	6	1	4	3					
		2.08%	1.82%	0.97%	1.56%	0.0%	2.0%	1.68%	6.18%	0.55%	0.0%	7.40%	3.62%	1.70%	2.69%	4.90%	3.70%	0.0%	2.20%	3.89%	1.07%	3.47%	1.09%	2.66%	1.76%	2.65%	1.12%	3.04%	2.94%	5.08%	0.27%	2.09%	5.45%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	112	17	18	1	1	0	2	0	4	0	2	1	2	5	0	1	0	7	0	7	0	0	1	6	19	3	3	1	1	7	3	0					
		1.32%	2.21%	2.18%	0.39%	0.80%	0.0%	1.12%	0.0%	1.10%	0.0%	3.70%	0.51%	1.70%	1.03%	0.0%	1.23%	0.0%	0.70%	0.0%	2.49%	0.0%	0.0%	0.19%	1.76%	2.19%	1.69%	1.01%	0.98%	0.84%	1.94%	1.57%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	296	38	25	13	4	0	8	3	17	1	1	6	3	15	3	2	0	44	2	7	2	0	31	9	18	6	8	2	10	10	5	3					
		3.50%	4.94%	3.03%	5.07%	3.22%	0.0%	4.49%	3.09%	4.69%	2.04%	1.85%	3.10%	2.56%	3.10%	2.94%	2.46%	0.0%	4.41%	2.59%	2.49%	1.73%	0.0%	5.89%	2.65%	2.08%	3.38%	2.70%	1.96%	8.47%	2.78%	2.61%	5.45%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	505	53	75	20	24	4	16	3	10	4	11	7	11	17	7	10	17	33	11	17	7	5	12	24	39	4	20	2	1	17	17	7					
