Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																		
Дата голосования: 07.12.2003 0:00:00																																		
																																		
Наименование Избирательной комиссии:    Старополтавская																																		
																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																		
																																		
		Сумма	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546					
1	"Число избирателей, внесенных в списки"	16946	414	769	524	116	1941	65	63	193	111	1385	274	458	372	550	612	601	503	819	293	465	384	170	820	2985	724	890	445					
2	"Число бюллетеней, полученных участковыми комиссиями"	16849	415	767	523	118	1905	106	65	193	113	1364	275	458	372	548	591	604	500	823	282	465	377	167	804	2946	728	896	444					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8583	184	461	249	72	834	65	46	85	68	588	165	205	197	243	341	311	325	386	182	272	168	76	419	1524	318	507	292					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	731	22	31	28	0	49	0	1	1	0	37	2	72	15	39	35	8	9	64	11	13	48	27	27	52	71	47	22					
6	Число погашенных бюллетеней	7535	210	275	246	46	1022	41	18	107	45	739	108	181	160	266	215	284	166	373	89	180	161	64	358	1370	339	342	130					
7	Число бюллетеней в переносных ящиках для голосования	731	22	31	28	0	49	0	1	1	0	37	2	72	15	39	35	8	9	64	11	13	48	27	27	52	71	47	22					
8	Число бюллетеней в стационарных ящиках для голосования	8583	184	461	249	72	834	65	46	85	68	588	165	205	197	243	341	311	325	386	182	272	168	76	419	1524	318	507	292					
9	Число недействительных бюллетеней	381	11	15	21	1	52	0	2	4	0	27	6	11	7	9	10	19	33	24	17	4	7	0	10	46	6	26	13					
10	Число действительных бюллетеней	8933	195	477	256	71	831	65	45	82	68	598	161	266	205	273	366	300	301	426	176	281	209	103	436	1530	383	528	301					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	300	8	13	9	2	35	1	1	3	2	25	2	10	10	11	11	12	9	5	5	10	8	3	16	52	12	16	9					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	29	0	0	0	0	9	0	0	0	0	0	0	2	0	0	0	0	2	1	0	0	0	0	1	11	1	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	21	1	0	0	1	4	0	1	0	0	0	1	1	0	0	0	0	1	3	0	0	0	0	1	3	2	1	1					
14	Число погашенных открепительных удостоверений	274	8	13	9	2	26	1	1	3	2	25	2	8	10	11	11	12	7	4	5	10	8	3	15	44	11	15	8					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
18	"1. ""ЕДИНЕНИЕ"""	173	2	8	11	3	15	0	1	2	1	13	2	5	3	7	4	7	9	7	4	4	4	3	13	24	11	9	1					
		1.85%	0.97%	1.62%	3.97%	4.16%	1.69%	0.0%	2.12%	2.32%	1.47%	2.08%	1.19%	1.80%	1.41%	2.48%	1.06%	2.19%	2.69%	1.55%	2.07%	1.40%	1.85%	2.91%	2.91%	1.52%	2.82%	1.62%	0.31%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	208	3	9	8	0	23	0	1	7	3	8	0	4	5	10	6	5	9	12	4	5	5	3	12	37	15	8	6					
		2.23%	1.45%	1.82%	2.88%	0.0%	2.60%	0.0%	2.12%	8.13%	4.41%	1.28%	0.0%	1.44%	2.35%	3.54%	1.59%	1.56%	2.69%	2.66%	2.07%	1.75%	2.31%	2.91%	2.69%	2.34%	3.85%	1.44%	1.91%					
