Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																	
Дата голосования: 07.12.2003 0:00:00																																																	
																																																	
Наименование Избирательной комиссии:    Район Гольяново																																																	
																																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																	
																																																	
		Сумма	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975					
1	"Число избирателей, внесенных в списки"	109261	2747	2642	2468	2817	2507	2700	2759	2566	2695	2463	2145	2159	2157	2381	2418	2631	2345	2426	2355	2418	2802	2519	2494	2187	2110	2714	2805	2894	2820	2826	2792	2733	2813	2712	2774	2852	2524	2743	2811	2837	2856	2844					
2	"Число бюллетеней, полученных участковыми комиссиями"	100400	2500	2500	2300	2600	2300	2500	2500	2300	2500	2300	2000	2000	2000	2200	2200	2400	2200	2200	2200	2200	2600	2300	2300	2000	2000	2500	2600	2700	2500	2500	2600	2500	2600	2500	2600	2600	2300	2500	2500	2600	2600	2600					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	58319	1516	1294	1392	1534	1241	1324	1552	1398	1419	1262	1158	1224	1208	1298	1336	1558	1217	1373	1201	1308	1435	1412	1278	1117	1129	1459	1503	1458	1485	1480	1599	1518	1476	1453	1493	1524	1295	1421	1441	1424	1523	1583					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1387	32	30	39	35	34	22	29	30	51	50	43	44	38	30	35	35	28	26	21	25	49	16	29	31	31	14	28	55	28	53	45	47	40	30	41	21	21	55	26	17	18	15					
6	Число погашенных бюллетеней	40685	952	1176	869	1031	1025	1154	919	872	1030	988	799	732	754	872	829	807	955	801	978	867	1116	872	993	852	840	1027	1067	1187	987	967	956	935	1084	1017	1066	1055	984	1024	1028	1157	1059	1002					
7	Число бюллетеней в переносных ящиках для голосования	1387	32	30	39	35	34	22	29	30	51	50	43	44	38	30	35	35	28	26	21	25	49	16	29	31	31	14	28	55	28	53	45	47	40	30	41	21	21	55	26	17	18	15					
8	Число бюллетеней в стационарных ящиках для голосования	58084	1514	1289	1340	1529	1241	1320	1529	1362	1412	1262	1158	1221	1208	1298	1328	1558	1202	1373	1201	1308	1435	1412	1278	1117	1127	1457	1503	1451	1485	1480	1552	1511	1476	1453	1493	1524	1295	1421	1436	1419	1523	1583					
9	Число недействительных бюллетеней	549	35	16	19	20	6	21	22	23	14	6	10	1	16	9	15	6	3	11	9	9	10	17	15	0	19	13	20	8	0	9	7	10	12	8	16	16	18	14	14	9	32	11					
10	Число действительных бюллетеней	58922	1511	1303	1360	1544	1269	1321	1536	1369	1449	1306	1191	1264	1230	1319	1348	1587	1227	1388	1213	1324	1474	1411	1292	1148	1139	1458	1511	1498	1513	1524	1590	1548	1504	1475	1518	1529	1298	1462	1448	1427	1509	1587					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	2100	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	1085	25	25	13	24	33	27	27	34	34	16	11	23	27	25	28	26	39	24	26	37	29	26	22	19	40	22	22	32	22	25	32	36	33	17	34	24	34	14	20	0	21	37					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	680	14	10	15	11	22	24	16	20	25	13	8	21	23	25	15	21	9	25	13	8	17	24	17	9	7	9	19	11	18	14	15	18	17	19	25	5	11	10	27	27	15	8					
14	Число погашенных открепительных удостоверений	965	25	25	37	26	17	23	23	16	16	34	39	27	23	25	22	24	11	26	24	13	21	24	28	31	10	28	28	18	28	25	18	14	17	33	16	26	16	36	30	0	29	13					
15	Число открепительных удостоверений выданных ТИК	52	0	0	1	2	0	0	0	0	1	0	1	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	28	2	0	1	3	1	0	1	0	0	3	0	4	0					
16	Число утраченных бюллетеней	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
18	"1. ""ЕДИНЕНИЕ"""	418	8	9	12	12	7	5	9	5	17	20	7	9	7	10	5	13	5	13	4	3	10	9	9	8	5	9	6	4	9	6	12	11	19	9	13	12	15	11	14	20	9	18					
		0.70%	0.51%	0.68%	0.87%	0.76%	0.54%	0.37%	0.57%	0.35%	1.16%	1.52%	0.58%	0.71%	0.56%	0.75%	0.36%	0.81%	0.40%	0.92%	0.32%	0.22%	0.67%	0.63%	0.68%	0.69%	0.43%	0.61%	0.39%	0.26%	0.59%	0.39%	0.75%	0.70%	1.25%	0.60%	0.84%	0.77%	1.13%	0.74%	0.95%	1.39%	0.58%	1.12%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	4140	111	97	93	103	83	91	90	93	104	110	82	136	103	125	132	126	75	153	64	80	86	86	79	66	110	80	94	101	112	93	144	112	88	96	77	80	100	113	78	73	126	95					
		6.96%	7.17%	7.35%	6.74%	6.58%	6.50%	6.78%	5.77%	6.68%	7.10%	8.38%	6.82%	10.75%	8.26%	9.41%	9.68%	7.90%	6.09%	10.93%	5.23%	6.00%	5.79%	6.02%	6.04%	5.74%	9.49%	5.43%	6.13%	6.70%	7.40%	6.06%	9.01%	7.18%	5.80%	6.47%	5.01%	5.17%	7.59%	7.65%	5.33%	5.08%	8.17%	5.94%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1351	29	23	38	32	33	25	37	21	33	34	29	38	25	37	32	31	34	19	28	48	45	31	28	21	30	34	40	26	39	30	41	35	33	31	40	46	29	36	25	21	31	33					
		2.27%	1.87%	1.74%	2.75%	2.04%	2.58%	1.86%	2.37%	1.50%	2.25%	2.59%	2.41%	3.00%	2.00%	2.78%	2.34%	1.94%	2.76%	1.35%	2.29%	3.60%	3.03%	2.17%	2.14%	1.82%	2.59%	2.31%	2.61%	1.72%	2.57%	1.95%	2.56%	2.24%	2.17%	2.09%	2.60%	2.97%	2.20%	2.43%	1.70%	1.46%	2.01%	2.06%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	5632	172	114	103	151	101	153	137	120	164	147	123	167	153	146	203	168	100	179	119	170	101	120	121	91	107	99	126	143	121	150	178	118	124	161	127	104	111	160	98	114	147	121					
		9.47%	11.12%	8.64%	7.46%	9.65%	7.92%	11.40%	8.79%	8.62%	11.20%	11.20%	10.24%	13.20%	12.27%	10.99%	14.89%	10.54%	8.13%	12.79%	9.73%	12.75%	6.80%	8.40%	9.25%	7.92%	9.24%	6.73%	8.22%	9.49%	7.99%	9.78%	11.14%	7.57%	8.17%	10.85%	8.27%	6.73%	8.43%	10.84%	6.70%	7.93%	9.53%	7.57%					
22	"5. ""За Русь Святую"""	366	4	2	11	10	9	3	5	9	3	6	2	6	6	5	5	9	5	6	12	4	8	5	8	3	4	4	7	4	10	10	5	40	8	9	8	59	7	11	7	6	8	13					
		0.61%	0.25%	0.15%	0.79%	0.63%	0.70%	0.22%	0.32%	0.64%	0.20%	0.45%	0.16%	0.47%	0.48%	0.37%	0.36%	0.56%	0.40%	0.42%	0.98%	0.30%	0.53%	0.35%	0.61%	0.26%	0.34%	0.27%	0.45%	0.26%	0.66%	0.65%	0.31%	2.56%	0.52%	0.60%	0.52%	3.81%	0.53%	0.74%	0.47%	0.41%	0.51%	0.81%					
23	"6. ""Объединенная Российская партия ""Русь"""	130	1	1	4	4	3	2	2	4	4	3	2	1	5	2	1	5	0	4	1	2	2	7	3	5	3	2	0	0	4	4	5	11	1	2	4	4	3	6	2	5	1	5					
		0.21%	0.06%	0.07%	0.29%	0.25%	0.23%	0.14%	0.12%	0.28%	0.27%	0.22%	0.16%	0.07%	0.40%	0.15%	0.07%	0.31%	0.0%	0.28%	0.08%	0.15%	0.13%	0.49%	0.22%	0.43%	0.25%	0.13%	0.0%	0.0%	0.26%	0.26%	0.31%	0.70%	0.06%	0.13%	0.26%	0.25%	0.22%	0.40%	0.13%	0.34%	0.06%	0.31%					
24	"7. ""Новый курс - Автомобильная Россия"""	940	30	18	27	25	21	15	32	13	20	14	19	15	20	17	16	20	13	25	18	26	25	25	22	21	18	29	19	22	26	19	28	33	16	28	31	27	33	25	24	9	31	25					
		1.58%	1.94%	1.36%	1.95%	1.59%	1.64%	1.11%	2.05%	0.93%	1.36%	1.06%	1.58%	1.18%	1.60%	1.28%	1.17%	1.25%	1.05%	1.78%	1.47%	1.95%	1.68%	1.75%	1.68%	1.82%	1.55%	1.97%	1.24%	1.46%	1.71%	1.23%	1.75%	2.11%	1.05%	1.88%	2.02%	1.74%	2.50%	1.69%	1.64%	0.62%	2.01%	1.56%					
