Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																													
Дата голосования: 02.12.2007																																													
																																													
Наименование Избирательной комиссии:    Омутнинская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874					
1	"Число избирателей, внесенных в списки избирателей"	35810	399	573	1198	1599	1721	1330	1553	1336	179	1286	1619	187	1464	960	822	225	1921	1756	1508	1827	1707	1195	165	760	230	1220	1001	782	216	1286	78	265	358	1185	824	569	109	397					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	34463	386	560	981	1442	1611	1228	1574	1287	181	1299	1452	195	1301	916	693	224	1764	1616	1561	1816	1720	1253	177	709	222	1164	1026	747	210	1290	89	261	351	1183	869	592	120	393					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	22587	270	356	757	825	1122	908	1040	998	72	908	1074	135	939	622	491	168	1185	1077	970	1180	1084	688	95	392	174	706	684	431	159	749	61	123	181	661	509	400	58	335					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2246	36	45	46	300	114	38	81	53	48	35	40	8	64	50	62	13	51	67	32	43	101	109	27	96	0	78	32	49	0	78	0	87	57	148	97	32	13	16					
6	Число погашенных избирательных бюллетеней	9630	80	159	178	317	375	282	453	236	61	356	338	52	298	244	140	43	528	472	559	593	535	456	55	221	48	380	310	267	51	463	28	51	113	374	263	160	49	42					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2246	36	45	46	300	114	38	81	53	48	35	40	8	64	50	62	13	51	67	32	43	101	109	27	96	0	78	32	49	0	78	0	87	57	148	97	32	13	16					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	22580	270	356	757	825	1122	908	1040	998	72	908	1073	135	939	622	491	168	1185	1077	970	1180	1084	688	95	392	174	706	684	431	159	748	61	123	181	661	509	395	58	335					
9	Число недействительных избирательных бюллетеней	293	3	4	11	13	11	24	20	4	0	13	13	2	9	3	10	1	11	17	11	15	17	15	0	3	1	14	6	6	2	9	0	1	4	14	1	5	0	0					
10	Число действительных избирательных бюллетеней	24533	303	397	792	1112	1225	922	1101	1047	120	930	1100	141	994	669	543	180	1225	1127	991	1208	1168	782	122	485	173	770	710	474	157	817	61	209	234	795	605	422	71	351					
