Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																									
Дата голосования: 04.12.2011																																									
																																									
Наименование Избирательной комиссии:    Омутнинская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870					
1	"Число избирателей, внесенных в список избирателей"	34536	350	533	1242	1509	777	1816	2088	1047	1049	2142	625	884	725	1936	1976	2078	1718	1036	1146	160	795	791	438	1273	1131	1288	220	325	1102	315	213	810	631	367					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	35925	365	531	1329	1351	791	1875	2159	1054	1093	2251	569	915	763	1993	2043	2194	1916	1081	1221	169	850	846	452	1348	1166	1412	225	347	1130	342	223	865	660	396					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	16163	156	253	435	447	410	943	1056	657	562	1040	255	397	353	803	816	1102	923	544	475	73	298	282	289	564	639	516	84	150	410	112	111	452	288	268					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2322	59	41	77	167	39	50	84	53	63	47	59	26	34	82	65	66	71	43	91	19	38	138	26	187	41	115	59	42	157	56	3	108	92	24					
6	Число погашенных избирательных бюллетеней	17440	150	237	817	737	342	882	1019	344	468	1164	255	492	376	1108	1162	1026	922	494	655	77	514	426	137	597	486	781	82	155	563	174	109	305	280	104					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2322	59	41	77	167	39	50	84	53	63	47	59	26	34	82	65	66	71	43	91	19	38	138	26	187	41	115	59	42	157	56	3	108	92	24					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16162	156	253	435	447	410	943	1056	657	562	1039	255	397	353	803	816	1102	923	544	475	73	298	282	289	564	639	516	84	150	410	112	111	452	288	268					
9	Число недействительных избирательных бюллетеней	350	1	6	17	10	9	24	14	15	5	15	0	2	15	20	15	27	21	10	11	0	4	31	7	18	8	8	4	4	8	4	3	4	9	1					
10	Число действительных избирательных бюллетеней	18134	214	288	495	604	440	969	1126	695	620	1071	314	421	372	865	866	1141	973	577	555	92	332	389	308	733	672	623	139	188	559	164	111	556	371	291					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	905	10	5	35	10	20	25	30	25	20	25	70	20	33	30	22	40	55	30	30	5	25	35	16	45	29	60	5	15	25	25	10	30	15	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	782	4	3	35	10	11	25	27	15	10	25	64	4	33	20	22	29	55	14	30	5	25	35	14	45	29	60	5	5	24	14	10	30	15	30					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	307	3	7	14	20	10	12	7	5	10	11	2	4	18	12	5	45	21	4	4	7	8	6	17	8	9	3	4	0	5	2	8	8	3	5					
14	Число погашенных неиспользованных открепительных удостоверений	123	6	2	0	0	9	0	3	10	10	0	6	16	0	10	0	11	0	16	0	0	0	0	2	0	0	0	0	10	1	11	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	25	0	0	1	1	3	1	1	1	2	3	2	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3360	24	42	58	100	70	174	226	131	122	206	50	69	45	144	124	335	233	132	84	15	50	66	54	174	166	139	21	30	85	15	10	62	53	51					
		18.18%	11.16%	14.29%	11.33%	16.29%	15.59%	17.52%	19.82%	18.45%	19.52%	18.97%	15.92%	16.31%	11.63%	16.27%	14.07%	28.68%	23.44%	22.49%	14.84%	16.30%	14.88%	15.71%	17.14%	23.17%	24.41%	22.03%	14.69%	15.63%	14.99%	8.93%	8.77%	11.07%	13.95%	17.47%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3250	50	49	106	137	66	162	190	83	77	184	56	83	98	166	193	186	188	89	126	21	68	72	66	140	110	92	27	32	93	29	22	79	76	34					
		17.58%	23.26%	16.67%	20.70%	22.31%	14.70%	16.31%	16.67%	11.69%	12.32%	16.94%	17.83%	19.62%	25.32%	18.76%	21.91%	15.92%	18.91%	15.16%	22.26%	22.83%	20.24%	17.14%	20.95%	18.64%	16.18%	14.58%	18.88%	16.67%	16.40%	17.26%	19.30%	14.11%	20.00%	11.64%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	170	0	4	5	4	10	8	14	8	5	9	1	1	1	15	5	18	10	4	8	0	4	3	5	3	6	5	1	1	3	0	0	2	4	3					
		0.92%	0.00%	1.36%	0.98%	0.65%	2.23%	0.81%	1.23%	1.13%	0.80%	0.83%	0.32%	0.24%	0.26%	1.69%	0.57%	1.54%	1.01%	0.68%	1.41%	0.00%	1.19%	0.71%	1.59%	0.40%	0.88%	0.79%	0.70%	0.52%	0.53%	0.00%	0.00%	0.36%	1.05%	1.03%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3604	43	55	61	126	104	268	248	183	176	245	59	84	61	191	150	238	143	120	66	14	72	74	47	104	187	68	12	40	128	23	13	111	74	16					
		19.50%	20.00%	18.71%	11.91%	20.52%	23.16%	26.99%	21.75%	25.77%	28.16%	22.56%	18.79%	19.86%	15.76%	21.58%	17.03%	20.38%	14.39%	20.44%	11.66%	15.22%	21.43%	17.62%	14.92%	13.85%	27.50%	10.78%	8.39%	20.83%	22.57%	13.69%	11.40%	19.82%	19.47%	5.48%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	333	1	4	6	10	7	34	32	22	17	37	8	7	4	21	10	26	9	11	3	1	3	5	5	5	5	12	1	6	7	3	0	10	1	0					
		1.80%	0.47%	1.36%	1.17%	1.63%	1.56%	3.42%	2.81%	3.10%	2.72%	3.41%	2.55%	1.65%	1.03%	2.37%	1.14%	2.23%	0.91%	1.87%	0.53%	1.09%	0.89%	1.19%	1.59%	0.67%	0.74%	1.90%	0.70%	3.13%	1.23%	1.79%	0.00%	1.79%	0.26%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7328	95	133	257	226	181	319	408	263	221	387	139	174	160	322	382	333	379	221	266	41	134	169	130	303	196	304	73	77	236	93	66	291	162	187					
		39.65%	44.19%	45.24%	50.20%	36.81%	40.31%	32.12%	35.79%	37.04%	35.36%	35.64%	44.27%	41.13%	41.34%	36.38%	43.36%	28.51%	38.13%	37.65%	46.99%	44.57%	39.88%	40.24%	41.27%	40.35%	28.82%	48.18%	51.05%	40.10%	41.62%	55.36%	57.89%	51.96%	42.63%	64.04%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	89	1	1	2	1	2	4	8	5	2	3	1	3	3	6	2	5	11	0	2	0	1	0	1	4	2	3	4	2	7	1	0	1	1	0					
		0.48%	0.47%	0.34%	0.39%	0.16%	0.45%	0.40%	0.70%	0.70%	0.32%	0.28%	0.32%	0.71%	0.78%	0.68%	0.23%	0.43%	1.11%	0.00%	0.35%	0.00%	0.30%	0.00%	0.32%	0.53%	0.29%	0.48%	2.80%	1.04%	1.23%	0.60%	0.00%	0.18%	0.26%	0.00%					
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
