Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																								
Дата голосования: 02.12.2007																																								
																																								
"Наименование Избирательной комиссии:    Волгоград, Кировская"																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340					
1	"Число избирателей, внесенных в списки избирателей"	73033	2246	1727	1834	2150	2084	2122	2458	2238	2762	2301	1851	1993	2012	1724	2291	2375	2578	1820	1789	2708	2352	2625	2388	2470	2509	2280	2152	2469	2138	1831	1818	2562	2376					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	69600	2200	1600	1700	2000	1900	2000	2300	2200	2500	2200	1800	1800	1900	1600	2200	2200	2400	1700	1700	2700	2300	2600	2300	2400	2400	2200	2100	2400	2100	1800	1700	2400	2300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	34024	1095	783	1016	1134	1074	1068	1236	1196	1270	1223	962	907	920	925	1012	1243	1112	919	958	1171	1155	1162	834	997	977	943	858	1039	996	872	913	1044	1010					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1044	43	71	16	25	26	39	27	34	21	26	21	45	31	15	38	29	31	27	38	33	17	11	44	50	48	40	23	39	30	18	21	40	27					
6	Число погашенных избирательных бюллетеней	34532	1062	746	668	841	800	893	1037	970	1209	951	817	848	949	660	1150	928	1257	754	704	1496	1128	1427	1422	1353	1375	1217	1219	1322	1074	910	766	1316	1263					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1043	43	71	16	25	26	39	27	34	21	26	21	45	31	15	38	29	31	27	38	32	17	11	44	50	48	40	23	39	30	18	21	40	27					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	34021	1095	783	1016	1134	1074	1068	1236	1196	1270	1223	962	907	920	925	1012	1243	1112	919	958	1171	1155	1162	834	997	977	943	858	1039	996	871	911	1044	1010					
9	Число недействительных избирательных бюллетеней	271	7	7	3	13	6	12	13	7	10	6	8	5	7	2	13	11	13	13	5	4	5	12	7	4	3	12	6	11	13	6	6	12	9					
10	Число действительных избирательных бюллетеней	34793	1131	847	1029	1146	1094	1095	1250	1223	1281	1243	975	947	944	938	1037	1261	1130	933	991	1199	1167	1161	871	1043	1022	971	875	1067	1013	883	926	1072	1028					
