Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																		
Дата голосования: 04.12.2011																																		
																																		
Наименование Избирательной комиссии:    Селижаровская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871					
1	"Число избирателей, внесенных в список избирателей"	10345	1175	1080	673	1386	735	635	265	288	170	147	143	217	243	249	112	95	409	314	91	143	84	666	224	250	307	216	28					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9528	850	800	500	1000	550	500	350	250	150	200	200	250	280	280	130	130	400	350	100	180	100	800	250	250	350	300	28					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5239	614	564	294	618	361	330	92	166	95	54	39	121	145	130	92	72	230	167	55	59	45	388	123	81	151	134	19					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1408	42	8	24	57	12	14	138	72	28	66	61	40	68	55	5	16	125	87	12	54	30	77	49	101	109	49	9					
6	Число погашенных избирательных бюллетеней	2881	194	228	182	325	177	156	120	12	27	80	100	89	67	95	33	42	45	96	33	67	25	335	78	68	90	117	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1408	42	8	24	57	12	14	138	72	28	66	61	40	68	55	5	16	125	87	12	54	30	77	49	101	109	49	9					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5239	614	564	294	618	361	330	92	166	95	54	39	121	145	130	92	72	230	167	55	59	45	388	123	81	151	134	19					
9	Число недействительных избирательных бюллетеней	67	12	8	10	4	5	6	2	2	0	1	0	1	1	0	0	0	3	0	0	2	0	5	1	1	1	2	0					
10	Число действительных избирательных бюллетеней	6580	644	564	308	671	368	338	228	236	123	119	100	160	212	185	97	88	352	254	67	111	75	460	171	181	259	181	28					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	343	20	14	10	20	10	10	30	10	5	15	20	5	5	10	5	4	5	10	8	25	10	15	15	20	12	30	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	319	18	13	8	16	9	8	30	8	0	15	20	5	5	10	5	4	5	10	8	25	10	12	15	20	10	30	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	175	30	18	9	12	12	4	7	3	2	1	3	1	1	7	5	1	5	19	2	3	5	9	4	4	3	2	3					
14	Число погашенных неиспользованных открепительных удостоверений	24	2	1	2	4	1	2	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	36	6	3	0	2	3	2	2	0	1	2	5	0	1	0	2	2	0	0	0	0	0	1	1	1	2	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1042	129	126	73	136	107	73	26	17	18	20	7	18	20	25	11	5	38	26	9	12	4	54	10	27	25	22	4					
		15.68%	19.66%	22.03%	22.96%	20.15%	28.69%	21.22%	11.30%	7.14%	14.63%	16.67%	7.00%	11.18%	9.39%	13.51%	11.34%	5.68%	10.70%	10.24%	13.43%	10.62%	5.33%	11.61%	5.81%	14.84%	9.62%	12.02%	14.29%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	661	64	57	31	79	49	36	23	27	16	9	12	21	22	15	9	11	26	8	8	7	8	44	19	24	17	17	2					
		9.94%	9.76%	9.97%	9.75%	11.70%	13.14%	10.47%	10.00%	11.34%	13.01%	7.50%	12.00%	13.04%	10.33%	8.11%	9.28%	12.50%	7.32%	3.15%	11.94%	6.19%	10.67%	9.46%	11.05%	13.19%	6.54%	9.29%	7.14%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	80	5	13	5	10	3	5	1	2	1	1	0	0	0	4	0	1	10	2	3	0	0	7	3	2	0	2	0					
		1.20%	0.76%	2.27%	1.57%	1.48%	0.80%	1.45%	0.43%	0.84%	0.81%	0.83%	0.00%	0.00%	0.00%	2.16%	0.00%	1.14%	2.82%	0.79%	4.48%	0.00%	0.00%	1.51%	1.74%	1.10%	0.00%	1.09%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1387	154	153	78	190	84	85	50	29	10	12	12	28	39	38	24	18	61	54	8	28	14	89	24	29	39	28	9					
		20.87%	23.48%	26.75%	24.53%	28.15%	22.52%	24.71%	21.74%	12.18%	8.13%	10.00%	12.00%	17.39%	18.31%	20.54%	24.74%	20.45%	17.18%	21.26%	11.94%	24.78%	18.67%	19.14%	13.95%	15.93%	15.00%	15.30%	32.14%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	118	12	19	13	10	7	6	2	4	3	4	3	2	0	5	1	0	5	2	0	0	0	5	4	4	5	2	0					
		1.78%	1.83%	3.32%	4.09%	1.48%	1.88%	1.74%	0.87%	1.68%	2.44%	3.33%	3.00%	1.24%	0.00%	2.70%	1.03%	0.00%	1.41%	0.79%	0.00%	0.00%	0.00%	1.08%	2.33%	2.20%	1.92%	1.09%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3268	279	194	108	244	114	130	125	157	75	72	65	91	131	98	51	53	211	162	38	62	49	259	111	94	172	110	13					
		49.17%	42.53%	33.92%	33.96%	36.15%	30.56%	37.79%	54.35%	65.97%	60.98%	60.00%	65.00%	56.52%	61.50%	52.97%	52.58%	60.23%	59.44%	63.78%	56.72%	54.87%	65.33%	55.70%	64.53%	51.65%	66.15%	60.11%	46.43%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	24	1	2	0	2	4	3	1	0	0	1	1	0	0	0	1	0	1	0	1	2	0	2	0	1	1	0	0					
