Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																	
Дата голосования: 02.12.2007																																	
																																	
Наименование Избирательной комиссии:    Селижаровская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931					
1	"Число избирателей, внесенных в списки избирателей"	11364	2913	2141	676	862	214	272	211	194	260	96	170	239	319	308	127	166	429	142	171	347	111	154	209	280	329	24					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10180	2500	2000	600	700	200	250	200	150	250	90	150	200	300	300	110	150	400	100	150	350	100	150	200	250	300	30					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5083	1331	1011	370	386	84	124	52	56	125	55	38	116	139	126	94	92	175	82	54	142	49	58	73	59	174	18					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1442	82	56	20	41	69	42	75	71	41	9	83	47	89	74	11	26	114	13	68	119	35	39	52	102	58	6					
6	Число погашенных избирательных бюллетеней	3655	1087	933	210	273	47	84	73	23	84	26	29	37	72	100	5	32	111	5	28	89	16	53	75	89	68	6					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1442	82	56	20	41	69	42	75	71	41	9	83	47	89	74	11	26	114	13	68	119	35	39	52	102	58	6					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5082	1331	1011	370	386	84	124	52	56	125	55	38	116	139	126	94	92	175	82	54	142	49	58	73	58	174	18					
9	Число недействительных избирательных бюллетеней	37	14	6	3	6	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	2	0					
10	Число действительных избирательных бюллетеней	6487	1399	1061	387	421	152	165	127	127	166	64	121	163	228	200	105	117	289	95	122	260	84	97	125	158	230	24					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	291	21	12	10	8	23	20	5	5	5	5	11	11	10	7	5	15	10	5	35	30	5	10	3	10	10	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	215	18	11	9	4	23	19	0	4	2	1	11	11	4	7	1	15	3	1	23	26	5	8	2	4	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	126	31	17	5	9	8	4	2	3	5	1	4	2	3	3	1	3	3	1	3	8	2	1	3	1	2	1					
14	Число погашенных неиспользованных открепительных удостоверений	76	3	1	1	4	0	1	5	1	3	4	0	0	6	0	4	0	7	4	12	4	0	2	1	6	7	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	2	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	1.Политическая партия «Аграрная партия России»	282	53	47	10	13	9	7	9	1	8	1	1	5	26	17	12	1	7	10	7	11	1	2	6	9	9	0					
		4.32%	3.75%	4.40%	2.56%	3.04%	5.88%	4.22%	7.09%	0.79%	4.82%	1.56%	0.83%	3.07%	11.40%	8.50%	11.43%	0.85%	2.42%	10.53%	5.74%	4.21%	1.19%	2.06%	4.80%	5.63%	3.88%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	32	13	7	3	2	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0					
		0.49%	0.92%	0.66%	0.77%	0.47%	0.65%	0.60%	0.00%	0.00%	0.00%	1.56%	0.00%	0.00%	0.00%	0.00%	0.95%	0.85%	0.00%	0.00%	0.00%	0.77%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	6	1	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0					
		0.09%	0.07%	0.00%	0.26%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.88%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.80%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	580	149	106	45	40	5	20	11	6	18	2	8	21	11	13	7	6	24	8	11	21	7	5	7	11	15	3					
		8.89%	10.54%	9.93%	11.54%	9.37%	3.27%	12.05%	8.66%	4.72%	10.84%	3.13%	6.61%	12.88%	4.82%	6.50%	6.67%	5.08%	8.30%	8.42%	9.02%	8.05%	8.33%	5.15%	5.60%	6.88%	6.47%	12.50%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	21	7	3	1	2	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	1	0					
		0.32%	0.50%	0.28%	0.26%	0.47%	0.00%	0.00%	2.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.77%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	10	2	1	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0					
		0.15%	0.14%	0.09%	0.26%	0.70%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	1.03%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	623	148	110	31	30	13	17	5	11	17	5	12	19	43	16	8	7	24	11	13	16	10	9	11	14	22	1					
		9.55%	10.47%	10.31%	7.95%	7.03%	8.50%	10.24%	3.94%	8.66%	10.24%	7.81%	9.92%	11.66%	18.86%	8.00%	7.62%	5.93%	8.30%	11.58%	10.66%	6.13%	11.90%	9.28%	8.80%	8.75%	9.48%	4.17%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	529	139	112	47	32	9	13	10	3	16	5	7	6	14	11	8	2	27	5	8	13	3	12	4	12	10	1					
		8.11%	9.84%	10.50%	12.05%	7.49%	5.88%	7.83%	7.87%	2.36%	9.64%	7.81%	5.79%	3.68%	6.14%	5.50%	7.62%	1.69%	9.34%	5.26%	6.56%	4.98%	3.57%	12.37%	3.20%	7.50%	4.31%	4.17%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	41	14	6	1	0	1	0	0	0	2	0	0	2	0	1	1	1	5	0	1	0	2	0	1	2	1	0					
		0.63%	0.99%	0.56%	0.26%	0.00%	0.65%	0.00%	0.00%	0.00%	1.20%	0.00%	0.00%	1.23%	0.00%	0.50%	0.95%	0.85%	1.73%	0.00%	0.82%	0.00%	2.38%	0.00%	0.80%	1.25%	0.43%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	4330	859	667	243	296	114	106	89	106	104	50	93	110	132	140	67	99	202	61	82	192	61	67	92	108	172	18					
		66.37%	60.79%	62.51%	62.31%	69.32%	74.51%	63.86%	70.08%	83.46%	62.65%	78.13%	76.86%	67.48%	57.89%	70.00%	63.81%	83.90%	69.90%	64.21%	67.21%	73.56%	72.62%	69.07%	73.60%	67.50%	74.14%	75.00%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	33	14	2	4	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	1	3	2	0	1					
		0.51%	0.99%	0.19%	1.03%	0.47%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.95%	0.00%	0.00%	0.00%	0.00%	0.77%	0.00%	1.03%	2.40%	1.25%	0.00%	4.17%					
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
