12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	742	25	15	21	24	16	8	16	24	22	3	22	37	1	44	13	34	21	4	20	9	3	13	32	20	12	10	6	10	14	78	19	16	13	4	19	18	13	30	15	5	0	7	1	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	795	9	10	22	13	21	10	9	28	13	10	16	72	5	48	21	21	15	8	23	21	21	34	23	17	16	11	29	25	19	36	28	16	19	8	10	10	32	9	7	11	2	9	5	3					
14	Число неиспользованных открепительных удостоверений	307	5	10	9	1	9	7	4	6	3	7	0	63	4	3	7	1	4	6	0	6	7	2	23	0	3	5	9	5	1	2	6	4	2	11	6	7	2	5	25	5	5	3	9	5					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	15	0	1	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	0	2	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																			
18	Богданов Андрей Владимирович	647	18	22	21	21	17	1	26	23	25	4	4	21	13	14	16	14	13	0	26	17	3	24	17	19	15	12	8	7	39	26	18	22	15	7	15	20	20	21	4	7	1	5	1	5					
		1.43%	1.48%	1.76%	1.66%	1.70%	1.45%	0.24%	2.04%	1.52%	1.72%	0.67%	0.56%	1.49%	3.47%	1.17%	1.58%	0.97%	1.51%	0.00%	1.69%	1.31%	0.97%	1.92%	1.26%	1.34%	1.25%	1.01%	0.89%	0.75%	3.70%	3.36%	1.40%	1.76%	1.36%	1.23%	1.11%	1.36%	1.29%	1.19%	0.49%	1.08%	0.45%	1.01%	0.53%	1.15%					
19	Жириновский Владимир Вольфович	5677	127	122	135	115	139	62	155	207	175	87	131	183	20	157	117	183	102	47	182	163	47	136	150	226	122	137	118	124	122	111	162	157	131	65	176	173	287	224	176	61	26	59	26	52					
		12.58%	10.45%	9.77%	10.68%	9.33%	11.83%	14.76%	12.19%	13.65%	12.03%	14.48%	18.40%	12.96%	5.33%	13.07%	11.57%	12.73%	11.83%	13.62%	11.84%	12.59%	15.26%	10.85%	11.09%	15.89%	10.17%	11.51%	13.07%	13.29%	11.59%	14.34%	12.58%	12.57%	11.90%	11.38%	13.01%	11.79%	18.50%	12.68%	21.52%	9.38%	11.76%	11.94%	13.76%	11.93%					
20	Зюганов Геннадий Андреевич	9896	312	285	308	335	259	75	255	296	291	104	136	278	74	243	236	297	165	78	382	309	55	288	290	322	307	299	183	159	220	101	261	269	319	152	326	334	374	341	92	167	39	150	58	72					
		21.93%	25.68%	22.82%	24.37%	27.17%	22.04%	17.86%	20.05%	19.51%	20.00%	17.30%	19.10%	19.69%	19.73%	20.23%	23.34%	20.65%	19.14%	22.61%	24.85%	23.86%	17.86%	22.98%	21.43%	22.64%	25.58%	25.13%	20.27%	17.04%	20.89%	13.05%	20.26%	21.54%	28.97%	26.62%	24.09%	22.77%	24.11%	19.31%	11.25%	25.69%	17.65%	30.36%	30.69%	16.51%					
21	Медведев Дмитрий Анатольевич	28260	743	798	786	745	749	278	816	971	948	395	426	915	253	771	629	926	571	214	922	781	200	788	875	841	738	730	578	626	650	524	828	776	611	342	820	921	856	1159	534	403	149	274	102	298					
		62.62%	61.15%	63.89%	62.18%	60.42%	63.74%	66.19%	64.15%	64.01%	65.15%	65.72%	59.83%	64.80%	67.47%	64.20%	62.22%	64.39%	66.24%	62.03%	59.99%	60.31%	64.94%	62.89%	64.67%	59.14%	61.50%	61.34%	64.01%	67.10%	61.73%	67.70%	64.29%	62.13%	55.50%	59.89%	60.61%	62.78%	55.19%	65.63%	65.28%	62.00%	67.42%	55.47%	53.97%	68.35%					
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
