Выборы Президента Российской Федерации																																																		
																																																		
"Наименование Избирательной комиссии:    Волгоград, Советская"																																																		
																																																		
Итоги голосования 																																																		
																																																		
		Сумма	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503					
1	"Число избирателей, внесенных в список"	80666	2545	2273	2576	2421	2321	897	2474	2583	2517	984	1465	2690	533	1525	1852	1735	2535	2862	2729	1182	686	1763	2369	2451	2220	2347	1698	2318	2258	1003	2268	1953	1760	2481	2655	2888	2817	1012	856	343	762	318	741					
2	Число полученных избирательных бюллетеней	79000	2500	2250	2560	2370	2270	880	2270	2560	2500	960	1400	2400	580	1500	1830	1730	2500	2900	2600	1170	670	1750	2290	2430	2200	2300	1680	2280	2230	720	2260	1920	1740	2400	2570	2870	2800	1250	820	340	750	300	700					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	40459	1347	1232	1318	1237	1234	346	1170	1351	1386	462	790	1564	240	679	956	895	1076	1482	1337	590	247	929	1234	1215	1074	1260	637	1086	1118	456	1147	1046	890	1062	1283	1308	1637	620	433	171	407	166	341					
5	"Число избирательных бюллетеней, выданных вне помещения"	1741	14	11	44	36	33	26	191	56	16	29	47	8	159	56	48	24	20	30	45	44	5	25	32	36	41	25	20	41	34	229	12	26	22	47	40	36	9	21	47	15	15	11	15					
6	Число погашенных избирательных бюллетеней	36786	1139	1007	1198	1097	1003	508	904	1153	1098	469	563	829	181	765	826	811	1394	1388	1218	536	418	796	1024	1179	1085	1015	1023	1153	1078	35	1101	848	828	1291	1247	1526	1154	609	340	154	328	123	344					
7	Число избирательных бюллетеней в переносных ящиках	1741	14	11	44	36	33	26	191	56	16	29	47	8	159	56	48	24	20	30	45	44	5	25	32	36	41	25	20	41	34	229	12	26	22	47	40	36	9	21	47	15	15	11	15					
8	Число бюллетеней в стационарных ящиках для голосования	40389	1343	1232	1318	1236	1234	346	1170	1351	1386	462	790	1564	240	678	956	895	1074	1480	1292	590	247	929	1234	1215	1064	1260	637	1084	1117	456	1147	1046	890	1062	1283	1308	1635	620	433	171	407	166	341					
9	Число недействительных избирательных бюллетеней	458	0	3	7	8	3	7	52	3	17	5	37	3	28	6	14	12	10	12	9	10	3	5	20	17	15	9	5	4	7	4	8	4	10	16	21	25	12	14	3	2	4	2	2					
10	Число действительных избирательных бюллетеней	41672	1357	1240	1355	1264	1264	365	1309	1404	1385	486	800	1569	371	728	990	907	1084	1498	1328	624	249	949	1246	1234	1090	1276	652	1121	1144	681	1151	1068	902	1093	1302	1319	1632	627	477	184	418	175	354					
11	Число полученных открепительных  удостоверений	1757	35	35	35	35	35	35	35	35	35	35	35	85	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	237	35	35	35	35	35					
12	Число выданных открепительных удостоверений	527	15	8	15	9	15	4	7	14	5	1	6	32	8	7	9	7	4	8	14	12	2	12	22	20	10	6	2	4	13	27	11	15	16	4	11	20	24	99	3	0	3	1	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	550	12	8	10	9	22	7	19	19	9	6	13	53	8	14	12	9	6	12	5	11	9	11	27	15	17	17	7	8	17	12	7	10	12	26	14	15	18	8	9	0	11	8	8					
14	Число неиспользованных открепительных удостоверений	1230	20	27	20	26	20	31	28	21	30	34	29	53	27	28	26	28	31	27	21	23	33	23	13	15	25	29	33	31	22	8	24	20	19	31	24	15	11	138	32	35	32	34	33					
15	"Число открепительных удостоверений, выданных в ТИК"	8	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	15	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																		
18	. Глазьев Сергей Юрьевич	1969	99	69	69	77	66	10	63	67	62	25	28	83	12	33	46	45	55	85	55	17	15	43	53	55	49	73	31	50	65	24	55	55	38	43	45	50	72	14	31	4	18	8	12					
		4.67%	7.30%	5.55%	5.07%	6.05%	5.21%	2.69%	4.63%	4.76%	4.42%	5.09%	3.35%	5.28%	3.01%	4.50%	4.58%	4.90%	5.03%	5.63%	4.11%	2.68%	5.95%	4.51%	4.19%	4.40%	4.43%	5.68%	4.72%	4.44%	5.65%	3.50%	4.75%	5.13%	4.17%	3.88%	3.40%	3.72%	4.38%	2.18%	6.46%	2.15%	4.27%	4.52%	3.37%					
19	. Малышкин Олег Александрович	856	23	16	14	18	18	9	23	32	30	11	70	37	11	5	24	8	18	22	24	8	5	21	24	40	22	23	15	20	22	19	21	14	26	25	24	30	29	14	9	6	9	2	15					
