Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																					
Дата голосования: 07.12.2003 0:00:00																																					
																																					
Наименование Избирательной комиссии:    Верхнехавская																																					
																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																					
																																					
		Сумма	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730					
1	"Число избирателей, внесенных в списки"	21941	390	588	455	663	2006	474	80	412	2910	1572	1398	1253	124	290	508	128	302	681	524	433	349	136	423	575	1232	404	115	563	76	2877					
2	"Число бюллетеней, полученных участковыми комиссиями"	21300	380	600	470	600	2000	450	75	400	2690	1500	1400	1200	120	300	500	120	300	650	500	400	340	130	600	550	1200	400	110	550	70	2695					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7965	158	296	182	238	579	204	51	163	974	567	477	290	63	98	200	60	155	287	226	103	178	56	219	251	372	172	52	220	38	1036					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2001	142	40	63	65	50	89	19	42	56	96	60	56	12	32	64	17	62	50	76	143	48	29	204	95	142	45	33	39	15	117					
6	Число погашенных бюллетеней	11334	80	264	225	297	1371	157	5	195	1660	837	863	854	45	170	236	43	83	313	198	154	114	45	177	204	686	183	25	291	17	1542					
7	Число бюллетеней в переносных ящиках для голосования	2001	142	40	63	65	50	89	19	42	56	96	60	56	12	32	64	17	62	50	76	143	48	29	204	95	142	45	33	39	15	117					
8	Число бюллетеней в стационарных ящиках для голосования	7962	158	296	182	238	579	204	51	163	972	567	477	290	63	98	200	60	155	287	226	103	178	56	219	251	372	172	52	220	38	1035					
9	Число недействительных бюллетеней	260	5	11	10	17	19	8	1	2	17	18	16	8	3	3	8	4	9	18	12	5	3	0	5	2	12	11	0	9	5	19					
10	Число действительных бюллетеней	9703	295	325	235	286	610	285	69	203	1011	645	521	338	72	127	256	73	208	319	290	241	223	85	418	344	502	206	85	250	48	1133					
