Выборы Президента Российской Федерации																																																																																																					
Дата голосования: 04.03.2012																																																																																																					
																																																																																																					
Наименование Избирательной комиссии:    Сызранская городская																																																																																																					
																																																																																																					
Сводная таблица итогов голосования																																																																																																					
																																																																																																					
	Число участковых избирательных комиссий	90																																																																																																			
	Число участковых избирательных комиссий, приступивших к передаче сведений	90																																																																																																			
																																																																																																					
		Сумма	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084									
1	Число избирателей, включенных в список избирателей	140605	571	2318	1847	483	347	1884	2134	1824	2419	1301	2065	1317	1766	1562	1037	2058	899	2804	2090	2437	2300	1063	1767	2061	2133	2670	2286	2790	2626	2821	2764	2892	2017	731	1269	1487	943	1170	1605	1818	1555	1494	983	2168	2094	1368	2115	883	2721	1542	2472	1205	1322	2063	1116	1663	1963	1690	426	426	1700	1850	1819	965	1080	1024	2180	1781	801	192	2769	2932	1823	1304	1731	1619	1306	1451	2217	1253	1079	1254	1196	57	100	168	179	625	45	460									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	125470	550	2000	1500	450	340	1500	2000	1500	2000	1000	2000	1000	1500	1500	1000	2000	800	2500	2000	2000	2000	1000	1500	2000	2000	2500	2000	2500	2500	2500	2500	2500	1500	700	1000	1200	900	1000	1500	1500	1500	1200	900	2000	2000	1000	2000	800	2500	1200	2000	1000	1000	2000	1000	1500	2000	1500	500	400	1500	1500	1500	900	1000	1000	2000	1500	700	200	2500	2500	1800	1300	1750	1500	1300	1200	2000	1000	1000	1000	1200	60	100	165	150	630	60	515									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	74661	252	1228	808	153	111	866	1036	926	1313	629	1357	718	871	861	537	993	470	1540	1138	1436	1291	570	1053	1127	1234	1562	1298	1536	1629	1659	1582	1528	994	355	727	623	371	591	744	989	784	848	476	1002	1169	809	1008	391	1362	857	1453	644	542	957	583	811	1144	678	298	250	828	752	819	480	412	524	1010	855	364	135	1638	1991	995	789	906	770	707	868	1205	683	550	632	750	57	67	93	108	404	37	460									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	5896	49	104	123	119	81	119	107	73	46	56	105	37	101	66	59	57	32	117	76	46	148	69	59	46	94	53	46	40	106	112	61	100	155	42	53	55	39	55	40	69	35	23	73	61	68	127	60	50	86	75	65	40	51	67	16	90	41	79	103	27	78	145	40	83	116	65	103	68	26	3	20	14	50	59	38	36	16	45	65	38	54	61	92	0	33	72	34	182	8	0									
6	Число погашенных избирательных бюллетеней	44913	249	668	569	178	148	515	857	501	641	315	538	245	528	573	404	950	298	843	786	518	561	361	388	827	672	885	656	924	765	729	857	872	351	303	220	522	490	354	716	442	681	329	351	937	763	64	932	359	1052	268	482	316	407	976	401	599	815	743	99	123	594	603	641	337	472	411	887	577	310	62	842	495	755	452	806	694	577	287	730	279	396	307	358	3	0	0	8	44	15	55									
