Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																					
Дата голосования: 02.12.2007																																					
																																					
Наименование Избирательной комиссии:    Красногорская																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952					
1	"Число избирателей, внесенных в списки избирателей"	13770	971	65	1430	124	258	96	1155	108	2088	1707	298	152	114	640	184	284	167	86	635	60	247	1121	117	289	692	96	150	126	92	218					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	13450	950	62	1400	120	261	95	1100	111	2050	1700	286	149	117	620	187	288	173	87	570	57	224	1100	113	286	664	94	147	127	89	223					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	72	0	0	0	0	0	0	9	1	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8155	571	27	797	94	172	75	659	73	1160	920	145	77	70	393	119	197	119	64	389	46	174	652	98	180	411	67	109	94	62	141					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	606	41	0	58	5	8	1	71	4	66	55	8	8	5	51	15	13	17	7	32	3	8	54	0	14	29	5	9	7	4	8					
6	Число погашенных избирательных бюллетеней	4617	338	35	545	21	81	19	361	33	824	725	133	36	42	176	53	78	37	16	149	8	42	394	15	92	190	22	29	26	23	74					
7	Число избирательных бюллетеней в переносных ящиках для голосования	677	41	0	58	5	8	1	80	5	65	55	8	36	5	51	15	13	17	7	32	3	8	54	0	14	63	5	9	7	4	8					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8152	571	27	797	94	172	75	659	73	1159	920	145	77	70	393	118	197	119	64	389	46	174	652	98	180	410	67	109	94	62	141					
9	Число недействительных избирательных бюллетеней	87	5	0	7	0	0	0	4	2	12	7	0	1	1	2	0	2	3	2	5	0	5	9	0	2	12	1	2	0	0	3					
10	Число действительных избирательных бюллетеней	8742	607	27	848	99	180	76	735	76	1212	968	153	112	74	442	133	208	133	69	416	49	177	697	98	192	461	71	116	101	66	146					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	125	7	2	5	3	4	2	7	2	27	14	1	2	2	9	3	2	5	2	5	2	3	5	0	0	4	0	2	1	0	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	115	7	0	5	2	4	2	7	2	26	14	1	1	2	8	3	1	5	0	4	2	3	5	0	0	4	0	2	1	0	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	100	5	3	8	3	1	7	4	1	7	6	5	2	2	7	1	1	1	1	3	1	3	11	3	0	4	4	2	2	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	10	0	2	0	1	0	0	0	0	1	0	0	1	0	1	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
18	1.Политическая партия «Аграрная партия России»	338	25	0	27	2	5	2	28	1	52	38	5	4	2	14	4	8	1	6	24	0	5	43	11	8	15	2	1	1	0	4					
		3.83%	4.08%	0.00%	3.16%	2.02%	2.78%	2.63%	3.79%	1.28%	4.25%	3.90%	3.27%	3.54%	2.67%	3.15%	3.01%	3.81%	0.74%	8.45%	5.70%	0.00%	2.75%	6.09%	11.22%	4.12%	3.17%	2.78%	0.85%	0.99%	0.00%	2.68%					
19	2.Всероссийская политическая партия «Гражданская Сила»	22	5	0	0	0	1	0	1	0	2	2	0	0	0	1	1	0	0	0	1	0	0	2	1	2	1	1	1	0	0	0					
		0.25%	0.82%	0.00%	0.00%	0.00%	0.56%	0.00%	0.14%	0.00%	0.16%	0.21%	0.00%	0.00%	0.00%	0.23%	0.75%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.28%	1.02%	1.03%	0.21%	1.39%	0.85%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	14	0	0	1	0	0	0	2	0	2	0	1	0	0	2	0	2	0	0	0	0	0	1	0	0	1	0	0	0	1	1					
