Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																		
Дата голосования: 07.12.2003 0:00:00																																																		
																																																		
Наименование Избирательной комиссии:    Кольчугинская																																																		
																																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																		
																																																		
		Сумма	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145					
1	"Число избирателей, внесенных в списки"	48345	2875	1215	1481	1628	1391	1442	1603	1503	1429	2787	1358	1668	1317	1925	1296	1831	2210	1438	1559	1522	1722	1741	2838	2018	705	344	474	173	502	315	128	257	349	109	169	371	400	144	133	532	596	216	631					
2	"Число бюллетеней, полученных участковыми комиссиями"	47788	2721	1174	1464	1601	1349	1450	1620	1423	1405	2796	1361	1648	1297	1923	1278	1793	2176	1417	1553	1485	1708	1714	2865	1996	701	335	470	173	511	314	133	265	353	106	168	375	404	142	134	541	604	218	624					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	22091	1279	579	733	795	562	531	768	712	708	1393	748	807	537	875	579	770	1018	576	683	709	714	792	1321	950	384	152	194	85	220	145	85	110	202	48	91	172	175	89	67	250	185	89	209					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2295	50	32	41	63	66	152	50	61	13	47	42	35	16	50	68	47	22	56	53	36	24	30	167	20	71	83	91	28	98	31	24	28	31	18	11	50	77	10	14	76	154	24	135					
6	Число погашенных бюллетеней	23402	1392	563	690	743	721	767	802	650	684	1356	571	806	744	998	631	976	1136	785	817	740	970	892	1377	1026	246	100	185	60	193	138	24	127	120	40	66	153	152	43	53	215	265	105	280					
7	Число бюллетеней в переносных ящиках для голосования	2287	50	32	41	63	66	152	50	61	13	47	42	35	16	50	68	47	22	56	53	36	24	30	167	12	71	83	91	28	98	31	24	28	31	18	11	50	77	10	14	76	154	24	135					
8	Число бюллетеней в стационарных ящиках для голосования	22089	1279	578	733	795	562	529	768	712	708	1393	748	807	537	875	579	770	1017	576	683	709	713	789	1321	956	384	152	194	85	220	145	85	110	202	48	91	172	175	89	67	250	185	89	209					
9	Число недействительных бюллетеней	372	18	13	13	13	9	9	8	12	5	27	8	11	7	16	16	11	16	4	12	17	16	8	16	27	6	6	6	1	4	1	3	1	6	0	0	1	5	4	1	3	4	3	5					
10	Число действительных бюллетеней	24004	1311	597	761	845	619	672	810	761	716	1413	782	831	546	909	631	806	1023	628	724	728	721	811	1472	941	449	229	279	112	314	175	106	137	227	66	102	221	247	95	80	323	335	110	339					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	588	34	14	17	21	12	18	20	17	17	34	17	20	16	23	16	22	26	17	19	18	21	21	35	25	9	4	6	2	6	4	2	3	4	5	2	5	5	2	4	7	7	3	8					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	164	15	5	3	5	7	2	1	5	4	21	11	4	1	2	6	1	5	5	0	6	1	4	8	8	5	0	6	0	0	1	0	1	4	3	1	1	2	1	3	1	4	1	0					
