Выборы Президента Российской Федерации																																																															
Дата голосования: 04.03.2012																																																															
																																																															
Наименование Избирательной комиссии:    Задонская																																																															
																																																															
Сводная таблица итогов голосования																																																															
																																																															
	Число участковых избирательных комиссий	52																																																													
	Число участковых избирательных комиссий, приступивших к передаче сведений	52																																																													
																																																															
		Сумма	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553									
1	Число избирателей, включенных в список избирателей	27795	2040	1695	1140	1153	2056	865	217	305	483	370	337	818	425	498	491	221	1212	241	369	345	799	1035	418	384	710	383	115	653	207	197	444	432	324	512	347	576	158	192	130	391	236	478	111	162	204	232	155	860	472	433	432	332									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	27460	2070	1710	1130	1160	2070	850	210	300	480	370	320	820	420	490	480	210	1220	230	360	340	780	1050	410	370	710	390	100	650	200	190	440	420	320	510	340	570	150	180	120	380	220	460	100	140	190	220	140	840	440	430	430	330									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	15228	1285	928	784	671	1229	492	122	185	232	187	145	371	239	267	252	95	682	91	152	180	391	581	213	215	313	239	73	335	89	101	303	287	205	189	125	325	76	104	44	231	125	329	38	68	102	140	63	493	253	252	196	141									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	3713	100	76	31	76	86	129	34	29	63	67	89	142	64	70	122	72	45	70	132	79	186	100	57	67	138	54	15	90	31	66	21	36	19	119	94	81	46	29	43	59	44	51	43	53	58	40	55	146	61	54	88	93									
6	Число погашенных избирательных бюллетеней	8519	685	706	315	413	755	229	54	86	185	116	86	307	117	153	106	43	493	69	76	81	203	369	140	88	259	97	12	225	80	23	116	97	96	202	121	164	28	47	33	90	51	80	19	19	30	40	22	201	126	124	146	96									
7	Число избирательных бюллетеней в переносных ящиках для голосования	3713	100	76	31	76	86	129	34	29	63	67	89	142	64	70	122	72	45	70	132	79	186	100	57	67	138	54	15	90	31	66	21	36	19	119	94	81	46	29	43	59	44	51	43	53	58	40	55	146	61	54	88	93									
8	Число бюллетеней в стационарных ящиках для голосования	15226	1285	928	784	670	1228	492	122	185	232	187	145	371	239	267	252	95	682	91	152	180	391	581	213	215	313	239	73	335	89	101	303	287	205	189	125	325	76	104	44	231	125	329	38	68	102	140	63	493	253	252	196	141									
9	Число недействительных избирательных бюллетеней	251	16	44	16	9	24	7	1	3	3	0	2	3	4	3	5	2	5	0	4	5	10	11	0	3	2	3	2	2	1	1	3	5	1	6	2	3	3	4	0	0	0	3	1	1	2	1	3	11	5	3	2	1									
10	Число действительных избирательных бюллетеней	18688	1369	960	799	737	1290	614	155	211	292	254	232	510	299	334	369	165	722	161	280	254	567	670	270	279	449	290	86	423	119	166	321	318	223	302	217	403	119	129	87	290	169	377	80	120	158	179	115	628	309	303	282	233									
11	Число полученных открепительных  удостоверений	264	17	13	9	22	27	4	1	9	10	1	2	3	3	3	7	2	10	0	3	3	8	9	9	2	1	9	0	6	1	2	4	4	13	3	1	7	2	3	0	2	3	3	0	0	1	2	0	8	1	7	3	1									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	261	17	13	9	22	26	4	1	9	10	1	2	3	3	3	7	2	10	0	3	3	8	9	8	1	1	9	0	6	1	2	4	4	13	3	1	7	2	3	0	2	3	3	0	0	1	2	0	8	1	7	3	1									
13	Число избирателей, проголосовавших по открепительным удостоверениям	230	9	10	5	8	23	9	2	4	6	3	3	1	1	2	5	9	1	4	7	6	10	3	3	2	4	2	2	2	1	0	6	10	6	1	6	5	2	1	0	4	7	11	3	5	2	2	2	4	4	2	0	0									
14	Число неиспользованных открепительных удостоверений	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	16	1	4	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																															
19	Жириновский Владимир Вольфович	1209	68	64	53	58	103	28	11	16	14	13	12	21	13	18	26	16	44	16	17	14	31	41	16	26	27	33	3	37	7	9	28	3	17	15	14	17	6	13	5	16	12	22	5	15	5	15	7	49	14	24	28	24									
		6.38%	4.91%	6.37%	6.50%	7.77%	7.84%	4.51%	7.05%	7.48%	4.75%	5.12%	5.13%	4.09%	4.29%	5.34%	6.95%	9.58%	6.05%	9.94%	5.99%	5.41%	5.37%	6.02%	5.93%	9.22%	5.99%	11.26%	3.41%	8.71%	5.83%	5.39%	8.64%	0.93%	7.59%	4.87%	6.39%	4.19%	4.92%	9.77%	5.75%	5.52%	7.10%	5.79%	6.17%	12.40%	3.13%	8.33%	5.93%	7.67%	4.46%	7.84%	9.86%	10.26%									
20	Зюганов Геннадий Андреевич	3800	344	240	217	155	291	117	26	47	62	40	33	131	56	70	80	33	165	31	53	58	87	98	50	47	128	43	8	60	25	17	51	48	42	56	50	101	52	25	7	22	23	85	18	18	18	15	11	124	81	53	46	42									
		20.06%	24.84%	23.90%	26.63%	20.78%	22.15%	18.84%	16.67%	21.96%	21.02%	15.75%	14.10%	25.54%	18.48%	20.77%	21.39%	19.76%	22.70%	19.25%	18.66%	22.39%	15.08%	14.39%	18.52%	16.67%	28.38%	14.68%	9.09%	14.12%	20.83%	10.18%	15.74%	14.86%	18.75%	18.18%	22.83%	24.88%	42.62%	18.80%	8.05%	7.59%	13.61%	22.37%	22.22%	14.88%	11.25%	8.33%	9.32%	19.41%	25.80%	17.32%	16.20%	17.95%									
21	Миронов Сергей Михайлович	535	48	30	30	22	44	7	3	4	8	5	11	13	9	9	9	8	19	8	9	11	16	24	5	4	20	18	1	5	3	4	5	13	3	6	5	1	2	2	2	5	5	14	1	3	1	2	3	22	13	12	7	1									
		2.82%	3.47%	2.99%	3.68%	2.95%	3.35%	1.13%	1.92%	1.87%	2.71%	1.97%	4.70%	2.53%	2.97%	2.67%	2.41%	4.79%	2.61%	4.97%	3.17%	4.25%	2.77%	3.52%	1.85%	1.42%	4.43%	6.14%	1.14%	1.18%	2.50%	2.40%	1.54%	4.02%	1.34%	1.95%	2.28%	0.25%	1.64%	1.50%	2.30%	1.72%	2.96%	3.68%	1.23%	2.48%	0.63%	1.11%	2.54%	3.44%	4.14%	3.92%	2.46%	0.43%									
22	Прохоров Михаил Дмитриевич	637	52	41	38	42	60	29	5	11	9	7	7	12	9	12	11	2	11	4	7	16	20	20	19	5	13	8	1	11	4	2	10	5	17	7	6	11	5	1	6	11	5	6	0	5	2	4	0	19	11	8	3	7									
		3.36%	3.75%	4.08%	4.66%	5.63%	4.57%	4.67%	3.21%	5.14%	3.05%	2.76%	2.99%	2.34%	2.97%	3.56%	2.94%	1.20%	1.51%	2.48%	2.46%	6.18%	3.47%	2.94%	7.04%	1.77%	2.88%	2.73%	1.14%	2.59%	3.33%	1.20%	3.09%	1.55%	7.59%	2.27%	2.74%	2.71%	4.10%	0.75%	6.90%	3.79%	2.96%	1.58%	0.00%	4.13%	1.25%	2.22%	0.00%	2.97%	3.50%	2.61%	1.06%	2.99%									
23	Путин Владимир Владимирович	12507	857	585	461	460	792	433	110	133	199	189	169	333	212	225	243	106	483	102	194	155	413	487	180	197	261	188	73	310	80	134	227	249	144	218	142	273	54	88	67	236	124	250	56	79	132	143	94	414	190	206	198	159									
		66.04%	61.88%	58.27%	56.56%	61.66%	60.27%	69.73%	70.51%	62.15%	67.46%	74.41%	72.22%	64.91%	69.97%	66.77%	64.97%	63.47%	66.44%	63.35%	68.31%	59.85%	71.58%	71.51%	66.67%	69.86%	57.87%	64.16%	82.95%	72.94%	66.67%	80.24%	70.06%	77.09%	64.29%	70.78%	64.84%	67.24%	44.26%	66.17%	77.01%	81.38%	73.37%	65.79%	69.14%	65.29%	82.50%	79.44%	79.66%	64.79%	60.51%	67.32%	69.72%	67.95%									
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
