Выборы Президента Российской Федерации																																		
																																		
"Наименование Избирательной комиссии:    Ярославль, Кировская"																																		
																																		
Итоги голосования 																																		
																																		
		Сумма	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131					
1	"Число избирателей, внесенных в список"	54027	1532	1705	2136	2360	2466	2253	2367	1718	1736	2132	1437	2323	2186	2522	2039	2088	1743	2183	2170	1972	2149	2227	2503	2294	1650	143	1993					
2	Число полученных избирательных бюллетеней	54505	1520	1700	2140	2380	2440	2140	2385	1720	1715	2150	1435	2330	2200	2535	2050	2090	1755	2190	2180	1980	2140	2255	2490	2290	1645	250	2400					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	31701	831	990	1159	1231	1460	1371	1396	983	1023	1133	869	1383	1336	1494	1250	1249	1010	1344	1373	1142	1343	1383	1426	1311	749	135	1327					
5	"Число избирательных бюллетеней, выданных вне помещения"	1147	29	34	20	61	63	43	42	44	53	30	30	36	38	58	47	45	39	18	32	44	45	31	57	50	79	0	79					
6	Число погашенных избирательных бюллетеней	21646	660	676	961	1088	917	726	947	693	639	987	536	911	826	982	753	796	706	828	765	794	752	841	1007	929	817	115	994					
7	Число избирательных бюллетеней в переносных ящиках	1147	29	34	20	61	63	43	42	44	53	30	30	36	38	58	47	45	39	18	32	44	45	31	57	50	79	0	79					
8	Число бюллетеней в стационарных ящиках для голосования	31664	831	990	1159	1231	1454	1362	1396	980	1020	1127	869	1382	1336	1494	1250	1249	1010	1343	1369	1142	1341	1383	1424	1311	749	135	1327					
9	Число недействительных избирательных бюллетеней	276	12	7	7	13	10	8	11	8	5	17	6	4	7	15	9	9	15	10	4	18	9	24	15	14	14	0	5					
10	Число действительных избирательных бюллетеней	32535	848	1017	1172	1279	1507	1397	1427	1016	1068	1140	893	1414	1367	1537	1288	1285	1034	1351	1397	1168	1377	1390	1466	1347	814	135	1401					
11	Число полученных открепительных  удостоверений	2100	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	50	550					
12	Число выданных открепительных удостоверений	372	5	11	11	15	21	13	23	15	10	14	16	9	18	17	11	14	16	17	15	19	23	17	16	16	9	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	394	18	10	8	19	13	17	16	11	19	4	20	11	16	15	10	10	18	11	10	7	16	12	37	20	11	27	8					
14	Число неиспользованных открепительных удостоверений	1728	55	49	49	45	39	47	37	45	50	46	44	51	42	43	49	46	44	43	45	41	37	43	44	44	51	50	549					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																		
18	. Глазьев Сергей Юрьевич	2136	63	63	58	80	103	119	96	55	85	76	70	125	93	98	90	77	62	96	99	66	112	92	93	89	35	4	37					
		6.51%	7.33%	6.15%	4.92%	6.19%	6.79%	8.47%	6.68%	5.37%	7.92%	6.57%	7.79%	8.82%	6.77%	6.31%	6.94%	5.95%	5.91%	7.05%	7.07%	5.56%	8.08%	6.51%	6.28%	6.54%	4.23%	2.96%	2.63%					
19	. Малышкин Олег Александрович	520	22	19	22	18	20	18	21	22	17	20	7	19	16	26	19	15	12	31	18	21	28	24	26	22	15	3	19					
		1.58%	2.56%	1.86%	1.87%	1.39%	1.32%	1.28%	1.46%	2.15%	1.58%	1.73%	0.78%	1.34%	1.16%	1.68%	1.46%	1.16%	1.14%	2.28%	1.28%	1.77%	2.02%	1.70%	1.76%	1.62%	1.81%	2.22%	1.35%					
